Time::Relative Time!!R,Channel1_R1_Area::EGFP_R1_Area!!R,Channel1_R1_IntensityMean::EGFP_R1_IntensityMean!!R,Channel1_R1_IntensitySum1::EGFP_R1_IntensitySum1!!R,Channel1_R1_IntensityMaximum::EGFP_R1_IntensityMaximum!!R,Channel1_R2_Area::EGFP_R2_Area!!R,Channel1_R2_IntensityMean::EGFP_R2_IntensityMean!!R,Channel1_R2_IntensitySum1::EGFP_R2_IntensitySum1!!R,Channel1_R2_IntensityMaximum::EGFP_R2_IntensityMaximum!!R,Channel1_R3_Area::EGFP_R3_Area!!R,Channel1_R3_IntensityMean::EGFP_R3_IntensityMean!!R,Channel1_R3_IntensitySum1::EGFP_R3_IntensitySum1!!R,Channel1_R3_IntensityMaximum::EGFP_R3_IntensityMaximum!!R,Channel1_R4_Area::EGFP_R4_Area!!R,Channel1_R4_IntensityMean::EGFP_R4_IntensityMean!!R,Channel1_R4_IntensitySum1::EGFP_R4_IntensitySum1!!R,Channel1_R4_IntensityMaximum::EGFP_R4_IntensityMaximum!!R,Channel1_R5_Area::EGFP_R5_Area!!R,Channel1_R5_IntensityMean::EGFP_R5_IntensityMean!!R,Channel1_R5_IntensitySum1::EGFP_R5_IntensitySum1!!R,Channel1_R5_IntensityMaximum::EGFP_R5_IntensityMaximum!!R,Channel1_R6_Area::EGFP_R6_Area!!R,Channel1_R6_IntensityMean::EGFP_R6_IntensityMean!!R,Channel1_R6_IntensitySum1::EGFP_R6_IntensitySum1!!R,Channel1_R6_IntensityMaximum::EGFP_R6_IntensityMaximum!!R,Channel1_R7_Area::EGFP_R7_Area!!R,Channel1_R7_IntensityMean::EGFP_R7_IntensityMean!!R,Channel1_R7_IntensitySum1::EGFP_R7_IntensitySum1!!R,Channel1_R7_IntensityMaximum::EGFP_R7_IntensityMaximum!!R,Channel1_R8_Area::EGFP_R8_Area!!R,Channel1_R8_IntensityMean::EGFP_R8_IntensityMean!!R,Channel1_R8_IntensitySum1::EGFP_R8_IntensitySum1!!R,Channel1_R8_IntensityMaximum::EGFP_R8_IntensityMaximum!!R,Channel1_R9_Area::EGFP_R9_Area!!R,Channel1_R9_IntensityMean::EGFP_R9_IntensityMean!!R,Channel1_R9_IntensitySum1::EGFP_R9_IntensitySum1!!R,Channel1_R9_IntensityMaximum::EGFP_R9_IntensityMaximum!!R,Channel1_R10_Area::EGFP_R10_Area!!R,Channel1_R10_IntensityMean::EGFP_R10_IntensityMean!!R,Channel1_R10_IntensitySum1::EGFP_R10_IntensitySum1!!R,Channel1_R10_IntensityMaximum::EGFP_R10_IntensityMaximum!!R,Channel1_R11_Area::EGFP_R11_Area!!R,Channel1_R11_IntensityMean::EGFP_R11_IntensityMean!!R,Channel1_R11_IntensitySum1::EGFP_R11_IntensitySum1!!R,Channel1_R11_IntensityMaximum::EGFP_R11_IntensityMaximum!!R,Channel1_R12_Area::EGFP_R12_Area!!R,Channel1_R12_IntensityMean::EGFP_R12_IntensityMean!!R,Channel1_R12_IntensitySum1::EGFP_R12_IntensitySum1!!R,Channel1_R12_IntensityMaximum::EGFP_R12_IntensityMaximum!!R,Channel1_R13_Area::EGFP_R13_Area!!R,Channel1_R13_IntensityMean::EGFP_R13_IntensityMean!!R,Channel1_R13_IntensitySum1::EGFP_R13_IntensitySum1!!R,Channel1_R13_IntensityMaximum::EGFP_R13_IntensityMaximum!!R,Channel1_R14_Area::EGFP_R14_Area!!R,Channel1_R14_IntensityMean::EGFP_R14_IntensityMean!!R,Channel1_R14_IntensitySum1::EGFP_R14_IntensitySum1!!R,Channel1_R14_IntensityMaximum::EGFP_R14_IntensityMaximum!!R,Channel1_R15_Area::EGFP_R15_Area!!R,Channel1_R15_IntensityMean::EGFP_R15_IntensityMean!!R,Channel1_R15_IntensitySum1::EGFP_R15_IntensitySum1!!R,Channel1_R15_IntensityMaximum::EGFP_R15_IntensityMaximum!!R
5494.0948,3150.16,278.83449570816,2078990,377,2705.2675,235.56957676089,1508352,304,2344.875,273.44324324324,1517610,348,3060.59,257.40778575373,1864662,358,3070.3075,250.76826751067,1822333,329,3358.4525,301.06881368726,2393196,418,3056.365,298.22007188278,2157324,426,2256.5725,303.17843100543,1619276,381,2345.72,253.9560518732,1409964,335,2183.9025,261.62874830722,1352359,339,2258.685,253.74354657688,1356513,337,2197,270.41269230769,1406146,346,2698.5075,271.55894786285,1734447,355,2863.2825,274.92445034676,1863163,360,2710.3375,276.47061574435,1773559,358
5504.1023,3150.16,280.03339592275,2087929,372,2705.2675,238.17757301265,1525051,304,2344.875,270.00846846847,1498547,346,3060.59,254.73329652126,1845288,324,3070.3075,248.86431815054,1808497,310,3358.4525,297.30934708768,2363312,405,3056.365,295.62095659386,2138522,406,2256.5725,306.72664295076,1638227,392,2345.72,251.20082853026,1394667,332,2183.9025,258.99148771523,1338727,358,2258.685,250.80433969323,1340800,335,2197,271.95538461539,1414168,354,2698.5075,267.54235165179,1708793,354,2863.2825,277.54242290099,1880905,353,2710.3375,271.79797349961,1743584,359
5514.1097,3150.16,277.52977467811,2069262,377,2705.2675,235.08574105888,1505254,299,2344.875,272.52432432432,1512510,342,3060.59,256.10684704583,1855238,332,3070.3075,249.58084491537,1813704,335,3358.4525,298.95471128444,2376391,410,3056.365,297.50746474979,2152169,417,2256.5725,302.2486425763,1614310,425,2345.72,253.31898414986,1406427,352,2183.9025,261.30257303153,1350673,344,2258.685,252.892442948,1351963,328,2197,270.12653846154,1404658,365,2698.5075,270.43901675278,1727294,354,2863.2825,273.0841080124,1850691,347,2710.3375,275.14497272019,1765055,367
5524.1172,3150.16,278.68642703863,2077886,385,2705.2675,237.75011713259,1522314,319,2344.875,269.60720720721,1496320,340,3060.59,253.80314743236,1838550,341,3070.3075,247.25154809412,1796777,322,3358.4525,295.27512894704,2347142,418,3056.365,294.33107547692,2129191,407,2256.5725,306.10091743119,1634885,408,2345.72,251.27917867435,1395102,331,2183.9025,258.78622557555,1337666,331,2258.685,250.53123830902,1339340,318,2197,271.42846153846,1411428,358,2698.5075,266.09801158603,1699568,345,2863.2825,275.52501106684,1867233,351,2710.3375,270.2285268901,1733516,348
5534.1246,3150.16,276.13412017167,2058856,375,2705.2675,234.24566609402,1499875,296,2344.875,272.64198198198,1513163,349,3060.59,254.24861954721,1841777,327,3070.3075,248.46773083804,1805615,334,3358.4525,298.05547867656,2369243,396,3056.365,297.41678186342,2151513,422,2256.5725,301.48062160644,1610208,384,2345.72,252.41516570605,1401409,339,2183.9025,260.69471851422,1347531,341,2258.685,252.03965581743,1347404,337,2197,269.67346153846,1402302,358,2698.5075,268.90809456709,1717516,333,2863.2825,271.15124686439,1837592,363,2710.3375,273.16399064692,1752347,354
5544.1321,3150.16,277.82805793991,2071486,382,2705.2675,236.66734343277,1515381,310,2344.875,268.71171171171,1491350,348,3060.59,252.50648812811,1829157,328,3070.3075,246.41488922527,1790697,322,3358.4525,293.47842495911,2332860,389,3056.365,293.20182471662,2121022,415,2256.5725,304.62759782812,1627016,409,2345.72,250.62031700288,1391444,320,2183.9025,258.25478816019,1334919,337,2258.685,250.33782267116,1338306,318,2197,270.60134615385,1407127,351,2698.5075,265.08564271176,1693102,337,2863.2825,274.16334661355,1858005,354,2710.3375,268.73047544817,1723906,343
5554.1396,3150.16,274.76716738197,2048664,371,2705.2675,233.57785413088,1495599,317,2344.875,272.00396396396,1509622,346,3060.59,253.70665378244,1837851,336,3070.3075,247.48878491812,1798501,320,3358.4525,296.97836205812,2360681,407,3056.365,296.30591650539,2143477,406,2256.5725,301.86875117019,1612281,383,2345.72,252.43461815562,1401517,325,2183.9025,260.85857999613,1348378,336,2258.685,251.7164234942,1345676,323,2197,269.40307692308,1400896,348,2698.5075,268.1396586817,1712608,335,2863.2825,269.56942599971,1826872,358,2710.3375,271.53811379579,1741917,346
5564.147,3150.16,276.91644313305,2064689,384,2705.2675,236.65438075902,1515298,305,2344.875,268.98756756757,1492881,352,3060.59,251.24351187189,1820008,325,3070.3075,245.39507362048,1783286,320,3358.4525,292.55591898352,2325527,413,3056.365,292.09413878905,2113009,414,2256.5725,303.86950009362,1622967,381,2345.72,250.80421469741,1392465,331,2183.9025,258.01876571871,1333699,346,2258.685,249.44650205761,1333541,329,2197,269.90423076923,1403502,349,2698.5075,263.5951150775,1683582,334,2863.2825,272.75062712115,1848431,357,2710.3375,267.00296180826,1712824,341
5574.1545,3150.16,273.33878755365,2038014,378,2705.2675,233.0118694362,1491975,299,2344.875,272.1372972973,1510362,343,3060.59,253.15819988956,1833878,322,3070.3075,247.38571625155,1797752,324,3358.4525,295.52170084287,2349102,408,3056.365,295.56372684545,2138108,404,2256.5725,301.25856581165,1609022,387,2345.72,251.15688040346,1394423,337,2183.9025,259.98297543045,1343852,334,2258.685,250.34867190423,1338364,323,2197,268.81692307692,1397848,355,2698.5075,266.56145295131,1702528,341,2863.2825,267.82352073189,1815040,341,2710.3375,271.00592361652,1738503,352
5584.1619,3150.16,275.92837982833,2057322,377,2705.2675,236.27409027019,1512863,298,2344.875,267.94468468469,1487093,344,3060.59,250.03837658752,1811278,329,3070.3075,244.58387229944,1777391,312,3358.4525,290.89684237011,2312339,399,3056.365,292.17390102295,2113586,405,2256.5725,302.22954502902,1614208,400,2345.72,250.27935878963,1389551,322,2183.9025,257.2242213194,1329592,323,2258.685,248.99420127198,1331123,316,2197,268.85596153846,1398051,342,2698.5075,262.24518553311,1674960,349,2863.2825,270.93566474841,1836131,381,2710.3375,265.87264224474,1705573,362
5594.1694,3150.16,272.13532725322,2029041,384,2705.2675,232.27065438076,1487229,312,2344.875,271.60288288288,1507396,343,3060.59,251.71590281612,1823430,339,3070.3075,246.22595293794,1789324,333,3358.4525,294.67165681218,2342345,397,3056.365,294.94263201548,2133615,423,2256.5725,301.1988391687,1608703,385,2345.72,250.47442363112,1390634,331,2183.9025,259.65215709035,1342142,338,2258.685,249.73307145529,1335073,318,2197,268.83076923077,1397920,347,2698.5075,265.8141537498,1697755,340,2863.2825,266.17411834145,1803862,346,2710.3375,269.45097427903,1728528,339
5604.1769,3150.16,274.86467274678,2049391,376,2705.2675,235.44010620022,1507523,300,2344.875,268.37531531532,1489483,342,3060.59,248.87396466041,1802843,321,3070.3075,243.21907251961,1767473,315,3358.4525,289.59064033212,2301956,385,3056.365,290.8194636439,2103788,422,2256.5725,302.07844972852,1613401,390,2345.72,250.03530259366,1388196,326,2183.9025,256.31011801122,1324867,336,2258.685,248.98148148148,1331055,320,2197,268.63826923077,1396919,338,2698.5075,261.09926413027,1667641,343,2863.2825,269.48797402981,1826320,337,2710.3375,264.82712392829,1698866,353
5614.1843,3150.16,271.13733905579,2021600,367,2705.2675,232.50288927065,1488716,295,2344.875,271.41675675676,1506363,347,3060.59,250.7330204307,1816310,327,3070.3075,245.99889913307,1787674,335,3358.4525,293.36381934835,2331949,396,3056.365,294.5645562621,2130880,416,2256.5725,300.63340198465,1605683,385,2345.72,250.18353746398,1389019,348,2183.9025,259.46508028632,1341175,377,2258.685,249.03254769921,1331328,323,2197,268.40961538462,1395730,353,2698.5075,265.38030374198,1694984,345,2863.2825,265.32949682751,1798138,347,2710.3375,267.89446609509,1718543,342
5624.1918,3150.16,274.37097639485,2045710,370,2705.2675,234.6407933781,1502405,302,2344.875,267.6618018018,1485523,335,3060.59,247.87976256212,1795641,323,3070.3075,242.99766065777,1765864,316,3358.4525,288.2938734432,2291648,394,3056.365,290.36217860105,2100480,394,2256.5725,301.16513761468,1608523,394,2345.72,250.1799351585,1388999,335,2183.9025,256.05320177984,1323539,346,2258.685,249.03591470258,1331346,326,2197,268.07,1393964,341,2698.5075,260.49616408329,1663789,342,2863.2825,268.09001032905,1816846,341,2710.3375,264.39158222915,1696072,355
5634.1992,3150.16,269.9786748927,2012961,383,2705.2675,232.08027487115,1486010,299,2344.875,271.21945945946,1505268,347,3060.59,250.59193815572,1815288,316,3070.3075,245.28636301087,1782496,332,3358.4525,292.64410617688,2326228,405,3056.365,293.54782969312,2123525,413,2256.5725,300.17693315859,1603245,390,2345.72,249.70280979827,1386350,316,2183.9025,259.18688334301,1339737,331,2258.685,249.10400299289,1331710,325,2197,268.39134615385,1395635,352,2698.5075,263.27101925787,1681512,349,2863.2825,264.00029511583,1789130,334,2710.3375,266.95837879969,1712538,358
5644.2067,3150.16,273.70211909871,2040723,378,2705.2675,233.97438700609,1498138,297,2344.875,267.08072072072,1482298,342,3060.59,247.10436223081,1790024,314,3070.3075,242.1729737168,1759871,318,3358.4525,287.63680966159,2286425,393,3056.365,289.56662980371,2094725,395,2256.5725,300.53847594084,1605176,385,2345.72,249.67201008646,1386179,332,2183.9025,255.44263880828,1320383,334,2258.685,248.39206883651,1327904,326,2197,267.29230769231,1389920,349,2698.5075,260.16533583842,1661676,327,2863.2825,267.03187250996,1809675,343,2710.3375,263.58082618862,1690871,338
5654.2141,3150.16,269.27722639485,2007731,369,2705.2675,232.05185069499,1485828,302,2344.875,270.38072072072,1500613,352,3060.59,249.52346769741,1807548,327,3070.3075,245.10554561717,1781182,317,3358.4525,290.93445716442,2312638,389,3056.365,293.52529720763,2123362,395,2256.5725,300.51170192848,1605033,373,2345.72,249.49405619597,1385191,322,2183.9025,259.06384213581,1339101,343,2258.685,248.11316872428,1326413,325,2197,268.12346153846,1394242,371,2698.5075,262.69923281666,1677860,333,2863.2825,262.96163494172,1782091,338,2710.3375,265.57240841777,1703647,330
5664.2216,3150.16,273.05767167382,2035918,378,2705.2675,234.1864750898,1499496,304,2344.875,266.79855855856,1480732,348,3060.59,246.50427940364,1785677,325,3070.3075,241.47846429063,1754824,302,3358.4525,286.43540067933,2276875,392,3056.365,288.95424384849,2090295,419,2256.5725,300.53604193971,1605163,380,2345.72,250.28224063401,1389567,324,2183.9025,255.53453279164,1320858,327,2258.685,248.55424616536,1328771,328,2197,267.30019230769,1389961,357,2698.5075,259.67449506811,1658541,333,2863.2825,265.8934631843,1801960,333,2710.3375,262.58519095869,1684484,340
5674.2291,3150.16,269.32470493562,2008085,374,2705.2675,231.76651569577,1484001,308,2344.875,269.94864864865,1498215,344,3060.59,249.20458310326,1805238,321,3070.3075,244.39039493601,1775985,316,3358.4525,290.70549754686,2310818,392,3056.365,293.27453690904,2121548,402,2256.5725,300.00131061599,1602307,370,2345.72,249.17056916427,1383395,321,2183.9025,258.35151866899,1335419,341,2258.685,247.92237186682,1325393,312,2197,268.21230769231,1394704,361,2698.5075,262.1429466103,1674307,336,2863.2825,262.39988195367,1778284,336,2710.3375,265.31145752143,1701973,343
5684.2365,3150.16,272.14967811159,2029148,368,2705.2675,233.17726065907,1493034,295,2344.875,267.37135135135,1483911,344,3060.59,245.18139149641,1776094,331,3070.3075,241.42699876153,1754450,303,3358.4525,286.24908793559,2275394,398,3056.365,288.61238595521,2087822,395,2256.5725,298.87343194158,1596283,393,2345.72,249.90363832853,1387465,328,2183.9025,255.1890114142,1319072,343,2258.685,248.27852600075,1327297,325,2197,267.16019230769,1389233,363,2698.5075,259.54172537968,1657693,336,2863.2825,264.83045595396,1794756,344,2710.3375,262.06671862822,1681158,338
5694.244,3150.16,268.02883583691,1998423,372,2705.2675,231.68561611745,1483483,309,2344.875,269.91945945946,1498053,356,3060.59,248.54983434567,1800495,327,3070.3075,244.49759185359,1776764,325,3358.4525,290.04050824003,2305532,394,3056.365,293.35872269837,2122157,406,2256.5725,300.2173750234,1603461,371,2345.72,249.10878962536,1383052,327,2183.9025,258.31727606887,1335242,327,2258.685,247.55331088664,1323420,321,2197,267.86,1392872,346,2698.5075,261.61108501644,1670910,328,2863.2825,262.04234912203,1775861,345,2710.3375,263.93671083398,1693154,344
5704.2514,3150.16,271.84737124464,2026894,376,2705.2675,233.19225363111,1493130,317,2344.875,266.76810810811,1480563,348,3060.59,244.83462175594,1773582,319,3070.3075,240.67015274529,1748950,312,3358.4525,285.27915461064,2267684,387,3056.365,288.45797622339,2086705,402,2256.5725,298.6981838607,1595347,384,2345.72,249.6428314121,1386017,335,2183.9025,254.49622751016,1315491,321,2258.685,248.45286195286,1328229,328,2197,266.10384615385,1383740,380,2698.5075,258.94426178174,1653877,338,2863.2825,263.62682602922,1786599,340,2710.3375,262.01402961808,1680820,356
5714.2589,3150.16,267.73927038627,1996264,397,2705.2675,231.3849757926,1481558,297,2344.875,269.44990990991,1495447,341,3060.59,247.92020982882,1795934,318,3070.3075,243.66960231182,1770747,312,3358.4525,289.04327588376,2297605,405,3056.365,292.52059717998,2116094,406,2256.5725,299.5191911627,1599732,393,2345.72,248.38886887608,1379055,318,2183.9025,258.17721029213,1334518,359,2258.685,247.20033670034,1321533,331,2197,267.95230769231,1393352,358,2698.5075,260.39095036794,1663117,333,2863.2825,261.52412571935,1772349,361,2710.3375,263.20545596259,1688463,343
5724.2664,3150.16,271.43830472103,2023844,396,2705.2675,232.57394971107,1489171,294,2344.875,266.72342342342,1480315,358,3060.59,244.67725013805,1772442,319,3070.3075,240.28925278657,1746182,303,3358.4525,285.08604855957,2266149,401,3056.365,288.41415537739,2086388,401,2256.5725,298.22130687137,1592800,389,2345.72,249.48306916427,1385130,326,2183.9025,254.62004256142,1316131,322,2258.685,248.10175832398,1326352,318,2197,266.15634615385,1384013,344,2698.5075,258.26647878503,1649548,332,2863.2825,262.73218238159,1780536,341,2710.3375,261.71893998441,1678927,337
5734.2738,3150.16,267.62768240343,1995432,368,2705.2675,231.20740277995,1480421,310,2344.875,269.28522522523,1494533,360,3060.59,247.74309773606,1794651,310,3070.3075,243.39411036191,1768745,311,3358.4525,288.29337023525,2291644,413,3056.365,292.3270666298,2114694,429,2256.5725,298.88934656431,1596368,375,2345.72,248.1476945245,1377716,327,2183.9025,257.82356355194,1332690,330,2258.685,247.11747100636,1321090,320,2197,267.68557692308,1391965,340,2698.5075,259.94833255049,1660290,340,2863.2825,260.91294082928,1768207,335,2710.3375,262.15214341387,1681706,329
5744.2813,3150.16,270.80659871245,2019134,371,2705.2675,232.18538185226,1486683,296,2344.875,266.87981981982,1481183,362,3060.59,243.87134180011,1766604,307,3070.3075,240.21797165268,1745664,327,3358.4525,284.7265064788,2263291,395,3056.365,288.18039811999,2084697,400,2256.5725,297.93072458341,1591248,396,2345.72,249.61959654179,1385888,327,2183.9025,254.46469336429,1315328,323,2258.685,248.025439581,1325944,317,2197,265.58173076923,1381025,335,2698.5075,258.56192265539,1651435,354,2863.2825,261.83857163937,1774480,346,2710.3375,261.05128604832,1674644,363
5754.2887,3150.16,266.74932939914,1988883,389,2705.2675,231.59394034047,1482896,301,2344.875,268.82198198198,1491962,347,3060.59,246.96134732192,1788988,325,3070.3075,242.83555800193,1764686,314,3358.4525,287.73531261794,2287208,385,3056.365,291.08390931711,2105701,404,2256.5725,298.7762591275,1595764,379,2345.72,247.91822766571,1376442,310,2183.9025,257.05358870188,1328710,330,2258.685,246.3239805462,1316848,308,2197,267.27480769231,1389829,339,2698.5075,259.72537967747,1658866,333,2863.2825,260.77969603069,1767304,333,2710.3375,261.82229150429,1679590,333
5764.2962,3150.16,270.23055257511,2014839,389,2705.2675,231.8511635171,1484543,309,2344.875,267.01927927928,1481957,333,3060.59,243.6181667587,1764770,316,3070.3075,239.74514930508,1742228,323,3358.4525,284.52522329853,2261691,383,3056.365,287.56234448438,2080226,403,2256.5725,297.54727579105,1589200,396,2345.72,249.66318443804,1386130,323,2183.9025,254.45366608628,1315271,328,2258.685,247.57126823794,1323516,320,2197,265.26076923077,1379356,342,2698.5075,258.25097855018,1649449,346,2863.2825,260.99557326251,1768767,345,2710.3375,260.86968043648,1673479,359
5774.3036,3150.16,266.46834763949,1986788,378,2705.2675,231.40215523973,1481668,292,2344.875,268.37711711712,1489493,346,3060.59,246.34552733297,1784527,318,3070.3075,242.54795651576,1762596,321,3358.4525,286.68398540697,2278851,393,3056.365,290.86466685098,2104115,397,2256.5725,298.72832802846,1595508,385,2345.72,246.99477665706,1371315,335,2183.9025,256.96382278971,1328246,329,2258.685,246.30097268986,1316725,317,2197,267.75365384615,1392319,351,2698.5075,258.80256771567,1652972,337,2863.2825,259.74472480449,1760290,322,2710.3375,261.19407638348,1675560,337
5784.3111,3150.16,269.75831545064,2011318,386,2705.2675,231.05200687178,1479426,293,2344.875,266.95675675676,1481610,339,3060.59,243.34566537824,1762796,316,3070.3075,239.80060547681,1742631,313,3358.4525,284.00377405963,2257546,378,3056.365,287.50414708322,2079805,406,2256.5725,296.57854334394,1584026,377,2345.72,249.35284582133,1384407,338,2183.9025,254.55000967305,1315769,328,2258.685,247.73718668163,1324403,313,2197,265.19634615385,1379021,359,2698.5075,258.14639110694,1648781,344,2863.2825,260.54286557474,1765699,336,2710.3375,260.7343725643,1672611,333
5794.3186,3150.16,266.05458690987,1983703,382,2705.2675,230.64469779791,1476818,307,2344.875,267.70576576577,1485767,337,3060.59,245.7696024296,1780355,317,3070.3075,242.08559240402,1759236,322,3358.4525,286.27865140269,2275629,396,3056.365,290.87945811446,2104222,406,2256.5725,298.91780565437,1596520,376,2345.72,247.43858069164,1373779,316,2183.9025,256.49990326949,1325848,342,2258.685,246.53479236813,1317975,323,2197,267.39692307692,1390464,341,2698.5075,257.81838108658,1646686,341,2863.2825,260.08027150657,1762564,328,2710.3375,260.66921278254,1672193,334
5804.326,3150.16,269.04653969957,2006011,382,2705.2675,231.2322348899,1480580,311,2344.875,267.70666666667,1485772,347,3060.59,243.19409166207,1761698,313,3070.3075,239.40291729737,1739741,324,3358.4525,284.29613787898,2259870,388,3056.365,287.69463643904,2081183,398,2256.5725,296.91406103726,1585818,369,2345.72,249.63850864553,1385993,333,2183.9025,254.06248790869,1313249,328,2258.685,248.03591470258,1326000,314,2197,265.17365384615,1378903,344,2698.5075,257.9744794113,1647683,341,2863.2825,259.90438247012,1761372,330,2710.3375,260.25752143414,1669552,332
5814.3335,3150.16,265.982027897,1983162,387,2705.2675,231.48742776823,1482214,320,2344.875,267.9781981982,1487279,336,3060.59,245.70127001657,1779860,310,3070.3075,241.38034952525,1754111,306,3358.4525,285.94426971946,2272971,416,3056.365,290.07091512303,2098373,404,2256.5725,299.07002434001,1597333,396,2345.72,247.27917867435,1372894,331,2183.9025,256.37396014703,1325197,329,2258.685,245.90142162364,1314589,314,2197,268.21230769231,1394704,340,2698.5075,257.9733834351,1647676,328,2863.2825,259.43500073779,1758191,351,2710.3375,260.21231488698,1669262,330
5824.3409,3150.16,268.86319742489,2004644,379,2705.2675,230.53802904888,1476135,292,2344.875,267.22198198198,1483082,348,3060.59,243.12575924903,1761203,330,3070.3075,239.3537911105,1739384,301,3358.4525,284.42319788653,2260880,391,3056.365,288.04617085983,2083726,424,2256.5725,295.78281220745,1579776,372,2345.72,249.41660662824,1384761,321,2183.9025,254.36273940801,1314801,337,2258.685,248.17396184063,1326738,329,2197,264.56384615385,1375732,345,2698.5075,257.96430248943,1647618,339,2863.2825,259.96620923713,1761791,331,2710.3375,260.54544037412,1671399,336
5834.3484,3150.16,266.09857832618,1984031,381,2705.2675,231.16258004061,1480134,296,2344.875,267.5845045045,1485094,355,3060.59,245.18125345113,1776093,324,3070.3075,241.45369478464,1754644,307,3358.4525,285.30192477041,2267865,384,3056.365,289.62150953829,2095122,418,2256.5725,299.27803782063,1598444,382,2345.72,247.00216138329,1371356,329,2183.9025,255.94196169472,1322964,336,2258.685,245.52918069585,1312599,327,2197,267.74076923077,1392252,349,2698.5075,257.2711758259,1643191,326,2863.2825,259.30987162461,1757343,333,2710.3375,259.80982073266,1666680,335
5844.3559,3150.16,268.02910407725,1998425,392,2705.2675,230.89333125098,1478410,300,2344.875,267.46126126126,1484410,348,3060.59,242.63694091662,1757662,316,3070.3075,239.30094949773,1739000,306,3358.4525,283.82903509876,2256157,376,3056.365,287.4220348355,2079211,393,2256.5725,295.3533046246,1577482,377,2345.72,249.21145533141,1383622,317,2183.9025,254.66337782937,1316355,329,2258.685,247.48484848485,1323054,325,2197,264.35557692308,1374649,340,2698.5075,257.73148583059,1646131,335,2863.2825,258.99513058876,1755210,334,2710.3375,259.61979734996,1665461,335
5854.3633,3150.16,265.73833154506,1981345,370,2705.2675,231.16351710136,1480140,304,2344.875,267.19315315315,1482922,352,3060.59,244.3054942021,1769749,309,3070.3075,240.81409109674,1749996,307,3358.4525,284.72298402315,2263263,386,3056.365,289.35319325408,2093181,405,2256.5725,299.16101853586,1597819,390,2345.72,246.48847262248,1368504,324,2183.9025,255.81621203328,1322314,332,2258.685,245.60568649458,1313008,315,2197,267.97153846154,1393452,345,2698.5075,257.00688899327,1641503,330,2863.2825,259.0770252324,1755765,344,2710.3375,259.32486360094,1663569,330
5864.3708,3150.16,267.32322961373,1993162,359,2705.2675,230.27284085585,1474437,300,2344.875,266.96432432432,1481652,348,3060.59,242.3602981778,1755658,315,3070.3075,239.42424659419,1739896,304,3358.4525,283.63555164172,2254619,387,3056.365,287.63560962123,2080756,395,2256.5725,295.80041190788,1579870,374,2345.72,249.74045389049,1386559,330,2183.9025,254.23582898046,1314145,336,2258.685,247.4481855593,1322858,314,2197,264.24884615385,1374094,343,2698.5075,257.82292155942,1646715,345,2863.2825,258.41552309281,1751282,349,2710.3375,260.02712392829,1668074,340
5874.3782,3150.16,266.19138948498,1984723,367,2705.2675,230.94955489614,1478770,304,2344.875,266.68648648649,1480110,357,3060.59,243.86319712866,1766545,317,3070.3075,240.58662446677,1748343,317,3358.4525,284.14240785004,2258648,384,3056.365,288.54976499862,2087369,417,2256.5725,298.71110278974,1595416,387,2345.72,246.39319164265,1367975,325,2183.9025,255.97929967112,1323157,336,2258.685,245.0404040404,1309986,315,2197,267.77153846154,1392412,349,2698.5075,256.57209957727,1638726,332,2863.2825,258.59657665634,1752509,331,2710.3375,258.48713951676,1658195,339
5884.3857,3150.16,267.38318133047,1993609,369,2705.2675,230.31063563954,1474679,305,2344.875,267.36684684685,1483886,340,3060.59,242.43221976808,1756179,309,3070.3075,239.06825374983,1737309,313,3358.4525,283.62397785885,2254527,391,3056.365,287.66090682886,2080939,422,2256.5725,295.29058228796,1577147,387,2345.72,249.64913544669,1386052,330,2183.9025,254.34629522151,1314716,345,2258.685,247.45043022821,1322870,321,2197,264.23384615385,1374016,338,2698.5075,257.32127759512,1643511,330,2863.2825,257.74915154198,1746766,335,2710.3375,259.78035853468,1666491,340
5894.3932,3150.16,266.39806866953,1986264,393,2705.2675,231.21755427144,1480486,296,2344.875,266.76918918919,1480569,341,3060.59,243.6566813915,1765049,309,3070.3075,240.26613458098,1746014,305,3358.4525,283.65744118757,2254793,395,3056.365,289.03594138789,2090886,400,2256.5725,299.107657742,1597534,386,2345.72,246.452629683,1368305,316,2183.9025,254.76242987038,1316867,327,2258.685,244.51028806584,1307152,306,2197,267.55788461539,1391301,344,2698.5075,256.31548457805,1637087,329,2863.2825,258.82558654272,1754061,335,2710.3375,258.20124707716,1656361,332
5904.4006,3150.16,266.65075107296,1988148,375,2705.2675,229.75214743089,1471103,293,2344.875,267.37135135135,1483911,348,3060.59,242.20127001657,1754506,317,3070.3075,239.31140773359,1739076,307,3358.4525,283.87633664612,2256533,389,3056.365,288.03787669339,2083666,411,2256.5725,294.86201085939,1574858,367,2345.72,249.54791066282,1385490,340,2183.9025,254.68369123622,1316460,324,2258.685,247.39412644968,1322569,317,2197,263.64807692308,1370970,347,2698.5075,257.51636135901,1644757,329,2863.2825,257.03688947912,1741939,336,2710.3375,259.33686671863,1663646,335
