Time::Relative Time!!R,Channel1_R1_Area::EGFP_R1_Area!!R,Channel1_R1_IntensityMean::EGFP_R1_IntensityMean!!R,Channel1_R1_IntensitySum1::EGFP_R1_IntensitySum1!!R,Channel1_R1_IntensityMaximum::EGFP_R1_IntensityMaximum!!R,Channel1_R2_Area::EGFP_R2_Area!!R,Channel1_R2_IntensityMean::EGFP_R2_IntensityMean!!R,Channel1_R2_IntensitySum1::EGFP_R2_IntensitySum1!!R,Channel1_R2_IntensityMaximum::EGFP_R2_IntensityMaximum!!R,Channel1_R3_Area::EGFP_R3_Area!!R,Channel1_R3_IntensityMean::EGFP_R3_IntensityMean!!R,Channel1_R3_IntensitySum1::EGFP_R3_IntensitySum1!!R,Channel1_R3_IntensityMaximum::EGFP_R3_IntensityMaximum!!R,Channel1_R4_Area::EGFP_R4_Area!!R,Channel1_R4_IntensityMean::EGFP_R4_IntensityMean!!R,Channel1_R4_IntensitySum1::EGFP_R4_IntensitySum1!!R,Channel1_R4_IntensityMaximum::EGFP_R4_IntensityMaximum!!R,Channel1_R5_Area::EGFP_R5_Area!!R,Channel1_R5_IntensityMean::EGFP_R5_IntensityMean!!R,Channel1_R5_IntensitySum1::EGFP_R5_IntensitySum1!!R,Channel1_R5_IntensityMaximum::EGFP_R5_IntensityMaximum!!R,Channel1_R6_Area::EGFP_R6_Area!!R,Channel1_R6_IntensityMean::EGFP_R6_IntensityMean!!R,Channel1_R6_IntensitySum1::EGFP_R6_IntensitySum1!!R,Channel1_R6_IntensityMaximum::EGFP_R6_IntensityMaximum!!R,Channel1_R7_Area::EGFP_R7_Area!!R,Channel1_R7_IntensityMean::EGFP_R7_IntensityMean!!R,Channel1_R7_IntensitySum1::EGFP_R7_IntensitySum1!!R,Channel1_R7_IntensityMaximum::EGFP_R7_IntensityMaximum!!R,Channel1_R8_Area::EGFP_R8_Area!!R,Channel1_R8_IntensityMean::EGFP_R8_IntensityMean!!R,Channel1_R8_IntensitySum1::EGFP_R8_IntensitySum1!!R,Channel1_R8_IntensityMaximum::EGFP_R8_IntensityMaximum!!R,Channel1_R9_Area::EGFP_R9_Area!!R,Channel1_R9_IntensityMean::EGFP_R9_IntensityMean!!R,Channel1_R9_IntensitySum1::EGFP_R9_IntensitySum1!!R,Channel1_R9_IntensityMaximum::EGFP_R9_IntensityMaximum!!R,Channel1_R10_Area::EGFP_R10_Area!!R,Channel1_R10_IntensityMean::EGFP_R10_IntensityMean!!R,Channel1_R10_IntensitySum1::EGFP_R10_IntensitySum1!!R,Channel1_R10_IntensityMaximum::EGFP_R10_IntensityMaximum!!R,Channel1_R11_Area::EGFP_R11_Area!!R,Channel1_R11_IntensityMean::EGFP_R11_IntensityMean!!R,Channel1_R11_IntensitySum1::EGFP_R11_IntensitySum1!!R,Channel1_R11_IntensityMaximum::EGFP_R11_IntensityMaximum!!R,Channel1_R12_Area::EGFP_R12_Area!!R,Channel1_R12_IntensityMean::EGFP_R12_IntensityMean!!R,Channel1_R12_IntensitySum1::EGFP_R12_IntensitySum1!!R,Channel1_R12_IntensityMaximum::EGFP_R12_IntensityMaximum!!R,Channel1_R13_Area::EGFP_R13_Area!!R,Channel1_R13_IntensityMean::EGFP_R13_IntensityMean!!R,Channel1_R13_IntensitySum1::EGFP_R13_IntensitySum1!!R,Channel1_R13_IntensityMaximum::EGFP_R13_IntensityMaximum!!R,Channel1_R14_Area::EGFP_R14_Area!!R,Channel1_R14_IntensityMean::EGFP_R14_IntensityMean!!R,Channel1_R14_IntensitySum1::EGFP_R14_IntensitySum1!!R,Channel1_R14_IntensityMaximum::EGFP_R14_IntensityMaximum!!R,Channel1_R15_Area::EGFP_R15_Area!!R,Channel1_R15_IntensityMean::EGFP_R15_IntensityMean!!R,Channel1_R15_IntensitySum1::EGFP_R15_IntensitySum1!!R,Channel1_R15_IntensityMaximum::EGFP_R15_IntensityMaximum!!R
1170.8727,3150.16,319.57483905579,2382750,414,2705.2675,269.48664688427,1725523,356,2344.875,305.17423423423,1693717,394,3060.59,304.99199337383,2209362,394,3070.3075,290.49662859502,2111039,377,3358.4525,351.06994590515,2790655,477,3056.365,338.18509814764,2446431,461,2256.5725,342.60943643513,1829877,452,2345.72,283.6325648415,1574728,366,2183.9025,293.38247243181,1516494,372,2258.685,284.27141788253,1519715,369,2197,303.20903846154,1576687,384,2698.5075,315.16267418193,2012944,413,2863.2825,325.12852294526,2203396,416,2710.3375,321.79766173032,2064332,420
1180.8801,3150.16,322.74664699571,2406399,420,2705.2675,271.25675464626,1736857,340,2344.875,300.00342342342,1665019,380,3060.59,299.00993926008,2166028,379,3070.3075,285.1140773359,2071924,364,3358.4525,342.97395898855,2726300,472,3056.365,331.50884711087,2398135,440,2256.5725,342.78655682457,1830823,429,2345.72,283.97172190202,1576611,368,2183.9025,288.30121880441,1490229,375,2258.685,283.82098765432,1517307,401,2197,301.53903846154,1568003,383,2698.5075,310.1510881478,1980935,392,2863.2825,326.45521617235,2212387,413,2710.3375,316.38222915043,2029592,412
1190.8876,3150.16,316.00724248927,2356150,433,2705.2675,268.02623770108,1716172,353,2344.875,302.92558558559,1681237,395,3060.59,301.60615681944,2184835,389,3070.3075,288.37608366589,2095629,362,3358.4525,346.41451754938,2753649,487,3056.365,335.73928670169,2428738,443,2256.5725,341.3149222992,1822963,423,2345.72,281.90652017291,1565145,382,2183.9025,292.18494873283,1510304,392,2258.685,282.6861204639,1511240,368,2197,301.86711538462,1569709,387,2698.5075,310.77375919837,1984912,403,2863.2825,320.35664748414,2171057,421,2710.3375,317.52143413874,2036900,404
1200.895,3150.16,319.06303648069,2378934,426,2705.2675,268.92628455412,1721935,349,2344.875,298.9036036036,1658915,379,3060.59,295.21300386527,2138523,382,3070.3075,282.63368652814,2053899,356,3358.4525,338.78663982891,2693015,468,3056.365,329.62137130218,2384481,453,2256.5725,339.65923984273,1814120,431,2345.72,282.97028097983,1571051,367,2183.9025,286.67672663958,1481832,378,2258.685,282.11316872428,1508177,367,2197,299.29538461539,1556336,396,2698.5075,306.81759824644,1959644,392,2863.2825,321.58595248635,2179388,411,2710.3375,312.81184723305,2006688,411
1210.9025,3150.16,312.10528433476,2327057,412,2705.2675,266.4483835702,1706069,351,2344.875,301.41477477478,1672852,404,3060.59,298.21286581999,2160254,375,3070.3075,285.61868721618,2075591,364,3358.4525,341.88401056737,2717636,453,3056.365,333.15330384296,2410031,437,2256.5725,339.20689009549,1811704,416,2345.72,280.90976224784,1559611,359,2183.9025,290.77810021281,1503032,377,2258.685,280.50280583614,1499568,360,2197,300.31923076923,1561660,382,2698.5075,307.60043839048,1964644,392,2863.2825,316.29245979047,2143514,403,2710.3375,313.08339828527,2008430,403
1220.91,3150.16,316.14096030043,2357147,424,2705.2675,267.94752459785,1715668,338,2344.875,298.60522522523,1657259,384,3060.59,292.26642738818,2117178,400,3070.3075,280.59295445163,2039069,355,3358.4525,334.83872185181,2661633,461,3056.365,327.43599668233,2368672,444,2256.5725,337.48979591837,1802533,459,2345.72,281.48451008646,1562802,357,2183.9025,286.43257883537,1480570,366,2258.685,281.60942760943,1505484,370,2197,297.80692307692,1548596,388,2698.5075,304.40222326601,1944217,387,2863.2825,317.25793123801,2150057,413,2710.3375,309.40374123149,1984825,403
1230.9174,3150.16,309.59012875537,2308304,434,2705.2675,265.42511322817,1699517,345,2344.875,300.97063063063,1670387,382,3060.59,295.75055218112,2142417,376,3070.3075,283.79221136645,2062318,356,3358.4525,338.24128821235,2688680,454,3056.365,331.13464196848,2395428,446,2256.5725,337.47594083505,1802459,437,2345.72,279.79755043228,1553436,365,2183.9025,289.44379957439,1496135,378,2258.685,278.74766180322,1490185,365,2197,299.85807692308,1559262,387,2698.5075,305.26867073744,1949751,386,2863.2825,312.67404456249,2118992,392,2710.3375,310.11114575214,1989363,403
1240.9249,3150.16,313.01649678112,2333851,418,2705.2675,265.8750585663,1702398,337,2344.875,297.3781981982,1650449,377,3060.59,289.44588625069,2096746,364,3070.3075,277.9979358745,2020211,360,3358.4525,332.34960372374,2641847,445,3056.365,325.44885264031,2354297,440,2256.5725,335.19958809212,1790301,423,2345.72,280.31826368876,1556327,357,2183.9025,284.80634552138,1472164,355,2258.685,280.14627759072,1497662,361,2197,296.82038461539,1543466,377,2698.5075,301.7521528104,1927291,378,2863.2825,313.067138852,2121656,415,2710.3375,307.1546375682,1970397,407
1250.9323,3150.16,306.59723712446,2285989,408,2705.2675,264.41886615649,1693074,348,2344.875,299.61675675676,1662873,379,3060.59,292.80411374931,2121073,380,3070.3075,280.92968212467,2041516,388,3358.4525,334.07082651906,2655529,444,3056.365,328.53386784628,2376614,439,2256.5725,336.00524246396,1794604,428,2345.72,278.0480907781,1543723,357,2183.9025,288.06867866125,1489027,371,2258.685,277.72820800599,1484735,357,2197,298.57538461539,1552592,376,2698.5075,302.12087051824,1929646,389,2863.2825,309.43632875904,2097050,419,2710.3375,306.58784099766,1966761,396
1260.9398,3150.16,309.76743562232,2309626,425,2705.2675,264.46681243167,1693381,353,2344.875,296.85531531532,1647547,406,3060.59,286.6997515185,2076853,372,3070.3075,275.90449979359,2004998,355,3358.4525,329.05661089445,2615671,437,3056.365,324.01990599945,2343960,449,2256.5725,332.95337951694,1778304,424,2345.72,279.68317723343,1552801,357,2183.9025,283.77229638228,1466819,369,2258.685,278.65600448934,1489695,364,2197,295.21846153846,1535136,368,2698.5075,299.93580710819,1915690,395,2863.2825,309.56736018887,2097938,392,2710.3375,304.22478565861,1951602,393
1270.9473,3150.16,304.01998390558,2266773,403,2705.2675,263.43276589099,1686760,339,2344.875,298.49675675676,1656657,379,3060.59,289.86526780784,2099784,364,3070.3075,278.41502683363,2023242,358,3358.4525,331.02868285319,2631347,454,3056.365,327.17127453691,2366757,459,2256.5725,334.86013855083,1788488,424,2345.72,276.827629683,1536947,360,2183.9025,286.10679048172,1478886,362,2258.685,276.07669285447,1475906,374,2197,297.58769230769,1547456,384,2698.5075,299.67308595585,1914012,379,2863.2825,306.27135900841,2075601,389,2710.3375,303.57895557288,1947459,397
1280.9547,3150.16,307.37151287554,2291762,435,2705.2675,263.13399968765,1684847,336,2344.875,295.9163963964,1642336,398,3060.59,284.60436223081,2061674,368,3070.3075,274.21948534471,1992753,361,3358.4525,326.86262422946,2598231,434,3056.365,322.67155100912,2334206,452,2256.5725,331.75379142483,1771897,422,2345.72,278.80367435159,1547918,358,2183.9025,283.02340878313,1462948,392,2258.685,277.78563411897,1485042,360,2197,294.09115384615,1529274,374,2698.5075,297.63081258807,1900968,379,2863.2825,305.51733805519,2070491,393,2710.3375,301.45861262666,1933857,391
1290.9622,3150.16,302.57202253219,2255977,412,2705.2675,262.3532719038,1679848,341,2344.875,296.90594594595,1647828,378,3060.59,287.34359469906,2081517,360,3070.3075,276.67290491262,2010582,349,3358.4525,327.91130959869,2606567,453,3056.365,325.18965993918,2352422,442,2256.5725,333.35124508519,1780429,417,2345.72,275.93299711816,1531980,352,2183.9025,284.99922615593,1473161,369,2258.685,275.03404414516,1470332,361,2197,296.79019230769,1543309,377,2698.5075,297.24769062158,1898521,378,2863.2825,303.34499040874,2055769,385,2710.3375,300.85627435698,1929993,391
1300.9696,3150.16,305.23779506438,2275853,411,2705.2675,262.10167109168,1678237,330,2344.875,295.4381981982,1639682,373,3060.59,282.43001104362,2045923,360,3070.3075,273.2298059722,1985561,349,3358.4525,324.35199396151,2578274,441,3056.365,321.36411390655,2324748,439,2256.5725,329.65961430444,1760712,426,2345.72,278.31448126801,1545202,355,2183.9025,282.21880441091,1458789,375,2258.685,276.56023194912,1478491,352,2197,292.7325,1522209,380,2698.5075,295.64365116643,1888276,379,2863.2825,302.863951601,2052509,404,2710.3375,299.00140296181,1918094,384
1310.9771,3150.16,300.6624195279,2241739,411,2705.2675,261.94096517258,1677208,341,2344.875,296.09585585586,1643332,387,3060.59,285.6031198233,2068909,362,3070.3075,275.03701665061,1998694,353,3358.4525,325.47943137502,2587236,432,3056.365,323.85277854576,2342751,430,2256.5725,332.69106908819,1776903,416,2345.72,275.09023775216,1527301,354,2183.9025,284.3571290385,1469842,369,2258.685,273.58398802843,1462580,342,2197,295.69923076923,1537636,370,2698.5075,295.25739783936,1885809,385,2863.2825,301.33421868083,2042142,379,2710.3375,297.94169914263,1911296,396
1320.9846,3150.16,302.81545064378,2257792,413,2705.2675,260.91644541621,1670648,347,2344.875,294.49441441441,1634444,401,3060.59,281.12893429045,2036498,354,3070.3075,271.34415852484,1971858,344,3358.4525,322.39149578563,2562690,452,3056.365,320.77218689522,2320466,446,2256.5725,328.60850028085,1755098,410,2345.72,277.66228386167,1541581,356,2183.9025,281.21396788547,1453595,353,2258.685,275.9429479985,1475191,360,2197,291.6825,1516749,386,2698.5075,294.45232503523,1880667,374,2863.2825,300.03275785746,2033322,387,2710.3375,297.31239282931,1907259,381
1330.992,3150.16,299.14887339056,2230454,417,2705.2675,260.64547868187,1668913,336,2344.875,295.2781981982,1638794,390,3060.59,283.12948647156,2050990,359,3070.3075,273.51823310857,1987657,364,3358.4525,323.03925022015,2567839,434,3056.365,322.36991982306,2332024,453,2256.5725,331.55757348811,1770849,414,2345.72,274.26657060519,1522728,358,2183.9025,282.65196362933,1461028,354,2258.685,272.56677890011,1457142,345,2197,294.67346153846,1532302,389,2698.5075,293.53906372319,1874834,377,2863.2825,298.97078353254,2026125,385,2710.3375,295.97162899454,1898658,377
1340.9995,3150.16,301.2258583691,2245940,405,2705.2675,259.45525534906,1661292,337,2344.875,293.92558558559,1631287,381,3060.59,278.94547211485,2020681,367,3070.3075,270.10953625981,1962886,342,3358.4525,320.28079003648,2545912,437,3056.365,318.71620127177,2305593,435,2256.5725,326.9603070586,1746295,426,2345.72,276.52917867435,1535290,366,2183.9025,280.3780228284,1449274,359,2258.685,275.02319491208,1470274,354,2197,291.14153846154,1513936,363,2698.5075,292.26600908095,1866703,372,2863.2825,297.66194481334,2017255,371,2710.3375,295.57225253313,1896096,375
1351.0069,3150.16,297.97129828326,2221674,401,2705.2675,260.57004529127,1668430,328,2344.875,294.66414414414,1635386,383,3060.59,281.5294036444,2039399,353,3070.3075,272.10816017614,1977410,348,3358.4525,320.77494024406,2549840,423,3056.365,320.6350566768,2319474,443,2256.5725,330.0629095675,1762866,424,2345.72,272.67092939481,1513869,339,2183.9025,281.93093441672,1457301,363,2258.685,271.77815188926,1452926,380,2197,294.77769230769,1532844,381,2698.5075,292.0494754971,1865320,376,2863.2825,296.57857459053,2009913,383,2710.3375,293.56492595479,1883219,366
1361.0144,3150.16,299.07108369099,2229874,419,2705.2675,258.9523660784,1658072,329,2344.875,293.80450450451,1630615,386,3060.59,278.46963003865,2017234,356,3070.3075,269.30617861566,1957048,344,3358.4525,319.08554535162,2536411,427,3056.365,318.95217030688,2307300,444,2256.5725,326.26717843101,1742593,418,2345.72,276.57276657061,1535532,362,2183.9025,279.92648481331,1446940,359,2258.685,274.45061728395,1467213,355,2197,289.97153846154,1507852,377,2698.5075,291.38578362298,1861081,369,2863.2825,295.199645861,2000568,378,2710.3375,293.99360872954,1885969,376
1371.0218,3150.16,296.89739806867,2213667,413,2705.2675,259.45650476339,1661300,328,2344.875,293.54882882883,1629196,375,3060.59,279.53506350083,2024952,351,3070.3075,270.74707582221,1967519,343,3358.4525,318.81645489999,2534272,421,3056.365,319.24619850705,2309427,435,2256.5725,329.52668039693,1760002,411,2345.72,272.23667146974,1511458,357,2183.9025,281.15399497001,1453285,363,2258.685,270.36344930789,1445363,349,2197,294.42288461539,1530999,374,2698.5075,289.96351964929,1851997,377,2863.2825,295.07127047366,1999698,371,2710.3375,292.15276695246,1874160,389
1381.0293,3150.16,297.59844420601,2218894,402,2705.2675,257.90582539435,1651371,333,2344.875,293.87081081081,1630983,365,3060.59,276.34884041966,2001871,358,3070.3075,268.47928994083,1951039,343,3358.4525,317.43212982765,2523268,434,3056.365,318.0532209013,2300797,433,2256.5725,324.94944766898,1735555,427,2345.72,275.10500720461,1527383,348,2183.9025,279.94660475914,1447044,372,2258.685,273.65955854845,1462984,345,2197,289.33346153846,1504534,376,2698.5075,290.26334742446,1853912,376,2863.2825,292.98760513502,1985577,379,2710.3375,292.57256430242,1876853,369
1391.0368,3150.16,295.93119635193,2206463,402,2705.2675,259.5119475246,1661655,329,2344.875,292.33477477478,1622458,379,3060.59,277.88418001104,2012993,354,3070.3075,269.14985551122,1955912,354,3358.4525,317.14429487986,2520980,432,3056.365,319.01382361073,2307746,435,2256.5725,328.49410222805,1754487,410,2345.72,271.52413544669,1507502,353,2183.9025,280.53472625266,1450084,361,2258.685,270.10493827161,1443981,350,2197,293.46711538462,1526029,379,2698.5075,288.5364020667,1842882,368,2863.2825,293.17028183562,1986815,366,2710.3375,290.36071706937,1862664,375
1401.0442,3150.16,295.62392703863,2204172,418,2705.2675,257.07230985476,1646034,342,2344.875,292.89495495496,1625567,390,3060.59,275.48329652126,1995601,350,3070.3075,267.39548644558,1943163,343,3358.4525,315.92716064914,2511305,436,3056.365,317.40627591927,2296117,435,2256.5725,323.28908444112,1726687,415,2345.72,274.88796829971,1526178,357,2183.9025,279.3944670149,1444190,362,2258.685,273.27777777778,1460943,348,2197,288.08826923077,1498059,367,2698.5075,289.17191169563,1846941,365,2863.2825,290.69071860705,1970011,387,2710.3375,290.96929072486,1866568,364
1411.0517,3150.16,294.45399678112,2195449,390,2705.2675,258.09979697017,1652613,330,2344.875,291.50936936937,1617877,374,3060.59,276.46466040861,2002710,356,3070.3075,268.2310444475,1949235,343,3358.4525,315.2633035602,2506028,422,3056.365,317.06358860935,2293638,430,2256.5725,327.93503089309,1751501,421,2345.72,270.87481988473,1503897,351,2183.9025,279.41923002515,1444318,365,2258.685,268.85596707819,1437304,348,2197,292.63269230769,1521690,369,2698.5075,286.5929231251,1830469,373,2863.2825,291.42599970488,1974994,367,2710.3375,288.33000779423,1849637,367
1421.0591,3150.16,294.99034334764,2199448,398,2705.2675,256.14446353272,1640093,324,2344.875,292.5745945946,1623789,380,3060.59,274.51573716179,1988592,351,3070.3075,266.9419292693,1939867,357,3358.4525,314.88312995345,2503006,431,3056.365,316.52267072159,2289725,439,2256.5725,323.44336266617,1727511,435,2345.72,274.76206772334,1525479,350,2183.9025,278.82994776553,1441272,362,2258.685,272.91937897494,1459027,358,2197,288.1925,1498601,360,2698.5075,287.97604509159,1839303,371,2863.2825,288.94097683341,1958153,371,2710.3375,289.69010132502,1858362,370
1431.0666,3150.16,293.32376609442,2187022,398,2705.2675,257.94658753709,1651632,331,2344.875,291.02504504505,1615189,367,3060.59,275.11996134732,1992969,360,3070.3075,267.25650199532,1942153,335,3358.4525,313.71581330985,2493727,408,3056.365,316.34116671275,2288412,432,2256.5725,327.69443924359,1750216,422,2345.72,270.77593659942,1503348,361,2183.9025,278.8823757013,1441543,376,2258.685,268.97867564534,1437960,364,2197,292.08884615385,1518862,368,2698.5075,285.78847659308,1825331,379,2863.2825,290.46628301608,1968490,371,2710.3375,287.56102883866,1844704,370
1441.0741,3150.16,293.96714055794,2191819,400,2705.2675,255.72044354209,1637378,321,2344.875,292.40144144144,1622828,366,3060.59,273.85753727223,1983824,354,3070.3075,266.49442686115,1936615,344,3358.4525,314.39199899358,2499102,421,3056.365,316.23431020183,2287639,435,2256.5725,322.28215689946,1721309,405,2345.72,273.6147334294,1519109,360,2183.9025,278.7703617721,1440964,366,2258.685,272.38683127572,1456180,358,2197,287.97826923077,1497487,373,2698.5075,287.63879755754,1837149,374,2863.2825,287.63287590379,1949288,373,2710.3375,288.97022603274,1853744,376
1451.0815,3150.16,293.05834227468,2185043,401,2705.2675,257.67593315633,1649899,332,2344.875,290.59675675676,1612812,375,3060.59,274.1325234677,1985816,355,3070.3075,266.32970964635,1935418,335,3358.4525,312.35828406089,2482936,416,3056.365,315.52750898535,2282526,442,2256.5725,327.30818198839,1748153,441,2345.72,270.18479827089,1500066,345,2183.9025,278.29328690269,1438498,359,2258.685,267.89524878414,1432168,378,2197,292.75903846154,1522347,374,2698.5075,284.59260998904,1817693,360,2863.2825,289.39117603659,1961204,367,2710.3375,286.12844894778,1835514,377
1461.089,3150.16,292.30820815451,2179450,421,2705.2675,255.48086834296,1635844,332,2344.875,292.09585585586,1621132,380,3060.59,273.11154058531,1978420,351,3070.3075,265.77363423696,1931377,342,3358.4525,313.66360548497,2493312,420,3056.365,315.68274813381,2283649,413,2256.5725,321.7792548212,1718623,412,2345.72,274.64463256484,1524827,352,2183.9025,278.53801508996,1439763,394,2258.685,271.5658436214,1451791,346,2197,287.57903846154,1495411,363,2698.5075,286.6483482073,1830823,386,2863.2825,285.90984211303,1937611,365,2710.3375,288.01995323461,1847648,366
1471.0964,3150.16,292.88881437768,2183779,407,2705.2675,257.55036701546,1649095,325,2344.875,289.90126126126,1608952,374,3060.59,272.59124792932,1974651,351,3070.3075,265.35076372644,1928304,339,3358.4525,311.56862498428,2476659,405,3056.365,314.41401714128,2274471,431,2256.5725,326.23871934095,1742441,420,2345.72,269.81520172911,1498014,338,2183.9025,277.78429096537,1435867,357,2258.685,267.86026936027,1431981,352,2197,291.17826923077,1514127,367,2698.5075,284.00313136058,1813928,357,2863.2825,288.83134130146,1957410,373,2710.3375,284.83320342946,1827205,361
1481.1039,3150.16,291.75013412017,2175289,404,2705.2675,254.83601436827,1631715,327,2344.875,292.13063063063,1621325,371,3060.59,272.71769740475,1975567,349,3070.3075,265.17146002477,1927001,334,3358.4525,312.03912441817,2480399,415,3056.365,315.40599944706,2281647,434,2256.5725,321.16158022842,1715324,399,2345.72,273.08213256484,1516152,343,2183.9025,278.44321919133,1439273,352,2258.685,271.27684249907,1450246,360,2197,287.31038461539,1494014,383,2698.5075,286.37059652419,1829049,368,2863.2825,284.50184447396,1928069,369,2710.3375,288.04660950896,1847819,376
1491.1113,3150.16,291.97411480687,2176959,395,2705.2675,256.92316101827,1645079,338,2344.875,289.51873873874,1606829,375,3060.59,271.97805080066,1970209,358,3070.3075,264.4089720655,1921460,354,3358.4525,310.25110076739,2466186,423,3056.365,314.07063865082,2271987,417,2256.5725,325.53416963116,1738678,417,2345.72,269.08393371758,1493954,343,2183.9025,276.97775198298,1431698,367,2258.685,267.33352038908,1429165,373,2197,290.86711538462,1512509,368,2698.5075,283.10036010647,1808162,370,2863.2825,287.11317692194,1945766,364,2710.3375,283.90522213562,1821252,359
1501.1188,3150.16,290.87137875537,2168737,400,2705.2675,254.29829767297,1628272,334,2344.875,291.18828828829,1616095,365,3060.59,271.47791275538,1966586,347,3070.3075,264.7100591716,1923648,344,3358.4525,311.57944395522,2476745,427,3056.365,314.97539397291,2278532,440,2256.5725,320.53360793859,1711970,400,2345.72,272.71541786744,1514116,350,2183.9025,278.04875217644,1437234,377,2258.685,270.35297418631,1445307,349,2197,286.30096153846,1488765,359,2698.5075,284.73571316737,1818607,372,2863.2825,283.49963110521,1921277,353,2710.3375,286.71036632892,1839247,381
1511.1263,3150.16,291.25469420601,2171595,396,2705.2675,256.07621427456,1639656,343,2344.875,288.68036036036,1602176,373,3060.59,270.80673660961,1961724,340,3070.3075,263.68762900784,1916218,343,3358.4525,309.22430494402,2458024,419,3056.365,313.11487420514,2265073,424,2256.5725,325.25819134993,1737204,410,2345.72,268.72478386167,1491960,343,2183.9025,276.71522538209,1430341,352,2258.685,267.15750093528,1428224,345,2197,290.065,1508338,376,2698.5075,281.85517457335,1800209,362,2863.2825,285.51674782352,1934947,366,2710.3375,283.04770070148,1815751,368
1521.1337,3150.16,289.00375536481,2154812,398,2705.2675,253.39746993597,1622504,330,2344.875,291.1381981982,1615817,375,3060.59,271.01090557703,1963203,357,3070.3075,263.85468556488,1917432,344,3358.4525,311.0255378035,2472342,423,3056.365,314.5304119436,2275313,437,2256.5725,319.95450290208,1708877,410,2345.72,272.25936599424,1511584,350,2183.9025,277.66492551751,1435250,362,2258.685,270.04713804714,1443672,349,2197,286.59711538462,1490305,365,2698.5075,284.56834194458,1817538,367,2863.2825,282.17057695145,1912270,355,2710.3375,285.4353858145,1831068,391
1531.1412,3150.16,291.10152896996,2170453,399,2705.2675,255.9503357801,1638850,327,2344.875,288.34054054054,1600290,367,3060.59,269.49682495859,1952235,352,3070.3075,262.77212054493,1909565,338,3358.4525,307.98150710781,2448145,426,3056.365,312.23596903511,2258715,452,2256.5725,323.72346002621,1729007,400,2345.72,268.85680835735,1492693,341,2183.9025,275.34687560457,1423268,352,2258.685,266.66666666667,1425600,340,2197,289.40173076923,1504889,361,2698.5075,281.05385940191,1795091,376,2863.2825,285.4296886528,1934357,368,2710.3375,281.39719407638,1805163,368
1541.1486,3150.16,288.36561158798,2150054,402,2705.2675,252.82289551773,1618825,336,2344.875,291.09711711712,1615589,387,3060.59,270.48094975152,1959364,339,3070.3075,263.84464015412,1917359,341,3358.4525,309.98641338533,2464082,421,3056.365,314.51741774952,2275219,430,2256.5725,319.51338700618,1706521,406,2345.72,271.65652017291,1508237,348,2183.9025,276.84890694525,1431032,352,2258.685,269.73512906846,1442004,358,2197,286.06115384615,1487518,358,2698.5075,283.91670580867,1813376,355,2863.2825,280.96443854213,1904096,359,2710.3375,284.70522213562,1826384,382
1551.1561,3150.16,290.37097639485,2165006,403,2705.2675,256.21552397314,1640548,325,2344.875,288.0354954955,1598597,365,3060.59,268.78313086692,1947065,358,3070.3075,262.26682262282,1905893,346,3358.4525,306.57353126179,2436953,406,3056.365,311.51299419408,2253485,432,2256.5725,323.64089121887,1728566,409,2345.72,268.32096541787,1489718,349,2183.9025,275.44225188625,1423761,353,2258.685,266.08099513655,1422469,342,2197,287.85096153846,1496825,375,2698.5075,280.17081571943,1789451,361,2863.2825,284.59421572967,1928695,371,2710.3375,280.33920498831,1798376,391
1561.1636,3150.16,287.83288626609,2146082,396,2705.2675,252.32656567234,1615647,326,2344.875,290.93333333333,1614680,370,3060.59,270.04458862507,1956203,363,3070.3075,262.98816568047,1911135,339,3358.4525,309.82274499937,2462781,426,3056.365,314.18565109207,2272819,440,2256.5725,319.24639580603,1705095,404,2345.72,270.76603025937,1503293,350,2183.9025,277.12168698007,1432442,350,2258.685,268.49887766554,1435395,338,2197,286.03846153846,1487400,360,2698.5075,283.53358384218,1810929,360,2863.2825,280.08012394865,1898103,355,2710.3375,284.3948558067,1824393,364
1571.171,3150.16,290.02347103004,2162415,397,2705.2675,255.92316101827,1638676,342,2344.875,287.14630630631,1593662,358,3060.59,268.34842628382,1943916,361,3070.3075,261.57905600661,1900895,343,3358.4525,306.17813561454,2433810,414,3056.365,311.11888305225,2250634,420,2256.5725,322.60213443175,1723018,406,2345.72,268.2753962536,1489465,339,2183.9025,274.8175662604,1420532,354,2258.685,265.89038533483,1421450,341,2197,288.08326923077,1498033,385,2698.5075,279.57585720996,1785651,353,2863.2825,284.15464069647,1925716,381,2710.3375,280.23460639127,1797705,355
1581.1785,3150.16,287.53111587983,2143832,392,2705.2675,252.56645322505,1617183,331,2344.875,290.63765765766,1613039,368,3060.59,269.64798453893,1953330,338,3070.3075,263.27342782441,1913208,341,3358.4525,309.19021260536,2457753,416,3056.365,313.4715233619,2267653,433,2256.5725,319.01497846845,1703859,411,2345.72,269.99333573487,1499003,343,2183.9025,276.97755852196,1431697,351,2258.685,269.21006359895,1439197,352,2197,286.64403846154,1490549,361,2698.5075,282.78800688899,1806167,364,2863.2825,279.40475136491,1893526,359,2710.3375,283.83351519875,1820792,352
