"Time","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14"
5584.1619,185.04880478088,195.51532322426,176.69982854181,169.74081021752,170.9639492175,183.34405644583,184.77334929184,312.97562240664,186.25643070788,343.23496068021,374.94118351223,436.79139390069,187.87053945218,176.85831106147
5594.1694,184.2387250996,207.48543495611,176.82551138403,169.44725603672,170.50039923347,182.66343777406,184.40307201277,319.1396026173,185.97886340977,344.44808590475,376.75615498184,431.45984352547,187.82289382401,176.32972994535
5604.1769,183.88482071713,219.05658419793,176.49934207903,169.82386749152,170.59821143405,183.14880810014,184.54913225613,323.34974465369,186.16793619143,347.84731148457,380.68381149994,430.39765288201,187.4019775926,176.44568989589
5614.1843,183.72075697211,232.96867517957,176.67981179473,169.44534025145,170.21374960077,182.48022801563,184.59668860962,328.59938557293,185.9709670987,348.30769230769,381.53764813854,426.07009420406,187.55276902835,176.23646735011
5624.1918,183.62633466136,245.12537909018,176.74859444157,170.01161444821,170.41416480358,183.26680220043,184.60103730301,332.54201244813,186.58025922233,351.95058081514,385.85028530386,423.34775666613,187.00358837367,176.33738880689
5634.1992,183.29880478088,258.51675977654,176.62677937717,169.62143284774,169.91576173746,182.49517659252,184.89363654498,336.36019789339,185.87593220339,351.47020079039,385.49722676669,417.9536563947,187.34013795303,176.18756232798
5644.2067,182.94705179283,269.63439744613,176.71278759121,170.28050289363,170.40725806452,183.03049509687,184.537721923,339.0130466007,186.35118644068,354.63534389845,388.74510195124,414.07939485869,186.74837526414,176.15225976305
5654.2141,182.79055776892,281.44453312051,176.64894932015,169.83883456396,169.75407218141,182.4009009009,185.00095751047,342.38860517076,185.83780658026,353.38293880484,388.29045129883,407.37933099154,187.02639448188,175.77446248355
5664.2216,182.52549800797,291.43260175579,176.71864906894,170.43049291559,170.20380868732,182.88196603683,184.66730500698,345.19857165656,186.47170488534,356.5503173526,391.0792466382,403.40407951461,186.59056656433,175.84255454944
5674.2291,182.35131474104,301.9145650439,176.53275648949,170.08992217122,169.71610507825,182.22658056286,184.86140035907,347.4285429301,185.94348953141,355.1255039719,390.55787877579,396.37270477407,187.03349148758,175.82400574415
5684.2365,182.2838247012,310.4362330407,176.85146935683,170.59505088805,170.07190194826,182.76014510085,184.5753840016,349.7553862113,186.32925224327,358.14302822243,392.81074179003,392.03608494332,186.43778158766,175.8482588057
5694.244,182.1025498008,319.63308060654,176.51780374018,170.1204949112,169.71426860428,182.11938930081,185.20833832037,351.40456431535,185.84031904287,356.25428126622,391.51362675073,384.99018042472,186.73585582712,175.46555506801
5704.2514,181.506812749,326.87382282522,176.6891423103,170.62961484734,169.77020121367,182.62951447022,184.78444045482,353.12348388126,186.41962113659,358.18474312403,393.12800766131,379.61332428549,186.20617200271,175.57186166181
5714.2589,181.7241434263,334.52146847566,176.41843773675,170.22949511076,169.6108671351,182.01538706848,184.93289447437,354.19809288222,185.81220338983,356.63155163467,391.86205658194,372.69730959604,186.55492205255,175.41876421078
5724.2664,181.13980079681,340.39776536313,176.74376968779,170.62071442826,169.728840626,182.57310850674,184.8517454618,356.24620970316,186.49659022931,358.76292363578,393.39826822553,367.93305923679,186.09158327021,175.57445450557
5734.2738,181.16239043825,347.08838786911,176.30499621197,170.07264019158,169.54790801661,182.00007972574,185.12335926591,356.55673475902,185.84610169492,356.33495668836,392.09983639919,361.32428548619,186.40875563175,175.3653117396
5744.2813,180.74876494024,352.26320830008,176.69041827824,170.81700259429,169.72516767806,182.31431874352,184.89395571514,358.10744494095,186.45882352941,357.93325615744,393.02685447508,355.99636755549,185.72277819864,175.34935577805
5754.2887,180.84693227092,357.25335195531,176.25375812433,170.13402514468,169.42570265091,181.67687156183,185.07105525633,357.82804021704,185.49746759721,355.54504810187,391.07609432984,349.50423119911,186.05011761892,175.00127647692
5764.2962,180.48812749004,361.62490023943,176.45619841302,170.83476352026,169.52599009901,182.28402296101,184.66355475763,359.59132620492,186.3005782652,356.96375394196,391.52563744464,344.50239501836,185.75016945098,175.30491842515
5774.3036,180.59262948207,365.44285714286,176.1109693369,170.41265216524,169.3178696902,181.61344973292,185.10345102733,359.05051069263,185.65363908275,354.56452836214,389.92282829895,337.85314545745,185.94956341454,174.89632613985
5784.3111,180.0974501992,369.62645650439,176.36843574305,170.62079425264,169.38526030022,181.98257992506,184.7622182326,360.08470315991,186.31509471585,355.36066424494,390.01691871833,333.15276225451,185.25864199992,175.07622960629
5794.3186,180.34756972112,372.3614924182,175.95976713585,170.35218519258,169.27567071223,181.52491429483,184.92734889288,358.9923396106,185.66783649053,353.28150572831,388.45979809265,327.73710681782,185.75272118337,174.89273604851
5804.326,179.97175298805,375.83539505188,176.50073766897,170.82135302335,169.24752475248,181.95949932233,184.59740674247,360.71608681775,186.20594217348,353.7125863239,388.03475519732,322.68365799138,185.3207208644,174.97929713989
5814.3335,180.03446215139,377.86001596169,176.00821404362,170.48150069846,169.06942670074,181.20322092004,185.08904847397,359.15205075008,185.57966101695,351.33124426171,386.15502174694,317.78277183458,185.58681870739,174.78112409749
5824.3409,179.68733067729,380.71324820431,176.38127517046,170.65903013371,169.08347971894,181.63971936538,184.50353081987,360.1375279285,186.06093718844,351.87561374795,385.61019113363,313.00678588536,185.16155655676,174.9288364115
5834.3484,179.7371314741,382.34696727853,175.94648909446,170.45084813411,169.03010220377,181.12417284541,185.186834231,358.83921161826,185.5725224327,349.21009141352,383.95415186944,307.78756187131,185.32347195088,174.51358251227
5844.3559,179.25820717132,384.4518754988,176.19287052913,170.43324685692,168.83531619291,181.45244359404,184.32292040694,359.08957069901,186.0813559322,348.96618897449,382.40704680579,303.24253552611,184.77823850724,174.95791615142
5854.3633,179.54458167331,385.91592178771,175.80362055903,170.76280183596,169.03561162568,181.08813680938,184.99944145222,357.72414618576,185.38711864407,347.34413795857,381.51250947688,299.06318856778,185.28156772059,174.41840520164
5864.3708,178.92836653387,387.15933758979,176.2325451573,171.48201955698,168.88254551262,181.34477397752,184.35320167564,358.45232205554,185.9601994018,346.28158556545,378.94154263597,294.39022832508,184.80634743431,174.67984363158
5874.3782,179.51784860558,388.13084596967,175.90741257626,174.84733586111,169.03708878952,181.16132504186,184.81994813485,356.96935844239,185.44917248255,344.68364536346,377.61964805874,291.08378572569,185.23260635541,174.4314093103
5884.3857,178.68693227092,389.07482043097,176.0955779736,181.04597884654,168.65598051741,181.13007255043,184.34506283663,357.02585381424,185.83720837488,343.04770268652,374.92905311041,286.27498802491,184.56225828316,174.69105269456
5894.3932,179.20111553785,389.79473264166,175.71813070697,189.08968269806,168.91915522197,181.02949852507,185.05509674845,355.11945419726,185.60705882353,341.74040956449,373.74649854355,283.15667411784,185.24731868745,174.23467230444
5904.4006,178.54996015936,390.2602952913,176.1042705052,197.46014767512,168.63901309486,181.18237263813,184.17370835827,355.52948451963,185.69619142572,339.53574707597,369.89852759267,278.91924796423,184.4729077788,174.59886712673
5914.4081,179.16434262948,390.49201915403,175.93791618486,206.46988625025,168.88382305973,180.9674320338,184.87356872133,353.6060485158,185.52163509472,337.90663047383,367.93763217749,276.01488903082,185.02436107013,174.2527823208
5924.4155,178.35824701195,391.42817238627,176.04689182184,215.06030732389,168.68436601725,181.07278960376,184.22952323958,353.60856208107,185.78097706879,335.67881521696,363.4655839751,271.59715791154,184.62270244408,174.49092504687
5934.423,178.80665338645,391.18671189146,175.6978747159,223.61484733586,169.00626796551,180.9808259587,184.98930779972,351.49074369614,185.40642073779,333.4936329887,360.95483021428,269.11172760658,185.09676647662,174.02114164905
5944.4304,178.05597609562,391.53627294493,175.91777981578,231.35932947516,168.42486426062,180.90584389699,184.28785158588,351.17016437919,185.52099700897,329.84735140314,354.71976377639,265.21167970621,184.36728998046,174.3549802545
5954.4379,178.64880478088,390.70043894653,175.45787312094,238.9240071842,168.90933407857,180.74571474129,184.75140634351,348.91078838174,185.33798604187,327.66991337671,351.57631379434,262.79147373463,184.77504884175,174.10889943755
5964.4454,177.9784063745,391.0271348763,175.90517963236,245.20754340451,168.42482433727,180.52718647851,184.24268900858,349.02302106607,185.42879361914,323.44724761487,345.70954870117,258.9675475012,184.13364698377,174.33064741314
5974.4528,178.55976095618,390.06664006385,175.57685713147,252.14216723209,168.66899552859,180.87311647931,184.9070416916,346.57225502713,185.3141774676,320.58600455072,342.04700530705,257.02307201022,184.59702563694,174.08815668754
5984.4603,177.86115537849,390.1038707103,175.82248096017,257.73226900818,168.33467741936,180.72697919158,184.37646120088,346.1001436323,185.42376869392,316.20059079478,336.17688839232,253.49584863484,184.2009887963,174.2899996011
5994.4677,178.33310756972,388.67916999202,175.50045855098,263.62390740371,168.77846534654,180.84018974727,185.0244963096,343.29388764762,185.40853439681,312.75625723524,332.53688998843,251.68944595242,184.732147841,174.07311819379
6004.4752,177.81270916335,388.64525139665,175.76330794689,267.9859908202,168.22253273715,180.29685880571,184.29128266507,342.74537184807,185.4205782652,307.78994850505,326.00897809345,248.01369152164,184.22654599099,174.076349276
6014.4827,178.18282868526,386.5423782921,175.50169464492,273.13845539812,168.46307090387,180.48022801563,184.64388589667,339.13417650814,185.18408773679,304.2626641651,322.14384900842,246.54011655756,184.48853713967,173.97207706729
6024.4901,177.65498007968,387.20909816441,175.62442681128,276.40143683895,168.1864420313,180.32089611736,184.18523838021,338.3350223428,185.04111665005,298.87960560457,316.04931966003,243.19164138592,184.2695666042,173.96752961825
6034.4976,177.81940239044,384.18870710295,175.24187567287,280.59433246857,168.4851085915,180.34286055968,184.82130460802,334.13912384296,185.04354935194,295.4348329408,312.13507042816,241.56247006227,184.25820342092,173.90617894611
6044.505,177.51274900398,384.88459696728,175.62295147334,283.36535621632,168.0444346854,180.16072709878,184.28549770597,332.65125279285,184.98699900299,290.50756456828,306.16288256654,238.57332747884,184.03640205733,173.77801268499
6054.5125,177.74235059761,382.22442138867,175.0675066789,287.02199161844,168.26041999361,180.34166467352,184.52842609216,327.86382859879,184.93515453639,287.1255039719,302.68333266829,237.40324125818,184.32410988398,173.77230842874
6064.5199,177.34725099602,381.96648044693,175.60767973205,288.92249052085,167.80541360588,179.85230806027,184.37031717534,325.80829077561,184.85511465603,282.18586084388,296.80938510036,234.34643940604,183.90598460986,173.81618732299
6074.5274,177.65123505976,379.07402234637,175.31356912158,292.50369187787,168.12783455765,180.18592043371,184.62513464991,321.00702202362,185.10049850449,279.14929543731,293.54538925023,233.32336739582,183.86443921694,173.71869639794
6084.5349,177.0228685259,378.61488427773,175.39626779377,293.17633206945,167.75718620249,179.70916048792,184.40111709555,317.66118736036,184.51960119641,273.8181709313,287.5973025817,230.54877854064,183.90371197321,173.61306793251
6094.5423,177.48852589641,375.71907422187,175.12767654213,296.51027738974,168.16971414883,179.97759706609,184.60319170158,312.69506064475,184.84147557328,270.84695221748,284.82255297075,229.78568577359,183.78593357522,173.73764410228
6104.5498,177.31932270916,375.79804469274,175.36791738108,297.21971662343,167.72077610987,179.65231603285,184.44153201676,309.79169326524,184.67497507478,266.42086144266,279.88065121105,227.64014849114,184.09046688729,173.87993138937
6114.5572,177.46868525896,371.92988826816,175.27237928147,300.26697266015,168.08040562121,180.21625607909,184.71043287453,305.02334024896,184.94847457627,264.03792263782,276.95427157735,226.61108893502,183.98385231849,173.73975826718
6124.5647,177.19689243028,371.83383878691,175.39722476973,300.07842745959,167.78485308208,179.59264131388,184.53121883104,301.46461059687,184.74129611167,259.53211448645,272.13135948286,224.48527063708,184.03101949683,173.8410387331
6134.5722,177.31494023904,367.62055067837,175.24374975079,302.49742566354,168.30265889492,180.22470700789,184.60917614203,296.64083945101,184.74675972084,257.41511316914,269.40816407965,223.42711160786,183.71460468083,173.78080497826
6144.5796,177.03071713147,365.31328810854,175.37764663663,302.01057673119,167.68189076972,179.54994817827,184.27791741472,292.76867219917,184.53008973081,252.42098119836,264.40972028251,221.43964553728,183.80646704677,173.684231521
6154.5871,177.12055776892,360.93531524342,175.18338051757,304.21341049691,168.18684126477,180.06425894922,184.36584879314,288.25949569103,184.75601196411,250.41283781087,261.99620924943,220.67946670925,183.54495434791,173.49395667956
6164.5945,177.01199203187,358.42358339984,175.17201642809,303.07998403512,167.38693708081,179.38021207048,184.3921005386,284.49473348229,184.39230309073,246.22386331883,257.03088464148,218.61332428549,183.69761971213,173.61023574933
6174.602,176.97605577689,352.61065442937,175.22768052953,305.40155657553,167.89252634941,179.98875867018,184.23514861361,280.21018193425,184.66137587238,244.47770548082,255.13295558836,218.11539996807,183.52087237351,173.51777095217
6184.6095,176.97521912351,349.84792498005,175.09932612943,304.25934943125,167.38673746407,179.50518217332,184.3057251147,276.85680657517,184.29670987039,240.54652508882,250.70236622641,216.46263771356,183.78019217735,173.82791495473
6194.6169,176.8677689243,343.7018754988,175.12659994418,306.3772101377,168.00435164484,180.04205532967,184.14741671654,272.58214969678,184.70073778664,239.00095804559,248.78552332309,215.63180584385,183.45404888162,173.60094140173
6204.6244,176.87645418327,340.2660415004,175.29060169863,304.41496707244,167.4350047908,179.3869488958,184.36832236186,269.37069103096,184.05758723829,235.0414753902,244.68995650613,214.17463675555,183.9039113273,173.56049303921
6214.6318,176.59916334661,334.2675179569,175.03225806452,306.38730792257,167.89807569467,180.00880969465,183.83243566727,265.2008059368,184.69958125623,233.64344736737,242.61410159212,213.79973654798,183.42502292572,173.75559455902
6224.6393,176.74143426295,330.40550678372,175.01260018342,304.65807224107,167.49728521239,179.45072949055,184.26411330541,262.08135173955,184.27070787637,230.19588040398,239.24376521288,212.55308957369,183.84940791835,173.56950815749
6234.6467,176.58247011952,324.54573024741,175.06989911879,306.6047096388,167.89340466305,180.02276169975,183.95140634351,258.62160868178,184.70492522433,228.78200471039,237.54499022385,211.49281494492,183.27889637574,173.66811599984
6244.6542,176.47135458167,320.00730247406,175.10100083735,304.39361404909,167.36134621527,179.2313242446,184.15607420706,254.98276412384,183.99589232303,225.5942676939,234.05546466621,210.46020277822,183.70874367051,173.48621803822
6254.6617,176.46848605578,314.80095770152,174.98209657482,305.70285372181,167.8008623443,179.8109702623,183.92335926591,252.19681615065,184.45527417747,224.25647678735,232.34547703603,209.96926393102,183.32598381245,173.61845306953
6264.6691,176.52047808765,310.47322426177,174.72020415487,303.82694073039,167.31411689556,179.23495176593,184.18088968681,249.0985876157,184.07337986042,221.08055566644,229.31694665017,208.85322529139,183.63813245086,173.43607642906
6274.6766,176.20557768924,305.01775738228,174.8739184178,305.20035920974,167.72121526669,179.87909591007,186.00654298823,246.30557772103,184.52949152542,220.17927428047,227.63177846056,208.3656394699,183.26195127786,173.61873229886
6284.684,176.46956175299,300.93942537909,174.75928067307,303.48748752744,167.53601085915,179.29713784581,193.06578894873,243.43005904884,183.93168494517,217.2313280907,225.10757751087,207.32380648252,183.60623579602,173.33399816506
6294.6915,176.35450199203,295.90634477255,175.06371864907,304.50453003393,167.72081603322,179.77521326636,203.65972471574,241.01779444622,184.44989032901,216.30613548361,223.57655321017,207.06266964713,183.31167018859,173.84407036579
6304.699,176.58239043825,292.16851556265,174.88615973524,302.54112951507,167.38729639093,179.23116479311,217.44492319968,238.26212894989,184.07657028913,213.8602451,221.18598619369,206.02965831071,183.63486304374,173.26478918186
6314.7064,176.09772908367,286.92094972067,174.89082499302,302.80259429256,167.70496646439,179.5899306386,230.85445840814,235.56842483243,184.41894317049,212.54321184783,219.25729220702,205.39062749481,182.94210757147,173.52969803343
6324.7139,176.35394422311,283.41727853152,174.52123290402,300.98451406905,167.58144362823,179.23622737782,246.31127069619,233.13988190233,183.85567298106,210.35319947308,217.23442799569,204.68992495609,183.46597025637,173.23060353425
6334.7213,176.11984063745,278.69058260176,174.71884843893,301.43057273997,167.5162488023,179.6340588376,259.61859166168,231.50510692627,184.11716849452,209.23655742286,215.67575116715,204.50654638352,183.04477492923,173.55171726036
6344.7288,176.36868525896,275.37685554669,174.84867817696,300.28932348833,167.70360907058,179.27856174759,274.29184121285,229.21325406958,184.04151545364,207.56963793861,214.28087466582,203.63711480121,183.66372951637,173.27284694244
6354.7362,176.09187250996,271.19193934557,174.61350133578,299.91446817003,167.41695943788,179.67970182572,285.81256732496,227.22630067028,184.24869391825,206.54852101713,212.61198675232,203.34747724733,182.79813404569,173.55331285652
6364.7437,176.26370517928,267.87330407023,174.74911280354,298.76587507484,167.57301980198,179.26979191581,299.09136245761,225.27421800192,184.15314057827,204.95293601054,211.1753720921,202.71603065624,183.76364578765,173.1671386972
6374.7512,175.81111553785,263.66065442937,174.62769647913,298.16208341648,167.38274512935,179.58283504744,308.66128067026,223.13206192148,184.47477567298,203.6068819608,209.59690355533,202.43138272393,182.93720346079,173.54649168296
6384.7586,176.34071713147,260.62031125299,174.34291638423,296.74540011974,167.4838310444,179.07733397114,320.57099541193,220.83266836898,183.8540777667,202.23208654345,208.33218945772,201.88994890628,183.44491846418,173.30392117755
6394.7661,175.8703187251,257.06600159617,174.68328083257,296.19736579525,167.56583359949,179.4474208722,328.69152204269,219.42710660709,184.38329012961,201.21879366093,206.88938988867,201.36104901804,182.98540728041,173.61933064741
6404.7735,176.42553784861,254.18503591381,174.53786036126,295.17732987428,167.61741456404,179.3438172686,339.08749251945,217.72482444941,183.89587238285,200.00862241028,205.75699293723,201.12545904519,183.57944260596,173.15692688181
6414.781,175.79541832669,250.77685554669,174.71769209299,294.19429255638,167.53321622485,179.39404448697,345.5644524237,216.43073731248,184.26416749751,199.25767434434,204.39427796177,200.5203177391,182.96403652167,173.52826199689
6424.7885,176.22537848606,247.8985235435,174.54368196499,292.8736779086,167.69937719578,179.37869728135,354.47612208259,214.49573092882,183.81136590229,198.29667478344,203.63497067156,200.40847038161,183.4518559866,173.12804659141
6434.7959,175.64569721116,245.00730247406,174.73021252841,291.46673318699,167.36765410412,179.48222115921,359.13077997207,213.02014842005,184.26412761715,197.1084188256,202.18682414908,199.63719463516,182.80164267772,173.6707886234
6444.8034,176.28569721116,242.17071029529,174.40013557159,289.92835761325,167.67175023954,179.39280873794,367.18623578695,211.59802904564,184.00123629113,196.26122709672,201.32009895854,199.57723934217,183.44619433037,173.16175356017
6454.8108,175.50266932271,239.63559457303,174.49683001715,288.15725404111,167.26956244012,179.34907916766,370.2118491921,210.25985477178,184.23258225324,195.32717256796,200.03914448745,199.03133482357,182.79649934213,173.37468586701
6464.8183,176.07573705179,236.46081404629,174.24546433271,285.85220514867,167.55569306931,179.09455473172,377.23977658089,208.39546760294,183.80869391825,194.26062831823,199.17553170265,198.56706051413,183.12563294924,173.07862300052
6474.8258,175.61426294821,234.77549880287,174.62370907931,283.86928756735,167.12108751198,179.43865104042,379.6429283862,207.83629907437,184.27772681954,193.58668316634,198.00582578508,198.29075522912,182.68063474343,173.43352347521
6484.8332,176.21346613546,231.92992817239,174.16216755054,281.70241468769,167.56759022677,179.17304472614,385.99058448035,206.09499680817,184.07577268195,192.86970580017,197.75615498184,198.49453137474,183.20645109844,173.18580717221
6494.8407,175.56752988048,229.99142059058,174.54794848279,278.72065455997,167.25890290642,179.26520768556,387.25142629164,205.61602298117,184.17160518445,192.15999361303,196.43693388133,197.67858853585,182.64399346119,173.47317403965
6504.8481,176.31701195219,227.39134078212,174.12476574026,276.16300139693,167.4266208879,179.24435940365,392.9275882705,203.88118416853,184.017666999,191.50369246737,196.05418778181,197.9774868274,183.0539452175,173.0092544577
6514.8556,175.51932270916,225.55562649641,174.57470393556,272.77840750349,167.09493771958,179.114047676,393.26574905246,203.23212575806,184.36658025922,190.80431918886,194.66433901281,197.22644898611,182.59044695188,173.43811081415
6524.863,176.20529880478,223.61420590583,174.25694804418,270.00506884853,167.54986426062,179.33536633979,397.79569120287,201.87978774338,184.20482552343,190.23927188535,194.66569570249,197.5337697589,183.09640763925,173.08791734812
6534.8705,175.52410358566,221.74788507582,174.52964631764,266.28505288366,167.1073139572,179.24583432991,398.23363255536,201.22450526652,184.17148554337,189.46030098599,193.50572602849,196.74772473256,182.78665124995,173.38058957278
6544.878,175.9193625498,219.34493216281,174.04469875194,263.70983835562,167.54275790482,179.38491588934,400.95715140634,199.76974944143,184.19453639083,189.02830226338,193.40138063126,196.77889988823,183.10374386986,173.01974550241
6554.8854,175.59043824701,218.07438148444,174.40683440329,259.43931351028,166.9936521878,178.98425416567,401.1499700778,199.54616182573,184.19824526421,188.24529958884,192.06847292606,196.27175475012,182.74809616841,173.34716183334
6564.8929,175.80988047809,215.92705506784,174.14833127318,257.24258631012,167.36274353242,179.39284860081,403.45034909236,198.0870970316,184.0904885344,188.12634226179,192.19803679023,196.19734951301,182.92759459352,172.92963420958
6574.9003,175.64422310757,214.76620111732,174.39957733562,252.94116942726,166.9068189077,179.06617236706,403.24229004588,197.80753271625,184.1452442672,187.28461937647,190.9704720482,195.992695194,182.653921295,173.26267501695
6584.9078,175.73402390438,212.73878691141,173.8564536066,250.93155058871,167.70400830406,179.45351989157,405.54099341712,196.52553463134,184.17256231306,187.25116761806,191.07046805794,196.09600031934,182.79055859017,173.05452949858
6594.9153,175.52952191235,211.80075818037,174.32995733482,246.74703651966,167.12631747046,178.97193653831,405.13895870736,196.34559527609,184.70584247258,186.16769789629,189.80399824428,195.69116238225,182.72847972569,173.26000239339
6604.9227,175.86916334661,209.90925778133,173.8303760118,244.84901217322,167.57900830406,179.23646655505,406.56808298424,195.09567507182,187.88709870389,186.2012694104,190.01432504689,195.50842248124,182.74654120649,172.8967649288
6614.9302,175.34617529881,209.07454110136,174.23557558116,240.75577728996,167.03996327052,179.0100055808,405.49942150409,194.66493775934,194.3273778664,185.31411919684,188.87354854156,195.16449784448,182.79889159124,173.3178826439
6624.9376,175.70832669323,206.9847565842,173.75250209339,238.73853522251,167.41137016928,179.29937016663,406.37837622182,193.59647302905,203.42771684945,185.63582292124,189.07960576194,195.37725530896,182.79195406882,173.06007419522
6634.9451,175.55019920319,206.53359936153,174.10582559113,234.82151267212,167.00291440434,179.12756118951,405.71673648514,193.49676827322,213.24111665005,184.65003393078,188.02709389091,194.97828516685,182.66699892349,173.41625114684
6644.9526,175.7709561753,204.65925778133,173.40121216954,233.11067651167,167.53421430853,179.27242286534,405.87460602434,192.42766517715,224.67122632104,184.90571234681,188.27006105104,195.05588376178,182.68191060963,173.17064900874
6654.96,175.59828685259,204.26540303272,173.69863232186,229.31734184794,166.95959757266,178.93016024874,404.73237582286,192.32600542611,235.66775672981,184.15097201709,187.14724073261,194.50610729682,182.66073920498,173.31911923092
6664.9675,175.63151394422,202.45674381484,173.53678376331,227.49770504889,167.37759501757,179.42087219963,404.7315380012,191.28120012767,246.83952143569,184.19923356353,187.33147121025,194.65192399808,182.79143574818,172.96214448123
6674.9749,175.27386454183,201.84549082203,173.63168387894,224.12528437438,166.91939476206,179.03711233357,402.82880510672,191.19274656878,257.48263210369,183.41084188256,186.32365029328,194.11551971899,182.69837725769,173.03737683992
6684.9824,175.71792828685,200.43774940144,173.38837274214,222.60043903413,167.30972532737,179.21996332616,403.19888290445,190.36287105011,268.62404785643,183.68667917448,186.42727744304,194.54227207409,182.71480403493,173.37687981172
6694.9898,175.42513944223,199.92198723065,173.49459707325,219.59433246857,166.95440753753,178.92884477398,401.71701575903,190.259216406,278.21467597208,182.71981158437,185.78061529867,194.07971419448,182.90403093976,175.92552554948
6704.9973,175.78553784861,198.68882681564,173.42485745046,218.37736978647,167.4950894283,179.56832496213,401.09535208458,189.64267475263,288.38807577268,183.36832860964,185.89338015243,194.43142264091,182.58267214226,181.72791096574
6715.0048,175.43422310757,198.46432561852,173.68854420033,215.4274595889,167.0677898435,179.01235749023,399.27093556752,189.43895627194,296.14799601196,182.25488004471,185.29128925422,193.7890387993,182.76276862964,190.26087997128
6725.0122,175.82362549801,196.90391061453,173.6566051278,214.2286569547,167.30920632386,179.57270987802,398.77382804708,188.99229971274,305.44518444666,182.64005428925,185.30046686086,194.39198467188,182.6618555879,200.712034784
6735.0197,175.76597609562,196.7041500399,173.81992902428,211.24709638795,167.0113382306,179.11743602009,397.49243965689,188.92507181615,312.56985044865,182.09748113848,184.53661066997,193.85558039278,182.95327140066,211.83948302685
6745.0271,175.77366533865,195.7568236233,173.85298456876,210.68277788865,167.53716863622,179.75296978394,395.59190105725,188.24429460581,321.06783649053,182.36289968464,185.18869957304,194.22473255628,182.81408237311,222.94758466632
6755.0346,175.62577689243,195.54337589785,173.78882730571,208.00199560966,166.83439795593,179.08040341226,393.80386993816,188.16769071178,325.92422731805,181.57067582133,184.16830932525,193.69323806483,183.11881503927,233.82376640472
6765.0421,175.74529880478,194.09788507582,173.87459627577,207.02817800838,167.31016448419,179.78737144224,392.13971673649,187.57907756144,333.62620139581,181.99672667758,184.52328318902,194.13647612965,182.7237749691,244.60848059356
6775.0495,175.7325498008,194.28419792498,173.97212807528,204.89527040511,167.05549345257,179.46408355258,390.54434470377,187.70036706033,338.20745762712,181.30785198196,183.85794661027,193.65934855501,183.14178063076,253.85300570426
6785.057,175.68964143426,192.89988028731,173.90817018222,203.74136898823,167.29523315235,179.6866379654,387.33895870736,187.06144270667,343.59182452642,181.59103429005,183.89944535334,193.95437490021,182.70128782744,263.37951254538
6795.0644,175.58792828685,192.69640861931,173.89365604689,201.58591099581,166.99908176302,179.19648409471,385.4175144624,187.06726779445,347.21483549352,180.88415632111,183.42572124017,193.30097397413,183.05462302141,271.36371614344
6805.0719,175.60446215139,191.68842777334,173.96219944974,200.59145879066,167.19602363462,179.51371282787,382.38982645123,186.59112671561,352.47944167498,181.1646241667,183.49614939548,193.81893661185,182.75786451896,280.36399537277
6815.0793,175.93816733068,192.06037509976,174.48538617967,199.16008780683,167.19095336953,179.56716893885,380.64057450628,186.82696297479,356.01192422732,180.95724721568,183.30561430111,193.37382244931,183.4531318528,287.25509593522
6825.0868,175.54561752988,190.87809257781,175.4653295586,198.10812213131,167.27718779943,179.81093039943,375.69116297626,186.15843440792,359.66476570289,180.8940561255,183.31116076773,193.66597477247,182.82831625533,294.84127807252
6835.0943,175.77446215139,190.82454110136,180.37034969496,196.48509279585,167.11905142127,179.18400701587,372.31338519848,186.06830513885,362.12646061815,180.37623248573,182.93787159331,193.35621906435,183.40022327658,299.9308309067
6845.1017,175.57952191235,189.87130885874,188.07687706846,195.47128317701,167.29223890131,179.71864785139,366.80997406743,185.84998404086,365.60510468594,180.68057163387,182.71441682295,193.61464154559,182.87201467246,306.76437033787
6855.1092,176.11458167331,190.33595371109,198.01100522349,194.03867491519,167.14767646119,179.24886390816,363.49024536206,185.75554580275,366.79848454636,180.33527603689,182.58150113723,193.31314865081,183.42924923249,310.91064661534
6865.1166,175.85673306773,189.32677573823,208.58738386698,193.39149870285,167.20305014372,179.71521964442,357.22262118492,185.51300670284,370.37220338983,180.42848588879,182.61454052113,193.38380169248,183.32339220924,316.69691651043
6875.1241,175.96756972112,189.48268156425,219.25965947606,192.10740371183,167.28621047589,179.59806266443,353.4408138839,185.53710501117,371.19122632104,180.05652468963,182.41255336978,192.9232396615,186.00175431602,319.76736208066
6885.1316,175.72163346614,188.76388667199,229.93309143108,191.15609658751,167.05748961993,181.8798931675,347.2807101536,185.30071018193,373.66129611167,180.02351203545,182.04935956267,193.25295385598,192.41429767553,324.88332203119
6895.139,176.02179282869,188.89333599362,239.95135372224,190.17461584514,167.39631906739,187.45176592522,343.36868142829,185.08996967763,374.08913260219,179.92603089697,182.00925741192,193.01780296982,204.77783979905,327.31401332323
6905.1465,175.61980079681,188.27737430168,249.75900155509,189.45910995809,167.28521239221,196.88858327354,336.53129862358,184.9042052346,376.35497507478,179.93209851902,182.00973624357,193.14653520677,218.0539452175,331.97802066297
6915.1539,176.14749003984,188.30199521149,259.06914151282,188.56890840152,167.55888693708,207.47875308937,333.18408138839,184.77062719438,376.48741774676,179.74488044389,181.90431347512,193.13364202459,234.68669510785,333.61342694164
