Time::Relative Time!!R,Channel1_R1_Area::EGFP_R1_Area!!R,Channel1_R1_IntensityMean::EGFP_R1_IntensityMean!!R,Channel1_R1_IntensitySum1::EGFP_R1_IntensitySum1!!R,Channel1_R1_IntensityMaximum::EGFP_R1_IntensityMaximum!!R,Channel1_R2_Area::EGFP_R2_Area!!R,Channel1_R2_IntensityMean::EGFP_R2_IntensityMean!!R,Channel1_R2_IntensitySum1::EGFP_R2_IntensitySum1!!R,Channel1_R2_IntensityMaximum::EGFP_R2_IntensityMaximum!!R,Channel1_R3_Area::EGFP_R3_Area!!R,Channel1_R3_IntensityMean::EGFP_R3_IntensityMean!!R,Channel1_R3_IntensitySum1::EGFP_R3_IntensitySum1!!R,Channel1_R3_IntensityMaximum::EGFP_R3_IntensityMaximum!!R,Channel1_R4_Area::EGFP_R4_Area!!R,Channel1_R4_IntensityMean::EGFP_R4_IntensityMean!!R,Channel1_R4_IntensitySum1::EGFP_R4_IntensitySum1!!R,Channel1_R4_IntensityMaximum::EGFP_R4_IntensityMaximum!!R,Channel1_R5_Area::EGFP_R5_Area!!R,Channel1_R5_IntensityMean::EGFP_R5_IntensityMean!!R,Channel1_R5_IntensitySum1::EGFP_R5_IntensitySum1!!R,Channel1_R5_IntensityMaximum::EGFP_R5_IntensityMaximum!!R,Channel1_R6_Area::EGFP_R6_Area!!R,Channel1_R6_IntensityMean::EGFP_R6_IntensityMean!!R,Channel1_R6_IntensitySum1::EGFP_R6_IntensitySum1!!R,Channel1_R6_IntensityMaximum::EGFP_R6_IntensityMaximum!!R,Channel1_R7_Area::EGFP_R7_Area!!R,Channel1_R7_IntensityMean::EGFP_R7_IntensityMean!!R,Channel1_R7_IntensitySum1::EGFP_R7_IntensitySum1!!R,Channel1_R7_IntensityMaximum::EGFP_R7_IntensityMaximum!!R,Channel1_R8_Area::EGFP_R8_Area!!R,Channel1_R8_IntensityMean::EGFP_R8_IntensityMean!!R,Channel1_R8_IntensitySum1::EGFP_R8_IntensitySum1!!R,Channel1_R8_IntensityMaximum::EGFP_R8_IntensityMaximum!!R,Channel1_R9_Area::EGFP_R9_Area!!R,Channel1_R9_IntensityMean::EGFP_R9_IntensityMean!!R,Channel1_R9_IntensitySum1::EGFP_R9_IntensitySum1!!R,Channel1_R9_IntensityMaximum::EGFP_R9_IntensityMaximum!!R,Channel1_R10_Area::EGFP_R10_Area!!R,Channel1_R10_IntensityMean::EGFP_R10_IntensityMean!!R,Channel1_R10_IntensitySum1::EGFP_R10_IntensitySum1!!R,Channel1_R10_IntensityMaximum::EGFP_R10_IntensityMaximum!!R,Channel1_R11_Area::EGFP_R11_Area!!R,Channel1_R11_IntensityMean::EGFP_R11_IntensityMean!!R,Channel1_R11_IntensitySum1::EGFP_R11_IntensitySum1!!R,Channel1_R11_IntensityMaximum::EGFP_R11_IntensityMaximum!!R,Channel1_R12_Area::EGFP_R12_Area!!R,Channel1_R12_IntensityMean::EGFP_R12_IntensityMean!!R,Channel1_R12_IntensitySum1::EGFP_R12_IntensitySum1!!R,Channel1_R12_IntensityMaximum::EGFP_R12_IntensityMaximum!!R,Channel1_R13_Area::EGFP_R13_Area!!R,Channel1_R13_IntensityMean::EGFP_R13_IntensityMean!!R,Channel1_R13_IntensitySum1::EGFP_R13_IntensitySum1!!R,Channel1_R13_IntensityMaximum::EGFP_R13_IntensityMaximum!!R,Channel1_R14_Area::EGFP_R14_Area!!R,Channel1_R14_IntensityMean::EGFP_R14_IntensityMean!!R,Channel1_R14_IntensitySum1::EGFP_R14_IntensitySum1!!R,Channel1_R14_IntensityMaximum::EGFP_R14_IntensityMaximum!!R
"Ms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272.439,10604.75,176.3922310757,4427445,243,10587.85,322.49273743017,8081668,451,10595.8775,174.31604130946,4371672,241,10585.7375,298.09782478547,7468841,467,10582.78,167.41715905462,4193465,251,10598.835,178.79410826756,4485229,247,10589.9625,182.93369239976,4585233,243,10589.54,293.14307373125,7347338,436,10594.1875,183.84011964108,4609791,272,10584.0475,232.4595824518,5823345,331,10588.2725,378.31626830534,9480984,573,10584.47,200.31646175954,5018328,275,10596.7225,182.69159921853,4582088,247,10591.6525,173.39881925885,4346935,248
3282.4464,10604.75,176.74135458167,4436208,247,10587.85,316.73587390263,7937401,455,10595.8775,174.50827385462,4376493,245,10585.7375,300.86637397725,7538207,474,10582.78,167.86633663366,4204716,252,10598.835,179.51072311249,4503206,255,10589.9625,183.02393776182,4587495,249,10589.54,288.61690073412,7233894,418,10594.1875,184.19637088734,4618724,271,10584.0475,231.05528721408,5788166,331,10588.2725,378.84876900363,9494329,577,10584.47,200.55827878014,5024386,280,10596.7225,182.77564690403,4584196,254,10591.6525,173.73026447006,4355244,242
3292.4539,10604.75,176.67298804781,4434492,251,10587.85,313.48878691141,7856029,450,10595.8775,174.57753498943,4378230,257,10585.7375,300.79281580523,7536364,497,10582.78,167.29746885979,4190467,242,10598.835,179.01957267002,4490885,257,10589.9625,183.19293836026,4591731,248,10589.54,285.41338174274,7153601,414,10594.1875,183.97663010967,4613214,286,10584.0475,228.40688994451,5721821,324,10588.2725,376.52236542836,9436027,540,10584.47,199.79227207409,5005196,277,10596.7225,182.92994697181,4588066,271,10591.6525,173.60764290558,4352170,265
3302.4614,10604.75,176.40370517928,4427733,238,10587.85,307.24896249002,7699659,434,10595.8775,174.4457514255,4374925,240,10585.7375,302.72524446218,7584781,493,10582.78,167.87296390929,4204882,247,10598.835,179.53488001276,4503812,244,10589.9625,182.91111111111,4584667,249,10589.54,281.03846153846,7043948,414,10594.1875,184.24546360917,4619955,268,10584.0475,226.72903277314,5679789,323,10588.2725,376.32855831771,9431170,538,10584.47,199.74948107936,5004124,268,10596.7225,182.75886128942,4583775,261,10591.6525,173.6325740955,4352795,264
3312.4688,10604.75,176.22673306773,4423291,254,10587.85,303.28423782921,7600303,423,10595.8775,174.31388811356,4371618,255,10585.7375,301.67886649371,7558564,472,10582.78,167.15969338869,4187016,257,10598.835,178.67627361875,4482273,244,10589.9625,182.93760223419,4585331,251,10589.54,277.0896903926,6944976,392,10594.1875,183.37938185444,4598238,269,10584.0475,223.22286535468,5591956,335,10588.2725,371.94629104984,9321346,543,10584.47,198.86340411943,4981926,271,10596.7225,182.99732865516,4589756,254,10591.6525,173.37173401412,4346256,255
3322.4763,10604.75,176.41330677291,4427974,239,10587.85,298.17837190742,7472350,414,10595.8775,174.41883647673,4374250,249,10585.7375,303.93622031531,7615122,475,10582.78,167.66656020441,4199712,238,10598.835,179.36111775492,4499453,248,10589.9625,182.80606423299,4582034,269,10589.54,273.23463932333,6848353,389,10594.1875,184.40191425723,4623878,265,10584.0475,222.43922398308,5572325,329,10588.2725,372.08606998923,9324849,528,10584.47,199.09216828996,4987657,289,10596.7225,182.69789880786,4582246,297,10591.6525,173.55738162671,4350910,253
3332.4837,10604.75,176.19378486056,4422464,242,10587.85,294.1648443735,7371771,418,10595.8775,174.23673192711,4369683,253,10585.7375,302.6146477749,7582010,471,10582.78,167.23187480038,4188824,248,10598.835,178.85159052858,4486671,245,10589.9625,182.86818272492,4583591,247,10589.54,269.1936642196,6747070,386,10594.1875,183.46512462612,4600388,286,10584.0475,219.50433116443,5498803,322,10588.2725,367.6998124576,9214925,513,10584.47,198.27885997126,4967282,279,10596.7225,182.94601491169,4588469,259,10591.6525,173.23100243328,4342728,257
3342.4912,10604.75,176.23203187251,4423424,243,10587.85,289.26624102155,7249012,430,10595.8775,174.39614817178,4373681,244,10585.7375,304.56272201158,7630819,479,10582.78,167.50978122006,4195785,247,10598.835,179.06222594276,4491955,245,10589.9625,182.54274885298,4575434,243,10589.54,266.0233003511,6667608,407,10594.1875,184.03517447657,4614682,272,10584.0475,218.08949742525,5463360,323,10588.2725,366.34467898328,9180964,531,10584.47,198.50367236149,4972914,270,10596.7225,182.73561660221,4583192,257,10591.6525,173.58235270653,4351536,260
3352.4987,10604.75,176.22278884462,4423192,247,10587.85,285.90538707103,7164789,405,10595.8775,174.20961760836,4369003,258,10585.7375,303.48824585911,7603898,455,10582.78,167.39843500479,4192996,236,10598.835,178.80925615881,4485609,247,10589.9625,183.03722321963,4587828,243,10589.54,262.91222470476,6589632,382,10594.1875,183.66879361914,4605495,272,10584.0475,215.7128258353,5403822,313,10588.2725,362.90431347512,9094745,517,10584.47,197.64769279898,4951470,267,10596.7225,183.07400023923,4591679,244,10591.6525,173.06107144282,4338468,269
3362.5061,10604.75,176.09501992032,4419985,249,10587.85,280.88296089386,7038927,394,10595.8775,174.48626340763,4375941,249,10585.7375,304.84274595889,7637835,465,10582.78,167.50842382625,4195751,234,10598.835,179.38049111058,4499939,250,10589.9625,182.85433871933,4583244,275,10589.54,259.24680817108,6497762,362,10594.1875,184.11318045862,4616638,264,10584.0475,214.71865394595,5378917,305,10588.2725,360.31602888951,9029880,511,10584.47,197.90870988344,4958009,264,10596.7225,182.82460826921,4585424,244,10591.6525,173.69699629024,4354410,250
3372.5136,10604.75,176.26207171315,4424178,252,10587.85,277.62777334397,6957352,406,10595.8775,174.31564256948,4371662,244,10585.7375,304.05096787068,7617997,472,10582.78,167.31459597573,4190896,242,10598.835,178.99505700391,4490270,277,10589.9625,183.26088170756,4593434,261,10589.54,255.86518512608,6413005,365,10594.1875,183.81064805583,4609052,276,10584.0475,212.24621771586,5316980,294,10588.2725,355.85682933642,8918128,495,10584.47,197.1495688967,4938991,262,10596.7225,183.31446114589,4597710,262,10591.6525,173.40500219395,4347090,246
3382.521,10604.75,175.85490039841,4413958,246,10587.85,272.90514764565,6839003,382,10595.8775,174.15203955501,4367559,241,10585.7375,304.77393733786,7636111,463,10582.78,167.406739061,4193204,265,10598.835,179.30590767759,4498068,244,10589.9625,184.0065828845,4612125,245,10589.54,252.94482125758,6339809,359,10594.1875,184.11577268195,4616703,271,10584.0475,211.44114007425,5296812,299,10588.2725,352.11192689837,8824277,504,10584.47,197.14721379531,4938932,289,10596.7225,182.55659662693,4578702,256,10591.6525,173.69962902389,4354476,243
3392.5285,10604.75,176.26617529881,4424281,250,10587.85,269.75,6759935,374,10595.8775,174.05020136369,4365005,249,10585.7375,303.40399121932,7601787,465,10582.78,167.16133024593,4187057,239,10598.835,178.60942358288,4480596,246,10589.9625,190.31765409934,4770312,272,10589.54,249.49493297159,6253341,343,10594.1875,183.50141575274,4601298,269,10584.0475,209.05943874496,5237148,298,10588.2725,346.88803319899,8693361,493,10584.47,196.7062909149,4927886,266,10596.7225,183.00283082812,4589894,259,10591.6525,173.1021181539,4339497,258
3402.5359,10604.75,175.73992031873,4411072,250,10587.85,265.6606943336,6657457,373,10595.8775,174.20913912038,4368991,243,10585.7375,304.41185392137,7627039,469,10582.78,167.2457681252,4189172,238,10598.835,179.21083472853,4495683,249,10589.9625,199.98858966687,5012714,280,10589.54,247.06950207469,6192550,349,10594.1875,183.83425722832,4609644,274,10584.0475,208.04251327292,5211673,300,10588.2725,342.86648577471,8592577,489,10584.47,196.65080632285,4926496,270,10596.7225,182.56261712053,4578853,258,10591.6525,173.46376002234,4348563,247
3412.5434,10604.75,176.03235059761,4418412,240,10587.85,262.10849960096,6568439,366,10595.8775,173.95087523426,4362514,244,10585.7375,302.78535222511,7586287,478,10582.78,167.19554455446,4187914,245,10598.835,178.60404209519,4480461,242,10589.9625,213.44380610413,5349969,300,10589.54,243.7446137887,6109215,347,10594.1875,183.51218344965,4601568,265,10584.0475,206.22238633188,5166077,295,10588.2725,337.70196720003,8463149,496,10584.47,196.07771834584,4912139,266,10596.7225,182.98775965871,4589516,253,10591.6525,172.76026167777,4330927,247
3422.5509,10604.75,175.77729083665,4412010,252,10587.85,258.60498802873,6480641,365,10595.8775,174.08820128394,4365958,247,10585.7375,303.30053881461,7599195,469,10582.78,167.14436282338,4186632,242,10598.835,179.12712269792,4493583,243,10589.9625,226.99190105725,5689552,323,10589.54,241.34340089371,6049031,354,10594.1875,183.87385842473,4610637,266,10584.0475,205.26545846473,5142105,302,10588.2725,332.8289772954,8341027,485,10584.47,196.24540954814,4916340,268,10596.7225,182.47159204179,4576570,252,10591.6525,173.47002273725,4348720,251
3432.5583,10604.75,176.08824701195,4419815,245,10587.85,255.45530726257,6401710,372,10595.8775,173.98987200447,4363492,249,10585.7375,301.87583316703,7563499,464,10582.78,167.04459437879,4184133,251,10598.835,178.7063700869,4483028,256,10589.9625,242.36062238181,6074769,338,10589.54,238.38796680498,5974956,342,10594.1875,183.42508474576,4599384,262,10584.0475,203.42593110056,5096023,283,10588.2725,328.33374566059,8228372,456,10584.47,195.67926712438,4902157,261,10596.7225,182.90407081057,4587417,253,10591.6525,173.03334795963,4337773,245
3442.5658,10604.75,175.6306374502,4408329,246,10587.85,252.03244213887,6315933,350,10595.8775,174.28414211093,4370872,237,10585.7375,302.97760925963,7591104,461,10582.78,166.93472532737,4181381,234,10598.835,179.02734593,4491080,244,10589.9625,255.74270895671,6410191,376,10589.54,236.38832588573,5924837,347,10594.1875,183.8509670987,4610063,264,10584.0475,202.67222865355,5077142,282,10588.2725,323.36630621284,8103883,466,10584.47,195.92519559317,4908318,284,10596.7225,182.61684143376,4580213,254,10591.6525,173.49072559735,4349239,263
3452.5732,10604.75,176.00011952191,4417603,252,10587.85,249.39249800479,6249776,346,10595.8775,173.78029427011,4358236,238,10585.7375,301.09215725404,7543864,443,10582.78,167.20360907058,4188116,238,10598.835,178.64665550506,4481530,243,10589.9625,270.28629563136,6774726,391,10589.54,233.61606287903,5855353,332,10594.1875,183.36789631107,4597950,265,10584.0475,200.97317472356,5034579,298,10588.2725,318.33825465863,7977875,459,10584.47,195.30448666773,4892768,259,10596.7225,183.22128304294,4595373,248,10591.6525,172.98739479038,4336621,254
3462.5807,10604.75,175.70298804781,4410145,252,10587.85,246.30634477255,6172437,337,10595.8775,174.21627656605,4369170,238,10585.7375,301.79002195171,7561349,453,10582.78,167.04339667838,4184103,239,10598.835,178.91409551144,4488239,267,10589.9625,282.43407141432,7079210,416,10589.54,231.99329715927,5814680,326,10594.1875,183.94049850449,4612308,268,10584.0475,200.49854297234,5022689,282,10588.2725,313.28909460915,7851338,434,10584.47,195.37138751397,4894444,271,10596.7225,182.27108169531,4571541,255,10591.6525,173.41082611991,4347236,247
3472.5882,10604.75,176.05848605578,4419068,238,10587.85,243.44297685555,6100681,350,10595.8775,173.93149647115,4362028,250,10585.7375,300.25603671922,7522915,439,10582.78,167.1766208879,4187440,246,10598.835,178.78486008132,4484997,246,10589.9625,294.97295032914,7393497,425,10589.54,229.14842004469,5743376,320,10594.1875,183.39637088734,4598664,266,10584.0475,198.92994291645,4983394,267,10588.2725,309.06974981046,7745597,445,10584.47,195.18230081431,4889707,267,10596.7225,182.9490450939,4588545,248,10591.6525,172.92927520045,4335164,275
3482.5956,10604.75,175.53733067729,4405987,245,10587.85,240.78104549082,6033973,350,10595.8775,174.18365963555,4368352,244,10585.7375,299.92189183796,7514543,451,10582.78,166.95983711274,4182010,235,10598.835,179.04827393765,4491605,252,10589.9625,305.43175743068,7655647,433,10589.54,227.80362272582,5709670,325,10594.1875,184.00586241276,4613947,273,10584.0475,198.17288730989,4964429,281,10588.2725,303.81812377798,7613986,450,10584.47,195.19084304646,4889921,279,10596.7225,182.43546908018,4575664,251,10591.6525,173.46144640791,4348505,250
3492.6031,10604.75,176.11629482072,4420519,238,10587.85,238.12198723065,5967337,330,10595.8775,173.72482953866,4356845,254,10585.7375,298.82933546198,7487169,456,10582.78,166.99273395081,4182834,254,10598.835,178.77915969066,4484854,243,10589.9625,317.0872930381,7947793,461,10589.54,225.06930258538,5641137,313,10594.1875,183.43565304088,4599649,278,10584.0475,196.97700690591,4934471,282,10588.2725,299.77447029249,7512648,432,10584.47,194.82711959125,4880809,264,10596.7225,183.06088273992,4591350,248,10591.6525,172.87079660138,4333698,242
3502.6105,10604.75,175.65043824701,4408826,236,10587.85,235.92426177175,5912262,344,10595.8775,174.18553371347,4368399,241,10585.7375,298.67619237677,7483332,461,10582.78,167.03772756308,4183961,235,10598.835,179.00019931436,4490399,248,10589.9625,325.37697985238,8155574,462,10589.54,223.84954516438,5610565,317,10594.1875,183.90675972084,4611462,273,10584.0475,196.44577062792,4921163,268,10588.2725,294.6608275807,7384495,410,10584.47,195.0057081271,4885283,266,10596.7225,182.44356285635,4575867,242,10591.6525,173.3457257968,4345604,251
3512.618,10604.75,176.02820717132,4418308,272,10587.85,233.17410215483,5843343,322,10595.8775,173.81773595438,4359175,239,10585.7375,297.47124326482,7453142,458,10582.78,167.05493452571,4184392,238,10598.835,178.82448377581,4485991,242,10589.9625,335.40734091363,8406985,478,10589.54,221.17969996808,5543648,308,10594.1875,183.49762711864,4601203,263,10584.0475,195.09472675742,4887318,270,10588.2725,290.85271936475,7289060,413,10584.47,194.67611368354,4877026,261,10596.7225,182.88600932977,4586964,256,10591.6525,172.86337707926,4333512,247
3522.6255,10604.75,175.38589641434,4402186,240,10587.85,230.82773343975,5784543,316,10595.8775,174.19115594721,4368540,242,10585.7375,296.51478746757,7429178,462,10582.78,166.90877515171,4180731,237,10598.835,179.05138324165,4491683,252,10589.9625,342.02002792739,8572732,506,10589.54,219.71764283434,5507003,307,10594.1875,183.82261216351,4609352,270,10584.0475,194.48684683246,4872090,261,10588.2725,285.77036032082,7161691,404,10584.47,194.46375538879,4871706,269,10596.7225,182.55384554045,4578633,262,10591.6525,173.4282978978,4347674,252
3532.6329,10604.75,175.83629482072,4413491,252,10587.85,228.42829209896,5724413,320,10595.8775,173.81785557638,4359178,273,10585.7375,295.44949111954,7402487,457,10582.78,167.10567709997,4185663,234,10598.835,178.70178585665,4482913,247,10589.9625,350.68980650309,8790040,498,10589.54,217.5033115225,5451503,300,10594.1875,183.24713858425,4594922,270,10584.0475,193.51123707636,4847650,273,10588.2725,282.36044052512,7076235,408,10584.47,194.31310873383,4867932,274,10596.7225,182.93126270882,4588099,260,10591.6525,172.89173880091,4334223,246
3542.6404,10604.75,175.31370517928,4400374,250,10587.85,226.58643256185,5678256,319,10595.8775,174.16160931457,4367799,245,10585.7375,294.47758930353,7378136,453,10582.78,166.72612583839,4176156,236,10598.835,178.92334369768,4488471,239,10589.9625,355.46439257929,8909715,510,10589.54,216.44537982764,5424987,299,10594.1875,183.76618145563,4607937,276,10584.0475,192.77817252804,4829286,270,10588.2725,277.38956945054,6951660,404,10584.47,193.95776784289,4859030,265,10596.7225,182.41066943104,4575042,253,10591.6525,173.31078224102,4344728,244
3552.6478,10604.75,175.89864541833,4415056,258,10587.85,224.06592178771,5615092,313,10595.8775,173.54595478289,4352359,235,10585.7375,293.39848333666,7351099,443,10582.78,167.15051101884,4186786,231,10598.835,178.85976241729,4486876,265,10589.9625,363.87145421903,9120438,510,10589.54,213.93181455474,5361987,299,10594.1875,183.54113659023,4602294,262,10584.0475,192.14550317353,4813437,276,10588.2725,274.16008938191,6870726,399,10584.47,194.09759699824,4862533,269,10596.7225,182.80850045851,4585020,252,10591.6525,172.87454625234,4333792,242
3562.6553,10604.75,175.12366533865,4395604,240,10587.85,222.48427773344,5575456,302,10595.8775,173.98747956458,4363432,239,10585.7375,292.02714029136,7316740,455,10582.78,166.57741137017,4172431,231,10598.835,178.92721039624,4488568,250,10589.9625,366.49104328745,9186098,520,10589.54,213.27389881902,5345497,299,10594.1875,183.86169491525,4610332,266,10584.0475,191.18258752146,4789315,268,10588.2725,269.39479669606,6751303,395,10584.47,193.47916334025,4847040,269,10596.7225,182.17547147243,4569143,254,10591.6525,172.97885835095,4336407,250
3572.6627,10604.75,175.68920318725,4409799,251,10587.85,219.81919393456,5508669,309,10595.8775,173.49312173532,4351034,236,10585.7375,290.72452604271,7284103,439,10582.78,166.87088789524,4179782,245,10598.835,178.64876823726,4481583,244,10589.9625,373.83913824058,9370278,529,10589.54,211.20599265879,5293667,316,10594.1875,184.29890329013,4621295,266,10584.0475,190.52225460062,4772773,253,10588.2725,266.15865288696,6670202,381,10584.47,193.85729682261,4856513,275,10596.7225,182.78996052789,4584555,256,10591.6525,172.80298376481,4331998,245
3582.6702,10604.75,175.29669322709,4399947,245,10587.85,218.85103750998,5484407,297,10595.8775,174.05953187926,4365239,260,10585.7375,289.71327080423,7258766,441,10582.78,166.72349089748,4176090,231,10598.835,178.95037072471,4489149,254,10589.9625,376.92200279274,9447550,535,10589.54,210.55940791574,5277461,293,10594.1875,188.58520438684,4728774,281,10584.0475,190.09983633388,4762191,269,10588.2725,262.32480746977,6574122,373,10584.47,193.65551652563,4851458,266,10596.7225,182.33547306726,4573156,248,10591.6525,173.17451832941,4341312,276
3592.6777,10604.75,175.8328685259,4413405,237,10587.85,216.6771348763,5429929,302,10595.8775,173.34000558236,4347194,254,10585.7375,288.23691877869,7221776,437,10582.78,166.88398275311,4180110,233,10598.835,178.77792394164,4484823,243,10589.9625,382.78850987433,9594594,535,10589.54,208.3885652729,5223051,290,10594.1875,195.13914257228,4893114,287,10584.0475,189.4694822562,4746400,264,10588.2725,259.48936594709,6503063,370,10584.47,194.00191601469,4860136,268,10596.7225,182.75323950401,4583634,252,10591.6525,172.88571542543,4334072,255
3602.6851,10604.75,175.2228685259,4398094,239,10587.85,215.57250598563,5402247,293,10595.8775,173.8151441445,4359110,242,10585.7375,286.3976451806,7175693,444,10582.78,166.60511817311,4173125,237,10598.835,178.80311727657,4485455,244,10589.9625,384.55830839817,9638954,531,10589.54,207.73025055857,5206551,289,10594.1875,204.9059222333,5138016,291,10584.0475,189.0173246577,4735073,266,10588.2725,255.2480347951,6396771,362,10584.47,193.42615360051,4845712,260,10596.7225,182.49982058132,4577278,251,10591.6525,173.0454346005,4338076,259
3612.6926,10604.75,175.58657370518,4407223,242,10587.85,213.40163607342,5347845,297,10595.8775,173.34634554807,4347353,262,10585.7375,284.24733586111,7121817,421,10582.78,167.13545991696,4186409,232,10598.835,178.92996093439,4488637,244,10589.9625,389.38503889886,9759936,540,10589.54,205.89411107565,5160530,287,10594.1875,214.69264207378,5383418,309,10584.0475,188.49263502455,4721929,263,10588.2725,252.76094329835,6334442,373,10584.47,193.63060833466,4850834,265,10596.7225,182.70336111,4582383,258,10591.6525,172.78766604173,4331614,252
3622.7,10604.75,175.36278884462,4401606,237,10587.85,212.4121707901,5323049,292,10595.8775,173.61122851788,4353996,265,10585.7375,281.45723408501,7051911,443,10582.78,166.6631667199,4174579,238,10598.835,178.88100932791,4487409,244,10589.9625,390.16908039098,9779588,558,10589.54,205.40061442707,5148161,288,10594.1875,226.40315054836,5677059,316,10584.0475,187.77717456389,4704006,274,10588.2725,248.97059175612,6239452,374,10584.47,193.18389749321,4839643,263,10596.7225,182.38160360432,4574313,244,10591.6525,173.0722805058,4338749,244
3632.7075,10604.75,175.50864541833,4405267,235,10587.85,210.58679169992,5277305,305,10595.8775,173.14171218948,4342221,243,10585.7375,279.43025344243,7001125,415,10582.78,167.26325455126,4189610,240,10598.835,179.0717531691,4492194,246,10589.9625,394.95447835627,9899534,552,10589.54,203.66713214172,5104713,281,10594.1875,237.34632103689,5951459,327,10584.0475,187.78803241388,4704278,258,10588.2725,246.87538406289,6186944,349,10584.47,193.51464952898,4847929,265,10596.7225,182.66281248754,4581366,250,10591.6525,172.80445969125,4332035,282
3642.715,10604.75,175.20828685259,4397728,255,10587.85,209.6748603352,5254452,285,10595.8775,173.61800709757,4354166,255,10585.7375,276.03651965676,6916095,427,10582.78,166.72377036091,4176097,243,10598.835,178.81882324803,4485849,254,10589.9625,395.23367245163,9906532,535,10589.54,203.20144430259,5093041,280,10594.1875,249.04741774676,6244864,346,10584.0475,187.0543291685,4685898,257,10588.2725,243.12042616017,6092841,351,10584.47,193.03013731439,4835791,270,10596.7225,182.41114788087,4575054,249,10591.6525,173.10634648371,4339603,260
3652.7224,10604.75,175.74231075697,4411132,243,10587.85,207.80929768556,5207701,283,10595.8775,172.9369193349,4337085,244,10585.7375,273.97864697665,6864535,419,10582.78,167.26373363143,4189622,242,10598.835,179.15546519971,4494294,251,10589.9625,398.60985437862,9991156,552,10589.54,201.60034312161,5052911,280,10594.1875,259.32957128614,6502689,356,10584.0475,186.85621332482,4680935,250,10588.2725,241.2735325805,6046556,354,10584.47,193.41270158071,4845375,269,10596.7225,182.69606475021,4582200,243,10591.6525,172.89863975428,4334396,256
3662.7299,10604.75,175.18948207171,4397256,254,10587.85,206.97964884278,5186910,285,10595.8775,173.48753937557,4350894,242,10585.7375,270.07008581122,6766606,413,10582.78,166.62156659214,4173537,237,10598.835,178.81667065295,4485795,251,10589.9625,398.13046080192,9979140,539,10589.54,200.97402649218,5037213,286,10594.1875,270.15030907278,6774019,372,10584.0475,186.05157478743,4660778,257,10588.2725,237.55037707993,5953250,328,10584.47,192.7513172601,4828806,266,10596.7225,182.49942187313,4577268,248,10591.6525,172.96629303123,4336092,252
3672.7373,10604.75,175.50992031873,4405299,255,10587.85,205.13052673583,5140571,292,10595.8775,172.87523425974,4335538,247,10585.7375,267.54045100778,6703226,397,10582.78,167.10787288406,4185718,234,10598.835,179.13736745595,4493840,258,10589.9625,400.85098743268,10047330,585,10589.54,199.33083306735,4996028,288,10594.1875,279.36865403789,7005169,375,10584.0475,185.90032334039,4656989,256,10588.2725,235.79525956666,5909265,330,10584.47,193.19271914418,4839864,270,10596.7225,182.59610860811,4579693,253,10591.6525,172.81897961626,4332399,248
3682.7448,10604.75,175.18980079681,4397264,244,10587.85,204.70658419793,5129947,284,10595.8775,173.30563419594,4346332,238,10585.7375,263.73725803233,6607937,412,10582.78,166.77714787608,4177434,245,10598.835,178.87176114167,4487177,246,10589.9625,400.6903251546,10043303,558,10589.54,199.37268592403,4997077,276,10594.1875,289.13180458624,7249980,392,10584.0475,185.24725559858,4640629,256,10588.2725,232.45449104186,5825542,323,10584.47,192.82576241418,4830671,269,10596.7225,182.64227901599,4580851,251,10591.6525,173.23371494675,4342796,248
3692.7522,10604.75,175.59509960159,4407437,234,10587.85,203.26229050279,5093753,284,10595.8775,173.25276127437,4345006,247,10585.7375,261.28497305927,6546495,397,10582.78,167.2351884382,4188907,236,10598.835,179.36801403173,4499626,247,10589.9625,403.48912826651,10113455,553,10589.54,198.06686881583,4964348,273,10594.1875,297.7495114656,7466069,418,10584.0475,185.2926030897,4641765,256,10588.2725,231.01304816248,5789418,327,10584.47,193.07396615041,4836889,273,10596.7225,182.63071647861,4580561,254,10591.6525,172.86529179465,4333560,245
3702.7597,10604.75,175.1487250996,4396233,253,10587.85,202.61424581006,5077513,275,10595.8775,173.74735834762,4357410,259,10585.7375,257.48373578128,6451255,402,10582.78,166.78006228042,4177507,247,10598.835,179.02543251216,4491032,245,10589.9625,402.28350289248,10083236,577,10589.54,197.94039259496,4961178,286,10594.1875,305.99633100698,7672858,417,10584.0475,184.61410722127,4624768,264,10588.2725,228.00909780137,5714136,320,10584.47,192.58306722018,4824591,270,10596.7225,182.43403373071,4575628,257,10591.6525,173.14224739718,4340503,272
3712.7672,10604.75,175.63007968128,4408315,236,10587.85,201.02250598563,5037624,281,10595.8775,173.24941185853,4344922,248,10585.7375,255.30780283377,6396737,399,10582.78,167.34445863941,4191644,249,10598.835,179.38754683887,4500116,250,10589.9625,404.50811889088,10138996,560,10589.54,196.62184806894,4928130,290,10594.1875,313.70636091725,7866187,431,10584.0475,184.78938964512,4629159,252,10588.2725,226.78831650772,5683542,335,10584.47,193.08286763532,4837112,262,10596.7225,182.62286192736,4580364,251,10591.6525,172.91770712833,4334874,260
