Time::Relative Time!!R,Channel1_R1_Area::EGFP_R1_Area!!R,Channel1_R1_IntensityMean::EGFP_R1_IntensityMean!!R,Channel1_R1_IntensitySum1::EGFP_R1_IntensitySum1!!R,Channel1_R1_IntensityMaximum::EGFP_R1_IntensityMaximum!!R,Channel1_R2_Area::EGFP_R2_Area!!R,Channel1_R2_IntensityMean::EGFP_R2_IntensityMean!!R,Channel1_R2_IntensitySum1::EGFP_R2_IntensitySum1!!R,Channel1_R2_IntensityMaximum::EGFP_R2_IntensityMaximum!!R,Channel1_R3_Area::EGFP_R3_Area!!R,Channel1_R3_IntensityMean::EGFP_R3_IntensityMean!!R,Channel1_R3_IntensitySum1::EGFP_R3_IntensitySum1!!R,Channel1_R3_IntensityMaximum::EGFP_R3_IntensityMaximum!!R,Channel1_R4_Area::EGFP_R4_Area!!R,Channel1_R4_IntensityMean::EGFP_R4_IntensityMean!!R,Channel1_R4_IntensitySum1::EGFP_R4_IntensitySum1!!R,Channel1_R4_IntensityMaximum::EGFP_R4_IntensityMaximum!!R,Channel1_R5_Area::EGFP_R5_Area!!R,Channel1_R5_IntensityMean::EGFP_R5_IntensityMean!!R,Channel1_R5_IntensitySum1::EGFP_R5_IntensitySum1!!R,Channel1_R5_IntensityMaximum::EGFP_R5_IntensityMaximum!!R,Channel1_R6_Area::EGFP_R6_Area!!R,Channel1_R6_IntensityMean::EGFP_R6_IntensityMean!!R,Channel1_R6_IntensitySum1::EGFP_R6_IntensitySum1!!R,Channel1_R6_IntensityMaximum::EGFP_R6_IntensityMaximum!!R,Channel1_R7_Area::EGFP_R7_Area!!R,Channel1_R7_IntensityMean::EGFP_R7_IntensityMean!!R,Channel1_R7_IntensitySum1::EGFP_R7_IntensitySum1!!R,Channel1_R7_IntensityMaximum::EGFP_R7_IntensityMaximum!!R,Channel1_R8_Area::EGFP_R8_Area!!R,Channel1_R8_IntensityMean::EGFP_R8_IntensityMean!!R,Channel1_R8_IntensitySum1::EGFP_R8_IntensitySum1!!R,Channel1_R8_IntensityMaximum::EGFP_R8_IntensityMaximum!!R,Channel1_R9_Area::EGFP_R9_Area!!R,Channel1_R9_IntensityMean::EGFP_R9_IntensityMean!!R,Channel1_R9_IntensitySum1::EGFP_R9_IntensitySum1!!R,Channel1_R9_IntensityMaximum::EGFP_R9_IntensityMaximum!!R,Channel1_R10_Area::EGFP_R10_Area!!R,Channel1_R10_IntensityMean::EGFP_R10_IntensityMean!!R,Channel1_R10_IntensitySum1::EGFP_R10_IntensitySum1!!R,Channel1_R10_IntensityMaximum::EGFP_R10_IntensityMaximum!!R,Channel1_R11_Area::EGFP_R11_Area!!R,Channel1_R11_IntensityMean::EGFP_R11_IntensityMean!!R,Channel1_R11_IntensitySum1::EGFP_R11_IntensitySum1!!R,Channel1_R11_IntensityMaximum::EGFP_R11_IntensityMaximum!!R,Channel1_R12_Area::EGFP_R12_Area!!R,Channel1_R12_IntensityMean::EGFP_R12_IntensityMean!!R,Channel1_R12_IntensitySum1::EGFP_R12_IntensitySum1!!R,Channel1_R12_IntensityMaximum::EGFP_R12_IntensityMaximum!!R,Channel1_R13_Area::EGFP_R13_Area!!R,Channel1_R13_IntensityMean::EGFP_R13_IntensityMean!!R,Channel1_R13_IntensitySum1::EGFP_R13_IntensitySum1!!R,Channel1_R13_IntensityMaximum::EGFP_R13_IntensityMaximum!!R,Channel1_R14_Area::EGFP_R14_Area!!R,Channel1_R14_IntensityMean::EGFP_R14_IntensityMean!!R,Channel1_R14_IntensitySum1::EGFP_R14_IntensitySum1!!R,Channel1_R14_IntensityMaximum::EGFP_R14_IntensityMaximum!!R
"Ms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9276.9142,10604.75,175.55386454183,4406402,237,10587.85,298.52549880287,7481049,426,10595.8775,173.72455042067,4356838,247,10585.7375,291.65839153862,7307501,434,10582.78,166.82425742574,4178614,234,10598.835,178.39799091127,4475292,256,10589.9625,259.79712746858,6511815,360,10589.54,219.30657516757,5496700,302,10594.1875,182.82053838485,4584225,263,10584.0475,208.20470240709,5215736,293,10588.2725,185.81732572523,4656768,272,10584.47,220.74920166055,5530209,304,10596.7225,182.35257764842,4573585,249,10591.6525,172.01691331924,4312292,245
9286.9216,10604.75,174.96685258964,4391668,237,10587.85,294.4450518755,7378793,420,10595.8775,174.01228119144,4364054,247,10585.7375,289.59201756137,7255728,461,10582.78,166.44610348132,4169142,236,10598.835,178.419516862,4475832,249,10589.9625,272.02924396569,6818413,384,10589.54,218.03327481647,5464786,310,10594.1875,183.1742771685,4593095,258,10584.0475,206.56452836214,5174648,289,10588.2725,184.92258888313,4634345,256,10584.47,219.4024828357,5496471,301,10596.7225,181.78832582433,4559433,249,10591.6525,172.57242012047,4326218,252
9296.9291,10604.75,175.46593625498,4404195,240,10587.85,289.38104549082,7251889,411,10595.8775,173.64364607839,4354809,240,10585.7375,288.88209938136,7237941,432,10582.78,166.84912967103,4179237,248,10598.835,178.49876425098,4477820,253,10589.9625,285.91035308199,7166343,422,10589.54,215.78961857644,5408551,318,10594.1875,182.85108673978,4584991,269,10584.0475,205.36242066185,5144534,288,10588.2725,185.11595706476,4639191,253,10584.47,218.32093246048,5469376,291,10596.7225,182.42554124636,4575415,250,10591.6525,171.95440583988,4310725,251
9306.9366,10604.75,174.84725099602,4388666,240,10587.85,285.56480446927,7156254,417,10595.8775,173.85386179672,4360081,241,10585.7375,286.18008381561,7170242,436,10582.78,166.34242254871,4166545,242,10598.835,178.28717212788,4472512,247,10589.9625,295.68346299621,7411306,431,10589.54,214.62492020428,5379359,297,10594.1875,183.13391824526,4592083,279,10584.0475,203.71865394595,5103356,294,10588.2725,184.29747416304,4618679,256,10584.47,216.60601947948,5426414,288,10596.7225,181.83222359555,4560534,247,10591.6525,172.83573337588,4332819,259
9316.944,10604.75,175.51972111554,4405545,243,10587.85,281.23455706305,7047738,399,10595.8775,173.43973045177,4349695,244,10585.7375,285.01333067252,7141009,436,10582.78,166.76748642606,4177192,244,10598.835,178.24419995217,4471434,240,10589.9625,308.75324157191,7738900,462,10589.54,212.64458984998,5329724,313,10594.1875,182.77826520439,4583165,266,10584.0475,202.74276475989,5078909,275,10588.2725,184.47252703404,4623066,250,10584.47,215.83869551333,5407191,293,10596.7225,182.42035803995,4575285,248,10591.6525,172.14428178228,4315485,252
9326.9515,10604.75,174.94940239044,4391230,244,10587.85,277.76715881884,6960845,392,10595.8775,173.85099086885,4360009,244,10585.7375,282.68768708841,7082740,424,10582.78,166.62979080166,4173743,242,10598.835,178.47201626405,4477149,247,10589.9625,317.14729702773,7949297,453,10589.54,211.76839291414,5307763,291,10594.1875,183.41946161516,4599243,275,10584.0475,201.491397549,5047561,285,10588.2725,183.86935876461,4607950,262,10584.47,214.3210522114,5369171,294,10596.7225,181.75315976237,4558551,248,10591.6525,172.74761657824,4330610,254
9336.9589,10604.75,175.4019123506,4402588,240,10587.85,273.14102154828,6844914,389,10595.8775,173.51445432434,4351569,242,10585.7375,280.55968868489,7029423,423,10582.78,166.98646598531,4182677,235,10598.835,178.4966116559,4477766,246,10589.9625,328.02393776182,8221920,464,10589.54,209.82516757102,5259058,289,10594.1875,183.13439680957,4592095,271,10584.0475,200.42301704523,5020797,289,10588.2725,184.26670922948,4617908,267,10584.47,213.78632444515,5355775,292,10596.7225,182.33308081815,4573096,248,10591.6525,172.21871634289,4317351,247
9346.9664,10604.75,174.99398406375,4392349,234,10587.85,270.52845171588,6779443,376,10595.8775,173.75393755732,4357575,254,10585.7375,277.16032727998,6944252,420,10582.78,166.41184924944,4168284,231,10598.835,178.46759148529,4477038,252,10589.9625,335.06275683224,8398348,504,10589.54,209.38250079796,5247963,291,10594.1875,183.42723828515,4599438,283,10584.0475,199.21460221149,4990525,293,10588.2725,183.33973105622,4594677,256,10584.47,212.34915376018,5319771,287,10596.7225,182.03408954986,4565597,262,10591.6525,172.64322469983,4327993,261
9356.9738,10604.75,175.17597609562,4396917,244,10587.85,265.20734237829,6646096,373,10595.8775,173.27221978548,4345494,246,10585.7375,274.55334264618,6878934,414,10582.78,166.96107473651,4182041,234,10598.835,178.47086024077,4477120,258,10589.9625,344.48458009176,8634506,488,10589.54,207.00263325886,5188314,298,10594.1875,183.00331006979,4588808,272,10584.0475,198.08466727875,4962219,281,10588.2725,183.56366465823,4600289,261,10584.47,211.79630368833,5305921,288,10596.7225,182.09975678801,4567244,251,10591.6525,171.98340579999,4311452,260
9366.9813,10604.75,174.89661354582,4389905,243,10587.85,263.1759377494,6595189,374,10595.8775,173.8935364249,4361076,239,10585.7375,271.19624825384,6794822,406,10582.78,166.46311082721,4169568,243,10598.835,178.41397592283,4475693,241,10589.9625,350.24185118691,8778812,491,10589.54,206.92156080434,5186282,292,10594.1875,182.97726819541,4588155,267,10584.0475,197.06806115524,4936752,272,10588.2725,182.85567215993,4582546,251,10584.47,210.46060194795,5272459,286,10596.7225,181.67469399147,4556583,246,10591.6525,172.73489169891,4330291,253
9376.9888,10604.75,175.37629482072,4401945,245,10587.85,258.68403830806,6482622,366,10595.8775,173.17137844412,4342965,241,10585.7375,268.86501696268,6736413,403,10582.78,166.91212871287,4180815,238,10598.835,178.59228254804,4480166,254,10589.9625,358.80817873529,8993527,503,10589.54,204.75490743696,5131977,293,10594.1875,183.06053838485,4590243,258,10584.0475,196.47056005748,4921784,270,10588.2725,183.22289613343,4591749,247,10584.47,209.99752514769,5260858,285,10596.7225,182.24931222838,4570995,254,10591.6525,172.32306833141,4319967,245
9386.9962,10604.75,174.69737051793,4384904,237,10587.85,256.52490023943,6428514,380,10595.8775,173.87527413374,4360618,244,10585.7375,265.15669527041,6643501,404,10582.78,166.33180293836,4166279,226,10598.835,178.48572909192,4477493,262,10589.9625,362.73780171554,9092023,526,10589.54,204.62643632301,5128757,285,10594.1875,183.16853439681,4592951,257,10584.0475,195.17340625125,4889289,281,10588.2725,182.51059415027,4573898,286,10584.47,208.61951141625,5226336,277,10596.7225,182.0133168534,4565076,246,10591.6525,172.65455343253,4328277,262
9397.0037,10604.75,175.23278884462,4398343,237,10587.85,251.94485235435,6313738,357,10595.8775,173.2760476893,4345590,250,10585.7375,262.73366593494,6582792,394,10582.78,166.89751676781,4180449,240,10598.835,178.47456748784,4477213,251,10589.9625,369.91119090365,9271824,539,10589.54,202.52605330354,5076113,289,10594.1875,182.91389830509,4586566,267,10584.0475,194.63370723724,4875769,275,10588.2725,182.91927696421,4584140,255,10584.47,208.31378732237,5218677,284,10596.7225,182.26522068498,4571394,272,10591.6525,172.09553631976,4314263,251
9407.0111,10604.75,174.72474103586,4385591,244,10587.85,250.11815642458,6267961,350,10595.8775,173.81115674469,4359010,250,10585.7375,258.31973657953,6472201,391,10582.78,166.26740657937,4164666,249,10598.835,178.18356852428,4469913,250,10589.9625,372.86203869938,9345787,521,10589.54,202.29835620811,5070406,282,10594.1875,183.15361914257,4592577,261,10584.0475,193.18857530638,4839567,272,10588.2725,181.96029687562,4560107,249,10584.47,206.81211080952,5181057,287,10596.7225,181.6962641043,4557124,252,10591.6525,172.52901990506,4325130,254
9417.0186,10604.75,175.0609561753,4394030,236,10587.85,245.35263367917,6148537,341,10595.8775,173.10594521313,4341324,250,10585.7375,255.8836559569,6411165,383,10582.78,166.76157777068,4177044,249,10598.835,178.4379733716,4476295,250,10589.9625,378.49854378616,9487066,513,10589.54,200.23942706671,5018801,285,10594.1875,182.83908275175,4584690,271,10584.0475,192.68125024949,4826858,266,10588.2725,182.45313435218,4572458,253,10584.47,206.60901325244,5175969,278,10596.7225,181.84298871656,4560804,255,10591.6525,172.06123100243,4313403,254
9427.0261,10604.75,174.66593625498,4384115,242,10587.85,243.9431763767,6113216,349,10595.8775,173.72494916065,4356848,240,10585.7375,251.89267611255,6311171,378,10582.78,166.37811402108,4167439,247,10598.835,178.32552021048,4473474,247,10589.9625,381.31015360064,9557539,542,10589.54,200.39335301628,5022659,272,10594.1875,183.14117647059,4592265,278,10584.0475,191.55059678256,4798534,269,10588.2725,181.6743146722,4552940,262,10584.47,205.56123263612,5149720,279,10596.7225,182.01251943702,4565056,252,10591.6525,172.58111611951,4326436,261
9437.0335,10604.75,175.21701195219,4397947,250,10587.85,239.98894652833,6014123,342,10595.8775,173.26404561585,4345289,256,10585.7375,249.82737976452,6259425,365,10582.78,166.80369690195,4178099,242,10598.835,178.54484573069,4478976,239,10589.9625,386.18687412727,9679774,530,10589.54,198.64993616342,4978962,280,10594.1875,183.0142771685,4589083,273,10584.0475,191.58420821524,4799376,280,10588.2725,182.01620047085,4561508,257,10584.47,205.25191601469,5141971,277,10596.7225,181.91563334795,4562626,267,10591.6525,172.59707208106,4326836,250
9447.041,10604.75,174.74673306773,4386143,237,10587.85,238.4625698324,5975872,333,10595.8775,173.55141752064,4352496,251,10585.7375,245.50616643385,6151157,370,10582.78,166.19833918876,4162936,235,10598.835,178.09343857132,4467652,254,10589.9625,387.83490923599,9721082,535,10589.54,198.34930577721,4971427,283,10594.1875,182.90763708873,4586409,273,10584.0475,190.18586084388,4764346,260,10588.2725,181.25868879933,4542524,265,10584.47,203.9788040875,5110077,286,10596.7225,181.76595829512,4558872,257,10591.6525,175.33276157805,4395417,251
9457.0484,10604.75,174.86533864542,4389120,244,10587.85,234.71520351157,5881963,349,10595.8775,173.12743729814,4341863,235,10585.7375,243.585950908,6103046,364,10582.78,166.7725966145,4177320,239,10598.835,178.65024316352,4481620,252,10589.9625,391.65461799322,9816823,547,10589.54,197.0097350782,4937852,271,10594.1875,182.87704885344,4585642,261,10584.0475,190.03736377789,4760626,265,10588.2725,181.73177447029,4554380,250,10584.47,204.00738463995,5110793,283,10596.7225,181.85702324469,4561156,244,10591.6525,181.26606565878,4544159,257
9467.0559,10604.75,174.57342629482,4381793,257,10587.85,233.62625698324,5854674,326,10595.8775,173.44941983333,4349938,252,10585.7375,239.69459189783,6005548,355,10582.78,166.1447221335,4161593,264,10598.835,177.99513672965,4465186,243,10589.9625,393.19517255137,9855437,550,10589.54,196.70395786786,4930188,275,10594.1875,182.73850448654,4582168,259,10584.0475,188.78811225101,4729331,261,10588.2725,180.92849447349,4534249,247,10584.47,202.9779259141,5085003,296,10596.7225,181.86902436107,4561457,250,10591.6525,189.96358051777,4762197,276
9477.0633,10604.75,174.73,4385723,250,10587.85,229.62266560255,5754344,331,10595.8775,172.97380278321,4338010,243,10585.7375,237.59664737577,5952984,348,10582.78,166.65434366017,4174358,239,10598.835,178.53699274496,4478779,255,10589.9625,395.54805505685,9914412,553,10589.54,195.0904085541,4889746,267,10594.1875,182.78161515454,4583249,266,10584.0475,188.68476308331,4726742,257,10588.2725,181.33969115359,4544554,252,10584.47,202.94842727128,5084264,266,10596.7225,181.54523344364,4553336,263,10591.6525,199.92732059516,5011978,285
9487.0708,10604.75,174.60912350598,4382689,244,10587.85,228.95375099761,5737581,318,10595.8775,173.42621316639,4349356,237,10585.7375,233.79620834165,5857764,358,10582.78,166.01137815394,4158253,244,10598.835,178.0654149725,4466949,256,10589.9625,396.84065429882,9946811,575,10589.54,195.12308490265,4890565,270,10594.1875,182.69292123629,4581025,274,10584.0475,187.54373078919,4698158,262,10588.2725,180.60875463868,4526236,247,10584.47,202.06015487785,5062011,283,10596.7225,181.980662653,4564257,251,10591.6525,210.99585145,5289455,315
9497.0783,10604.75,175.15179282869,4396310,235,10587.85,225.59441340782,5653396,337,10595.8775,173.08860002392,4340889,249,10585.7375,232.37984434245,5822277,351,10582.78,166.91508304056,4180889,237,10598.835,178.52224348242,4478409,245,10589.9625,399.92176341512,10024039,555,10589.54,194.08777529524,4864616,266,10594.1875,182.87481555334,4585586,272,10584.0475,187.82495708754,4705203,258,10588.2725,181.17301783648,4540377,249,10584.47,202.26313268402,5067096,276,10596.7225,181.96913998644,4563968,257,10591.6525,222.05377159041,5566666,320
9507.0857,10604.75,174.58442231076,4382069,237,10587.85,224.83184357542,5634286,338,10595.8775,173.60835759002,4353924,247,10585.7375,228.8379964079,5733536,336,10582.78,166.38885340147,4167708,254,10598.835,178.31220601132,4473140,241,10589.9625,400.24787552364,10032213,550,10589.54,194.09938557293,4864907,270,10594.1875,183.017666999,4589168,261,10584.0475,186.82144425372,4680064,257,10588.2725,180.50165595946,4523552,246,10584.47,200.98371387514,5035044,271,10596.7225,181.95733822415,4563672,251,10591.6525,232.85364394272,5837408,340
9517.0932,10604.75,174.94135458167,4391028,236,10587.85,221.66775738228,5554994,319,10595.8775,173.00307029786,4338744,242,10585.7375,227.12392735981,5690590,338,10582.78,166.83000638774,4178758,231,10598.835,178.70142709081,4482904,244,10589.9625,402.01376421305,10076475,559,10589.54,192.72051548037,4830347,259,10594.1875,183.15306081755,4592563,270,10584.0475,186.88415632111,4681635,248,10588.2725,180.92566138622,4534178,257,10584.47,201.37921124062,5044952,274,10596.7225,181.94290498784,4563310,255,10591.6525,242.94004547449,6090264,369
9527.1006,10604.75,174.60278884462,4382530,238,10587.85,220.59588986433,5528133,315,10595.8775,173.4303999362,4349461,247,10585.7375,223.7655158651,5606445,324,10582.78,166.2747125519,4164849,242,10598.835,178.05907677589,4466790,241,10589.9625,402.08473967684,10078254,543,10589.54,192.63756782637,4828268,265,10594.1875,182.81296111665,4584035,274,10584.0475,185.57602490919,4648865,254,10588.2725,180.3502254499,4519757,254,10584.47,200.32157113205,5018456,278,10596.7225,182.09656712252,4567164,246,10591.6525,252.37911364634,6326892,392
9537.1081,10604.75,174.83418326693,4388338,248,10587.85,217.8977254589,5460517,302,10595.8775,172.9696558874,4337906,256,10585.7375,222.36523647975,5571361,325,10582.78,166.66616097094,4174654,234,10598.835,178.63708841585,4481290,252,10589.9625,403.09618990624,10103606,575,10589.54,191.58673795085,4801930,262,10594.1875,183.08630109671,4590889,267,10584.0475,185.7296714702,4652714,254,10588.2725,180.85551254938,4532420,256,10584.47,200.17012613763,5014662,274,10596.7225,181.85722259878,4561161,246,10591.6525,261.64880928637,6559274,386
9547.1156,10604.75,174.62167330677,4383004,238,10587.85,217.2057462091,5443176,295,10595.8775,173.30108856015,4346218,242,10585.7375,218.98511275195,5486672,316,10582.78,166.13110827212,4161252,232,10598.835,178.10376305509,4467911,258,10589.9625,403.52124476362,10114260,567,10589.54,191.36957389084,4796487,260,10594.1875,182.8200997009,4584214,261,10584.0475,184.79162508483,4629215,266,10588.2725,179.88396312996,4508072,238,10584.47,199.49381286923,4997719,275,10596.7225,182.33068856904,4573036,249,10591.6525,270.1063065938,6771295,425
9557.123,10604.75,174.5441434263,4381058,242,10587.85,214.24405426975,5368956,311,10595.8775,173.23342238526,4344521,249,10585.7375,217.78674915187,5456647,315,10582.78,166.56447620569,4172107,234,10598.835,178.76209838157,4484426,245,10589.9625,402.9911829244,10100974,560,10589.54,190.39929779764,4772168,262,10594.1875,182.92809571286,4586922,265,10584.0475,185.08550556864,4636577,250,10588.2725,180.58042376601,4525526,253,10584.47,199.54758103146,4999066,277,10596.7225,181.88481320522,4561853,263,10591.6525,278.1578443496,6973139,428
9567.1305,10604.75,174.63155378486,4383252,237,10587.85,213.83671189146,5358748,290,10595.8775,173.44886159735,4349924,246,10585.7375,214.69702654161,5379234,321,10582.78,166.25419195145,4164335,234,10598.835,178.06987961413,4467061,254,10589.9625,403.5759026531,10115630,560,10589.54,190.51623842962,4775099,264,10594.1875,182.72422731805,4581810,276,10584.0475,184.02562771945,4610026,261,10588.2725,179.8424643869,4507032,249,10584.47,198.50782372665,4973018,280,10596.7225,182.36402057334,4573872,261,10591.6525,284.84127807252,7140686,441
9577.1379,10604.75,174.76697211155,4386651,239,10587.85,211.09860335196,5290131,288,10595.8775,172.94724670043,4337344,238,10585.7375,213.69614847336,5354157,313,10582.78,166.56343819866,4172081,242,10598.835,178.63991867974,4481361,244,10589.9625,403.2639936166,10107812,554,10589.54,189.33621927865,4745523,264,10594.1875,182.83413758724,4584566,271,10584.0475,184.01932058601,4609868,252,10588.2725,180.34699333626,4519676,253,10584.47,198.99952099633,4985336,272,10596.7225,181.96786412025,4563936,257,10591.6525,292.32594040448,7328319,457
9587.1454,10604.75,174.44059760956,4378459,244,10587.85,210.57130885874,5276917,290,10595.8775,173.20766378245,4343875,247,10585.7375,210.73246856915,5279902,301,10582.78,166.11246406899,4160785,234,10598.835,177.98361635972,4464897,256,10589.9625,402.62282066627,10091741,551,10589.54,189.21161825726,4742400,263,10594.1875,182.71150548355,4581491,263,10584.0475,183.21903317233,4589820,264,10588.2725,179.85782690236,4507417,254,10584.47,197.56957528341,4949513,267,10596.7225,182.00566165623,4564884,257,10591.6525,297.48657704735,7457691,460
9597.1529,10604.75,174.50243027888,4380011,245,10587.85,208.11332801277,5215320,290,10595.8775,172.86646198014,4335318,263,10585.7375,209.39700658551,5246442,305,10582.78,166.34138454168,4166519,233,10598.835,178.39890775732,4475315,247,10589.9625,402.16026331538,10080147,554,10589.54,188.4356846473,4722952,262,10594.1875,183.0616550349,4590271,269,10584.0475,183.12849786436,4587552,266,10588.2725,179.9380711065,4509428,241,10584.47,198.33238863165,4968623,264,10596.7225,181.9851680555,4564370,255,10591.6525,304.20918265587,7626220,462
9607.1603,10604.75,174.47980079681,4379443,246,10587.85,207.7431763767,5206044,298,10595.8775,173.28322500897,4345770,259,10585.7375,207.20103771702,5191422,300,10582.78,166.16572181412,4162119,233,10598.835,177.87893645858,4462271,264,10589.9625,402.05038898863,10077393,572,10589.54,188.39989626556,4722055,273,10594.1875,182.69651046859,4581115,266,10584.0475,182.77885114367,4578793,260,10588.2725,179.5265552053,4499115,250,10584.47,197.05492575443,4936620,268,10596.7225,182.09289900722,4567072,318,10591.6525,307.8575531533,7717681,478
9617.1678,10604.75,174.56960159363,4381697,246,10587.85,205.57350359138,5151672,287,10595.8775,172.90613660832,4336313,241,10585.7375,205.98207942526,5160881,297,10582.78,166.18759980837,4162667,230,10598.835,178.54875229212,4479074,246,10589.9625,400.73484939158,10044419,555,10589.54,187.63070539419,4702776,251,10594.1875,183.07278165504,4590550,264,10584.0475,182.61239072293,4574623,252,10588.2725,179.64746019712,4502145,245,10584.47,197.62653680345,4950940,265,10596.7225,181.77839799051,4559184,256,10591.6525,314.35242730065,7880501,514
9627.1752,10604.75,174.62418326693,4383067,235,10587.85,205.44497206704,5148451,287,10595.8775,172.97958451294,4338155,243,10585.7375,203.88078227899,5108233,288,10582.78,166.18767965506,4162669,228,10598.835,177.92629355019,4463459,258,10589.9625,400.55144623978,10039822,563,10589.54,187.66302266199,4703586,261,10594.1875,182.51433698903,4576547,275,10584.0475,182.18534190252,4563925,254,10588.2725,179.51685886437,4498872,256,10584.47,196.4735350471,4922055,263,10596.7225,182.24121845222,4570792,306,10591.6525,316.90454346005,7944480,491
9637.1827,10604.75,174.57354581673,4381796,236,10587.85,203.45502793296,5098583,289,10595.8775,173.10750029906,4341363,240,10585.7375,202.82929554979,5081888,295,10582.78,166.25578888534,4164375,232,10598.835,178.50414573866,4477955,245,10589.9625,399.45976461201,10012459,556,10589.54,186.86207309288,4683511,254,10594.1875,184.02699900299,4614477,268,10584.0475,182.17348608838,4563628,241,10588.2725,179.51817565141,4498905,244,10584.47,197.09352546703,4937587,266,10596.7225,181.90155894901,4562273,249,10591.6525,322.65303761618,8088589,496
9647.1901,10604.75,174.69764940239,4384911,238,10587.85,203.04082202714,5088203,294,10595.8775,173.07061685075,4340438,239,10585.7375,200.98283775694,5035625,289,10582.78,166.17202970297,4162277,237,10598.835,178.1319461054,4468618,246,10589.9625,399.2517454618,10007245,554,10589.54,186.9718321098,4686262,254,10594.1875,187.34771684945,4697744,269,10584.0475,181.43834577462,4545212,253,10588.2725,179.37644148278,4495353,242,10584.47,196.15523710682,4914081,268,10596.7225,182.42322873889,4575357,255,10591.6525,324.92843751247,8145631,498
9657.1976,10604.75,174.56111553785,4381484,236,10587.85,201.44477254589,5048206,276,10595.8775,173.11790741258,4341624,262,10585.7375,200.15226501696,5014815,289,10582.78,166.322101565,4166036,230,10598.835,178.58239655585,4479918,251,10589.9625,397.15743068023,9954751,544,10589.54,186.43899616981,4672907,253,10594.1875,194.78540378863,4884244,278,10584.0475,181.77030857052,4553528,252,10588.2725,179.46083556123,4497468,253,10584.47,196.45477406994,4921585,278,10596.7225,182.00159483274,4564782,244,10591.6525,329.49519326658,8260115,496
9667.2051,10604.75,174.42697211155,4378117,232,10587.85,200.88375897845,5034147,279,10595.8775,172.92156784561,4336700,248,10585.7375,197.76858910397,4955092,288,10582.78,166.15733791121,4161909,238,10598.835,178.16551064339,4469460,250,10589.9625,396.96509076401,9949930,573,10589.54,186.15831471433,4665872,254,10594.1875,203.25762711864,5096685,293,10584.0475,181.0909744122,4536510,254,10588.2725,179.09943737281,4488411,243,10584.47,195.63663579754,4901089,274,10596.7225,182.47179139588,4576575,255,10591.6525,330.63002114165,8288564,481
9677.2125,10604.75,174.50541832669,4380086,240,10587.85,199.30618515563,4994613,277,10595.8775,172.70134375374,4331177,245,10585.7375,196.97270005987,4935151,279,10582.78,166.25918236985,4164460,247,10598.835,178.80120385873,4485407,256,10589.9625,394.34550169559,9884270,546,10589.54,185.87775295244,4658840,257,10594.1875,214.24929212363,5372301,302,10584.0475,181.26581773183,4540890,251,10588.2725,179.4721679103,4497752,249,10584.47,195.97273670765,4909509,269,10596.7225,181.77791954069,4559172,265,10591.6525,334.64146954406,8389127,509
9687.22,10604.75,174.35653386454,4376349,243,10587.85,198.99876296888,4986909,278,10595.8775,172.68603213844,4330793,243,10585.7375,194.92009578926,4883723,269,10582.78,166.02060044714,4158484,239,10598.835,178.20015147891,4470329,247,10589.9625,393.5346898065,9863947,554,10589.54,185.29907436961,4644336,260,10594.1875,224.38045862413,5626340,327,10584.0475,180.58209253124,4523762,246,10588.2725,179.15597941024,4489828,238,10584.47,195.16537601788,4889283,271,10596.7225,182.21813324828,4570213,244,10591.6525,334.80757110375,8393291,496
9697.2274,10604.75,174.39729083665,4377372,240,10587.85,197.38511572227,4946471,274,10595.8775,172.83292794769,4334477,244,10585.7375,194.04470165636,4861790,281,10582.78,166.12484030661,4161095,232,10598.835,179.03344494937,4491233,240,10589.9625,390.69491322561,9792768,526,10589.54,185.02832748165,4637550,267,10594.1875,236.51234297109,5930547,331,10584.0475,180.71162827831,4527007,245,10588.2725,179.02817126212,4486625,257,10584.47,195.52746287722,4898354,275,10596.7225,181.90112037,4562262,263,10591.6525,338.98799313894,8498090,520
9707.2349,10604.75,174.47183266932,4379243,243,10587.85,197.09996009577,4939325,267,10595.8775,175.24470672674,4394962,246,10585.7375,192.45903013371,4822061,265,10582.78,166.34553656979,4166623,249,10598.835,182.00896914614,4565877,252,10589.9625,390.20474765609,9780482,563,10589.54,184.91785030322,4634781,259,10594.1875,246.56614157527,6182646,342,10584.0475,180.08418825596,4511289,264,10588.2725,179.06037269064,4487432,252,10584.47,194.88543828836,4882270,266,10596.7225,182.33001076512,4573019,258,10591.6525,338.44676692329,8484522,511
9717.2424,10604.75,174.35948207171,4376423,231,10587.85,196.03531524342,4912645,278,10595.8775,181.48171777184,4551380,254,10585.7375,191.80778287767,4805744,272,10582.78,166.20640370489,4163138,238,10598.835,189.40468787371,4751406,260,10589.9625,386.94965090764,9698893,537,10589.54,184.57835939994,4626272,249,10594.1875,258.46321036889,6480965,364,10584.0475,180.38158157359,4518739,247,10588.2725,178.97665695703,4485334,245,10584.47,195.01137633722,4885425,275,10596.7225,181.79454567202,4559589,275,10591.6525,342.49148350553,8585919,530
