Time::Relative Time!!R,Channel1_R1_Area::EGFP_R1_Area!!R,Channel1_R1_IntensityMean::EGFP_R1_IntensityMean!!R,Channel1_R1_IntensitySum1::EGFP_R1_IntensitySum1!!R,Channel1_R1_IntensityMaximum::EGFP_R1_IntensityMaximum!!R,Channel1_R2_Area::EGFP_R2_Area!!R,Channel1_R2_IntensityMean::EGFP_R2_IntensityMean!!R,Channel1_R2_IntensitySum1::EGFP_R2_IntensitySum1!!R,Channel1_R2_IntensityMaximum::EGFP_R2_IntensityMaximum!!R,Channel1_R3_Area::EGFP_R3_Area!!R,Channel1_R3_IntensityMean::EGFP_R3_IntensityMean!!R,Channel1_R3_IntensitySum1::EGFP_R3_IntensitySum1!!R,Channel1_R3_IntensityMaximum::EGFP_R3_IntensityMaximum!!R,Channel1_R4_Area::EGFP_R4_Area!!R,Channel1_R4_IntensityMean::EGFP_R4_IntensityMean!!R,Channel1_R4_IntensitySum1::EGFP_R4_IntensitySum1!!R,Channel1_R4_IntensityMaximum::EGFP_R4_IntensityMaximum!!R,Channel1_R5_Area::EGFP_R5_Area!!R,Channel1_R5_IntensityMean::EGFP_R5_IntensityMean!!R,Channel1_R5_IntensitySum1::EGFP_R5_IntensitySum1!!R,Channel1_R5_IntensityMaximum::EGFP_R5_IntensityMaximum!!R,Channel1_R6_Area::EGFP_R6_Area!!R,Channel1_R6_IntensityMean::EGFP_R6_IntensityMean!!R,Channel1_R6_IntensitySum1::EGFP_R6_IntensitySum1!!R,Channel1_R6_IntensityMaximum::EGFP_R6_IntensityMaximum!!R
"Ms",,,,,,,,,,,,,,,,,,,,,,,,
2842.1183,2614.113125,194.56858862984,4815378,298,2614.43,173.21735617324,4287476,245,2614.535625,184.69837999434,4571839,258,2614.113125,183.08852882945,4531258,253,2612.95125,167.30673457838,4138834,237,2615.48625,170.12862450529,4212725,233
2852.1257,2614.113125,194.69388662168,4818479,262,2614.43,173.15150290886,4285846,236,2614.535625,184.41089968893,4564723,255,2614.113125,183.32199280779,4537036,242,2612.95125,167.01115692457,4131522,241,2615.48625,170.35150634036,4218244,252
2862.1332,2614.113125,194.83336700473,4821931,275,2614.43,173.15441176471,4285918,238,2614.535625,184.9052640084,4576960,257,2614.113125,183.28728433472,4536177,245,2612.95125,167.20745411917,4136378,232,2615.48625,170.06344398675,4211111,232
2872.1406,2614.113125,194.7498888844,4819865,265,2614.43,173.57599385908,4296353,228,2614.535625,184.55076152386,4568185,250,2614.113125,183.45044244212,4540215,255,2612.95125,167.05825046487,4132687,226,2615.48625,170.23431063727,4215342,229
2882.1481,2614.113125,195.11515616793,4828905,270,2614.43,172.92533936652,4280248,237,2614.535625,184.88126691714,4576366,240,2614.113125,183.40918825003,4539194,264,2612.95125,167.24492683321,4137305,231,2615.48625,170.06275745093,4211094,256
2892.1556,2614.113125,195.13127803144,4829304,268,2614.43,173.38170652877,4291544,239,2614.535625,184.58998909223,4569156,242,2614.113125,183.43674491899,4539876,249,2612.95125,167.15320559463,4135036,229,2615.48625,169.97952507875,4209033,252
2902.163,2614.113125,194.89082387167,4823353,273,2614.43,172.84267937944,4278202,233,2614.535625,184.66513149921,4571016,242,2614.113125,183.34595337185,4537629,258,2612.95125,167.12664726332,4134379,229,2615.48625,169.74933365641,4203333,230
2912.1705,2614.113125,195.22582730615,4831644,272,2614.43,173.08116515837,4284105,254,2614.535625,184.33365652648,4562811,271,2614.113125,183.33484181179,4537354,255,2612.95125,166.93172447247,4129557,225,2615.48625,170.05003634601,4210779,240
2922.1779,2614.113125,196.05163845004,4852082,272,2614.43,172.81904492566,4277617,239,2614.535625,185.21419625904,4584607,265,2614.113125,183.65618812881,4545307,263,2612.95125,167.27047457353,4137937,231,2615.48625,171.98719812616,4258747,235
2932.1854,2614.113125,200.0231524506,4950373,270,2614.43,177.28187621202,4388081,242,2614.535625,188.02577465358,4654202,266,2614.113125,184.69029051679,4570900,269,2612.95125,167.65336728919,4147409,228,2615.48625,183.62503028835,4546923,256
2942.1929,2614.113125,207.52790011718,5136108,292,2614.43,191.37257595346,4736854,254,2614.535625,198.96513553913,4924984,267,2614.113125,192.67420905895,4768494,260,2612.95125,169.4592125475,4192082,236,2615.48625,204.39726193361,5061285,281
2952.2003,2614.113125,219.90367287567,5442396,312,2614.43,215.03009857789,5322425,293,2614.535625,217.05635680524,5372796,287,2614.113125,209.95389712716,5196149,281,2612.95125,174.75733689061,4323147,248,2615.48625,230.07034972942,5697002,315
2962.2078,2614.113125,235.20473554487,5821082,319,2614.43,239.18200549451,5920233,335,2614.535625,239.77239122531,5935086,334,2614.113125,232.36950987919,5750913,308,2612.95125,183.10372705958,4529620,251,2615.48625,254.72893950408,6307598,343
2972.2152,2614.113125,252.25176774819,6242979,347,2614.43,264.43321751778,6545251,379,2614.535625,262.25411061286,6491576,342,2614.113125,255.38510646895,6320526,340,2612.95125,192.42877354677,4760303,262,2615.48625,278.24747597125,6889964,372
2982.2227,2614.113125,268.98387813649,6657082,364,2614.43,284.97741596639,7053761,384,2614.535625,285.47788146891,7066434,374,2614.113125,278.65283445796,6896379,372,2612.95125,202.29937747595,5004482,279,2615.48625,298.87234472175,7400677,412
2992.2301,2614.113125,285.07155844681,7055236,389,2614.43,306.06969133807,7575837,417,2614.535625,306.12685331071,7577558,401,2614.113125,299.49549476747,7412214,393,2612.95125,211.69318457434,5236866,282,2615.48625,317.46191745416,7860992,416
3002.2376,2614.113125,299.5946502889,7414668,405,2614.43,322.33823529412,7978516,440,2614.535625,325.20607603119,8049826,448,2614.113125,318.87211604509,7891766,419,2612.95125,219.81768938475,5437850,300,2615.48625,333.5564170907,8259524,441
3012.2451,2614.113125,314.21431168936,7776490,428,2614.43,338.57490303814,8380406,469,2614.535625,343.39615400154,8500085,444,2614.113125,337.3920562447,8350116,446,2612.95125,227.8640148759,5636900,309,2615.48625,349.06089976577,8643446,482
3022.2525,2614.113125,327.06719463413,8094586,446,2614.43,352.82449903038,8733112,479,2614.535625,360.63996283279,8926921,465,2614.113125,354.58168006788,8775542,454,2612.95125,235.53993855607,5826787,324,2615.48625,362.95424440675,8987473,490
3032.26,2614.113125,338.87607580104,8386844,458,2614.43,366.3921299289,9068938,512,2614.535625,374.63091342464,9273239,495,2614.113125,370.32611418643,9165201,493,2612.95125,241.86150861024,5983170,323,2615.48625,375.2553105565,9292072,503
3042.2674,2614.113125,348.92799709079,8635619,483,2614.43,377.21485132515,9336822,527,2614.535625,388.70516705046,9621619,508,2614.113125,384.05232534648,9504911,494,2612.95125,247.76703856415,6129261,343,2615.48625,386.73713754947,9576385,510
3052.2749,2614.113125,357.74596953412,8853855,494,2614.43,388.51224143504,9616455,540,2614.535625,400.64828505636,9917247,516,2614.113125,396.72039274314,9818433,510,2612.95125,252.7181663837,6251742,358,2615.48625,396.60390921573,9820706,528
3062.2824,2614.113125,364.19540183442,9013472,500,2614.43,396.75056561086,9820370,544,2614.535625,411.23871853917,10179392,537,2614.113125,407.19301789971,10077620,530,2612.95125,256.55424852454,6346639,346,2615.48625,404.79282771989,10023480,531
3072.2898,2614.113125,370.29079962827,9164327,528,2614.43,405.16285552683,10028591,565,2614.535625,419.60061406698,10386374,558,2614.113125,416.1785526688,10300003,551,2612.95125,259.24860538443,6413292,352,2615.48625,412.61012842258,10217052,536
3082.2973,2614.113125,374.75089902622,9274710,526,2614.43,411.15986586943,10177029,572,2614.535625,428.57847533632,10608603,556,2614.113125,424.81425512142,10513728,559,2612.95125,261.81089821328,6476678,359,2615.48625,418.73467409741,10368708,564
3092.3047,2614.113125,378.94468463372,9378502,563,2614.43,417.98581932773,10345985,564,2614.535625,435.17533228296,10771895,573,2614.113125,431.26780880036,10673447,553,2612.95125,263.48750909532,6518154,345,2615.48625,425.49842500606,10536192,565
3102.3122,2614.113125,380.93947230191,9427871,530,2614.43,422.88320135747,10467205,582,2614.535625,442.18733082859,10945463,582,2614.113125,437.67125944483,10831926,562,2612.95125,264.9690759156,6554805,355,2615.48625,430.38538890235,10657203,566
3112.3196,2614.113125,383.11172168573,9481632,558,2614.43,428.47188106012,10605536,598,2614.535625,446.5560942108,11053603,591,2614.113125,442.0499010061,10940293,569,2612.95125,265.20187565688,6560564,362,2615.48625,435.40327921816,10781456,558
3122.3271,2614.113125,383.65982463938,9495197,539,2614.43,431.77117000646,10687200,596,2614.535625,451.47226598796,11175293,610,2614.113125,445.96480665886,11037183,589,2612.95125,265.69645888916,6572799,360,2615.48625,438.30381229303,10853279,591
3132.3346,2614.113125,384.49145420017,9515779,535,2614.43,436.0583387201,10793316,609,2614.535625,454.44725891811,11248933,622,2614.113125,448.86419653319,11108940,598,2612.95125,265.25127334465,6561786,361,2615.48625,442.9839269849,10969168,598
3142.342,2614.113125,384.04295123035,9504679,531,2614.43,438.09494182288,10843726,583,2614.535625,458.87460105846,11358523,606,2614.113125,451.42575457594,11172336,579,2612.95125,264.84946236559,6551846,363,2615.48625,445.48275583555,11031044,570
3152.3495,2614.113125,383.79086023678,9498440,524,2614.43,442.09781027796,10942805,652,2614.535625,459.96562032885,11385529,603,2614.113125,452.55723463574,11200339,585,2612.95125,263.78413776376,6525492,362,2615.48625,448.69913577256,11110688,582
3162.3569,2614.113125,381.98937330801,9453855,530,2614.43,443.35245636716,10973860,616,2614.535625,462.76855330667,11454910,604,2614.113125,453.87086346923,11232850,587,2612.95125,262.9582019565,6505060,364,2615.48625,450.08969388579,11145121,583
3172.3644,2614.113125,380.69085619621,9421718,538,2614.43,446.04128959276,11040414,608,2614.535625,462.71409526118,11453562,617,2614.113125,452.91518849246,11209198,592,2612.95125,261.3070579675,6464214,357,2615.48625,452.59970923189,11207274,577
3182.3719,2614.113125,377.83890258192,9351135,521,2614.43,446.6220103426,11054788,618,2614.535625,464.47477073486,11497144,621,2614.113125,453.31334599378,11219052,592,2612.95125,260.12203896839,6434899,349,2615.48625,453.21052419029,11222399,568
3192.3793,2614.113125,376.55638611661,9319394,535,2614.43,448.32320620556,11096896,641,2614.535625,463.64917383752,11476708,603,2614.113125,450.94799789891,11160512,575,2612.95125,258.39384752203,6392147,350,2615.48625,455.21468378968,11272026,589
3202.3868,2614.113125,373.27681926543,9238228,504,2614.43,448.66592598578,11105379,620,2614.535625,463.80757887933,11480629,604,2614.113125,449.90541031961,11134709,574,2612.95125,256.51135904277,6345578,348,2615.48625,455.42310798805,11277187,592
3212.3942,2614.113125,370.84407450806,9178020,513,2614.43,449.4853749192,11125662,631,2614.535625,461.7014907284,11428497,613,2614.113125,447.23560547901,11068634,581,2612.95125,254.75228393565,6302062,339,2615.48625,457.17902431145,11320667,603
3222.4017,2614.113125,367.00157582125,9082922,512,2614.43,448.96307369102,11112734,664,2614.535625,461.28566234396,11418204,601,2614.113125,444.69586649966,11005778,575,2612.95125,252.7404398092,6252293,336,2615.48625,456.22611259188,11297071,601
3232.4092,2614.113125,364.88448018102,9030526,500,2614.43,450.06338881707,11139969,628,2614.535625,458.29564093241,11344192,593,2614.113125,440.60677199079,10904577,574,2612.95125,250.47942436737,6196360,338,2615.48625,457.35356594782,11324989,591
3242.4166,2614.113125,360.95579619379,8933295,504,2614.43,448.52916936005,11101994,626,2614.535625,456.37300529229,11296601,631,2614.113125,437.74301992,10833702,564,2612.95125,248.75850917617,6153788,341,2615.48625,456.17668201276,11295847,594
3252.4241,2614.113125,357.89938987434,8857652,493,2614.43,448.71485132515,11106590,608,2614.535625,452.52494647114,11201350,592,2614.113125,433.26211160047,10722804,560,2612.95125,246.54430430916,6099013,343,2615.48625,456.62688797351,11306995,605
3262.4315,2614.113125,353.77368782577,8755545,480,2614.43,446.65089689722,11055503,619,2614.535625,449.64957782895,11130176,599,2614.113125,429.85510525678,10638484,544,2612.95125,244.00889320074,6036292,340,2615.48625,454.85841208303,11263204,588
3272.439,2614.113125,350.75999030264,8680959,502,2614.43,446.48064802844,11051289,606,2614.535625,445.87476265503,11036738,590,2614.113125,424.8389429876,10514339,553,2612.95125,242.27281914464,5993345,329,2615.48625,455.33632178338,11275038,588
3282.4464,2614.113125,347.3727827387,8597129,484,2614.43,444.60411279897,11004841,626,2614.535625,442.93645214721,10964006,591,2614.113125,421.3890662249,10428958,567,2612.95125,240.11023526558,5939847,331,2615.48625,454.21528955658,11247279,587
3292.4539,2614.113125,344.25249505031,8519905,473,2614.43,444.45099385908,11001051,624,2614.535625,438.1553347069,10845659,589,2614.113125,416.17503737525,10299916,562,2612.95125,238.17519605465,5891978,323,2615.48625,453.90501574994,11239596,587
3302.4614,2614.113125,338.81340660229,8385293,455,2614.43,442.01115061409,10940660,605,2614.535625,433.66420231891,10734490,584,2614.113125,411.79102185947,10191416,547,2612.95125,235.85677904439,5834625,322,2615.48625,450.37032549875,11152070,570
3312.4688,2614.113125,335.64495535173,8306877,468,2614.43,439.24204104719,10872119,617,2614.535625,428.22409404921,10599831,587,2614.113125,405.60442846176,10038304,527,2612.95125,233.44518554451,5774967,319,2615.48625,449.97673855101,11142324,587
3322.4763,2614.113125,331.54240575377,8205343,464,2614.43,436.03417905624,10792718,601,2614.535625,423.49747505353,10482833,556,2614.113125,401.02662733848,9925008,523,2612.95125,231.15340771283,5718273,310,2615.48625,446.68790889266,11060886,598
3332.4837,2614.113125,327.79138551053,8112509,444,2614.43,433.75274725275,10736248,605,2614.535625,418.42411020886,10357252,556,2614.113125,394.90246070548,9773441,506,2612.95125,229.29751798852,5672362,308,2615.48625,444.85707939585,11015551,576
3342.4912,2614.113125,323.66467332013,8010377,438,2614.43,429.61348577893,10633793,598,2614.535625,413.1406698178,10226471,555,2614.113125,390.11903511253,9655056,507,2612.95125,226.93855606759,5614006,319,2615.48625,441.49313464179,10932253,575
3352.4987,2614.113125,320.44531092165,7930701,449,2614.43,426.60718325792,10559381,590,2614.535625,407.54389366945,10087934,542,2614.113125,384.2956887147,9510934,537,2612.95125,225.06043334142,5567545,314,2615.48625,439.2715854939,10877243,571
3362.5061,2614.113125,316.01559658976,7821070,447,2614.43,421.93939883646,10443844,592,2614.535625,402.27653213752,9957551,525,2614.113125,379.46482686169,9391375,500,2612.95125,222.85609184251,5513014,314,2615.48625,435.74541636378,10789928,573
3372.5136,2614.113125,313.14675340418,7750069,425,2614.43,418.20955882353,10351523,596,2614.535625,396.7446370137,9820620,541,2614.113125,373.69736150956,9248636,494,2612.95125,221.02530519848,5467724,339,2615.48625,432.95848477506,10720918,578
3382.521,2614.113125,308.61630772961,7637945,419,2614.43,413.38190853264,10232029,569,2614.535625,391.69199692967,9695552,513,2614.113125,368.95979635541,9131386,478,2612.95125,218.93855606759,5416102,312,2615.48625,428.24953557871,10604315,565
3392.5285,2614.113125,305.51387934866,7561163,421,2614.43,408.71630575307,10116546,577,2614.535625,385.92085807781,9552699,520,2614.113125,362.86730777001,8980603,488,2612.95125,217.3925943892,5377858,297,2615.48625,424.85061788224,10520151,579
3402.5359,2614.113125,301.58737726777,7463986,404,2614.43,403.09837588882,9977491,575,2614.535625,380.23213347877,9411886,517,2614.113125,358.4670491737,8871701,475,2612.95125,215.23397202684,5324458,294,2615.48625,419.80401421533,10395187,560
3412.5434,2614.113125,298.66960281224,7391774,414,2614.43,397.99753555268,9851235,539,2614.535625,374.81093200824,9277695,515,2614.113125,352.16287526769,8715679,455,2612.95125,213.42283127173,5279654,297,2615.48625,415.62951296341,10291818,549
3422.5509,2614.113125,294.5278597115,7289270,424,2614.43,392.19541855204,9707621,544,2614.535625,369.39821435786,9143714,490,2614.113125,347.6387328781,8603711,458,2612.95125,211.57146899507,5233855,287,2615.48625,410.14966480898,10156126,540
3432.5583,2614.113125,291.58834700392,7216520,404,2614.43,386.87330316742,9575888,541,2614.535625,364.01058457561,9010354,490,2614.113125,341.83930663865,8460181,461,2612.95125,210.04216185625,5196023,293,2615.48625,405.29452386722,10035903,529
3442.5658,2614.113125,288.09438765203,7130048,399,2614.43,380.79702650291,9425488,523,2614.535625,358.52680483174,8874614,471,2614.113125,337.2096246313,8345601,463,2612.95125,208.23239550489,5151253,290,2615.48625,400.04599790001,9905939,530
3452.5732,2614.113125,285.10917612833,7056167,397,2614.43,375.16418875242,9286064,515,2614.535625,353.65975841312,8754140,468,2614.113125,332.17463331852,8220990,455,2612.95125,206.73720591802,5114265,288,2615.48625,394.79771423956,9775981,526
3462.5807,2614.113125,281.66047113015,6970815,380,2614.43,369.55126858436,9147133,503,2614.535625,347.87738859936,8611009,478,2614.113125,327.59962018667,8107763,453,2612.95125,204.9751798852,5070676,287,2615.48625,388.8813908408,9629481,515
3472.5882,2614.113125,278.87502525355,6901878,413,2614.43,363.30211700065,8992454,503,2614.535625,342.915000202,8488175,472,2614.113125,322.24000969736,7975118,424,2612.95125,203.83224189506,5042402,290,2615.48625,383.10168807043,9486364,505
3482.5956,2614.113125,275.53436502485,6819200,371,2614.43,357.43063186813,8847123,501,2614.535625,337.21811497596,8347160,464,2614.113125,318.14529879995,7873778,433,2612.95125,201.95302773062,4995914,276,2615.48625,376.88135045634,9332336,496
3492.6031,2614.113125,273.03422360499,6757324,371,2614.43,351.65198771816,8704090,487,2614.535625,333.00460550236,8242863,436,2614.113125,313.1899066629,7751137,436,2612.95125,200.67968307866,4964414,283,2615.48625,371.48449236734,9198699,494
3502.6105,2614.113125,270.25665683462,6688582,372,2614.43,346.48396089205,8576171,476,2614.535625,327.43283642387,8104945,436,2614.113125,309.28081942705,7654391,413,2612.95125,199.18267442801,4927381,270,2615.48625,365.89596963089,9060316,481
3512.618,2614.113125,267.58911471171,6622563,397,2614.43,340.21283128636,8420948,491,2614.535625,323.09332202157,7997529,425,2614.113125,304.71113984403,7541296,414,2612.95125,198.08674913089,4900270,273,2615.48625,360.26294321945,8920831,469
3522.6255,2614.113125,264.79409269061,6553389,381,2614.43,334.97608274079,8291328,477,2614.535625,317.91338423625,7869310,421,2614.113125,300.51460665077,7437436,397,2612.95125,196.37270595845,4857868,276,2615.48625,354.25595670786,8772086,469
3532.6329,2614.113125,262.23835306477,6490137,359,2614.43,329.09918390433,8145863,449,2614.535625,313.66137437886,7764060,426,2614.113125,296.12457068973,7328787,394,2612.95125,195.54539574743,4837402,273,2615.48625,348.59845731363,8631995,485
3542.6404,2614.113125,259.73982787183,6428301,353,2614.43,323.88239334195,8016737,455,2614.535625,308.89379065164,7646048,410,2614.113125,292.40829932523,7236813,399,2612.95125,193.58913412564,4789008,269,2615.48625,342.91147726355,8491174,466
3552.6478,2614.113125,257.06331568952,6362060,345,2614.43,318.3882918552,7880747,451,2614.535625,304.96485274512,7548795,407,2614.113125,288.24287850014,7133723,401,2612.95125,192.98936858275,4774171,267,2615.48625,337.09861885147,8347236,448
3562.6553,2614.113125,254.88322760516,6308105,345,2614.43,313.5171299289,7760176,424,2614.535625,300.49909101927,7438254,425,2614.113125,284.381146713,7038149,380,2612.95125,191.52773061687,4738013,261,2615.48625,332.34048138276,8229415,447
3572.6627,2614.113125,252.65558204372,6252973,346,2614.43,308.1992970265,7628549,431,2614.535625,296.84034258474,7347689,434,2614.113125,281.06214392501,6956007,386,2612.95125,190.79565850109,4719903,265,2615.48625,326.64942250222,8088493,443
3582.6702,2614.113125,250.38635904481,6196812,345,2614.43,303.53935035553,7513206,433,2614.535625,292.46620611643,7239416,390,2614.113125,277.59699381793,6870248,373,2612.95125,189.78494623656,4694900,286,2615.48625,321.58876504321,7963181,432
3592.6777,2614.113125,248.09564022789,6140119,354,2614.43,298.54492566257,7389584,417,2614.535625,288.83545428837,7149544,387,2614.113125,273.66968362358,6773051,383,2612.95125,188.71177944862,4668352,259,2615.48625,315.95497132703,7823677,421
3602.6851,2614.113125,245.95745282638,6087201,332,2614.43,293.584114415,7266794,407,2614.535625,284.65895043025,7046163,385,2614.113125,270.25794981615,6688614,362,2612.95125,187.62167515563,4641385,257,2615.48625,311.2326548744,7706743,426
3612.6926,2614.113125,243.94318962382,6037350,333,2614.43,288.83985132515,7149364,402,2614.535625,281.31256817356,6963330,373,2614.113125,267.173461554,6612276,361,2612.95125,186.86724876708,4622722,271,2615.48625,305.99176157015,7576968,414
3622.7,2614.113125,242.00395975595,5989356,337,2614.43,284.83847769877,7050322,391,2614.535625,277.24098089121,6862546,371,2614.113125,263.71493797729,6526681,371,2612.95125,185.86583393969,4597949,266,2615.48625,301.23947984815,7459292,403
3632.7075,2614.113125,239.78019313912,5934320,321,2614.43,280.18103587589,6935041,391,2614.535625,274.5032925302,6794780,386,2614.113125,260.87886379248,6456491,351,2612.95125,185.30244967257,4584012,256,2615.48625,296.55738631775,7343354,400
3642.715,2614.113125,238.45500828316,5901523,324,2614.43,276.6058904331,6846549,378,2614.535625,271.11840988971,6710994,368,2614.113125,257.83611459049,6381186,345,2612.95125,184.27904438516,4558695,259,2615.48625,292.44535982554,7241532,383
3652.7224,2614.113125,236.22776677846,5846401,320,2614.43,272.19036845507,6737256,374,2614.535625,267.9703066295,6633069,364,2614.113125,254.89518768435,6308401,353,2612.95125,183.61245856577,4542205,249,2615.48625,287.3105161134,7114383,388
3662.7299,2614.113125,234.60220614974,5806170,318,2614.43,268.52557369102,6646545,357,2614.535625,264.51912899447,6547642,369,2614.113125,252.03911269142,6237716,343,2612.95125,182.60663756165,4517323,253,2615.48625,283.42452144415,7018158,376
3672.7373,2614.113125,232.59416542083,5756473,320,2614.43,264.26171622495,6541006,362,2614.535625,261.93503817719,6483678,353,2614.113125,249.33863994505,6170882,341,2612.95125,182.09576360256,4504685,246,2615.48625,278.64445521363,6899794,388
3682.7448,2614.113125,231.36453998141,5726041,318,2614.43,261.1018907563,6462794,345,2614.535625,258.37882276896,6395651,362,2614.113125,246.11394399774,6091074,327,2612.95125,181.26618966772,4484163,260,2615.48625,274.99680962766,6809471,381
3692.7522,2614.113125,229.32401309144,5675540,321,2614.43,257.30191499677,6368737,378,2614.535625,255.93540176948,6335169,335,2614.113125,243.97369590691,6038105,330,2612.95125,180.81328320802,4472959,249,2615.48625,270.39637347549,6695555,367
3702.7597,2614.113125,227.9668269425,5641951,317,2614.43,254.05757110537,6288433,350,2614.535625,252.74128388478,6256105,335,2614.113125,241.28304173906,5971514,336,2612.95125,180.03561322662,4453721,247,2615.48625,267.07253049027,6613250,376
3712.7672,2614.113125,226.38736918663,5602861,311,2614.43,250.45826599871,6199343,354,2614.535625,250.64367955399,6204183,337,2614.113125,239.15313750051,5918801,323,2612.95125,179.58226210688,4442506,247,2615.48625,262.6990953881,6504955,350
3722.7746,2614.113125,225.05212331811,5569815,329,2614.43,247.60273917259,6128663,336,2614.535625,247.59871530724,6128811,336,2614.113125,236.53287001495,5853952,339,2612.95125,178.94720672649,4426796,259,2615.48625,259.65362248607,6429543,346
3732.7821,2614.113125,223.41997656471,5529421,304,2614.43,244.16592598578,6043595,331,2614.535625,245.40766775744,6074576,332,2614.113125,234.47238272253,5802957,321,2612.95125,178.2723744846,4410102,242,2615.48625,255.90784266214,6336790,339
3742.7895,2614.113125,222.28615297588,5501360,298,2614.43,241.441822883,5976168,326,2614.535625,242.56700197956,6004261,326,2614.113125,232.04707260899,5742933,314,2612.95125,177.62563667233,4394103,265,2615.48625,252.8651159034,6261446,349
3752.797,2614.113125,220.76100044446,5463614,300,2614.43,238.40138170653,5900911,324,2614.535625,240.88575122207,5962645,335,2614.113125,230.53642571417,5705546,313,2612.95125,177.37096774194,4387803,237,2615.48625,249.31822954527,6173618,347
3762.8045,2614.113125,219.92128974908,5442832,296,2614.43,236.16293632838,5845505,315,2614.535625,238.37126812912,5900404,319,2614.113125,228.16045092731,5646743,312,2612.95125,176.60809281268,4368931,239,2615.48625,246.55342864066,6105156,331
3772.8119,2614.113125,218.11834821609,5398211,301,2614.43,233.46299288946,5778676,315,2614.535625,236.4094857189,5851844,319,2614.113125,226.39060164047,5602941,307,2612.95125,176.32791656561,4362000,246,2615.48625,242.63653985946,6008166,335
3782.8194,2614.113125,217.32203321346,5378503,289,2614.43,230.86837427279,5714454,315,2614.535625,233.66646467095,5783946,307,2614.113125,224.22417067356,5549324,307,2612.95125,175.56673942922,4343170,241,2615.48625,239.87113318795,5939689,345
3792.8268,2614.113125,216.03410238798,5346628,298,2614.43,227.86045572075,5640002,316,2614.535625,231.85880499333,5739201,308,2614.113125,222.52381914421,5507242,312,2612.95125,174.93799013663,4327616,239,2615.48625,236.74073176642,5862174,333
3802.8343,2614.113125,214.92512828801,5319182,317,2614.43,225.86287976729,5590558,319,2614.535625,229.42095907567,5678857,301,2614.113125,220.44826053578,5455874,303,2612.95125,174.68352332444,4321321,240,2615.48625,234.58868427429,5808885,318
3812.8418,2614.113125,213.46426118227,5283027,290,2614.43,223.20955882353,5524883,316,2614.535625,227.99555609421,5643574,316,2614.113125,219.1364095519,5423407,298,2612.95125,174.21376020697,4309700,234,2615.48625,231.41482917373,5730294,324
3822.8492,2614.113125,212.93846216009,5270014,283,2614.43,221.45285229476,5481401,309,2614.535625,225.84696804428,5590390,302,2614.113125,217.5190512748,5383379,308,2612.95125,173.97263319589,4303735,238,2615.48625,229.14308214199,5674041,324
3832.8567,2614.113125,211.58802375854,5236592,293,2614.43,219.16673400129,5424815,295,2614.535625,224.06334585707,5546240,304,2614.113125,215.89248050426,5343123,305,2612.95125,173.48209232759,4291600,240,2615.48625,226.38272352799,5605689,298
3842.8641,2614.113125,211.1240050103,5225108,296,2614.43,217.32025694893,5379111,292,2614.535625,222.24150608007,5501144,304,2614.113125,214.1438846014,5299847,291,2612.95125,173.11532864419,4282527,237,2615.48625,224.35340440998,5555439,307
3852.8716,2614.113125,209.86718655299,5194003,286,2614.43,215.10976890756,5324397,299,2614.535625,220.77610794651,5464871,299,2614.113125,213.18695704877,5276164,300,2612.95125,172.84986660199,4275960,236,2615.48625,221.57596316937,5486664,303
3862.879,2614.113125,209.44510889329,5183557,307,2614.43,213.55559146736,5285928,296,2614.535625,219.00727184584,5421087,296,2614.113125,211.56042668391,5235909,302,2612.95125,172.37339316032,4264173,230,2615.48625,219.73128180276,5440986,335
3872.8865,2614.113125,208.35880237585,5156672,326,2614.43,211.5335730446,5235879,297,2614.535625,217.83771664041,5392137,295,2614.113125,210.6456018425,5213268,299,2612.95125,171.94748969197,4253637,247,2615.48625,217.36358129392,5382357,293
3882.894,2614.113125,207.74669683624,5141523,278,2614.43,210.04181480284,5198955,283,2614.535625,216.15602149234,5350510,293,2614.113125,209.14049052487,5176018,289,2612.95125,171.73469965236,4248373,241,2615.48625,215.57030934496,5337952,334
3892.9014,2614.113125,206.85001414199,5119331,278,2614.43,208.4518018746,5159599,273,2614.535625,214.9643679554,5321013,293,2614.113125,208.17123924199,5152030,280,2612.95125,171.51701835233,4242988,240,2615.48625,213.25603747678,5280646,294
3902.9089,2614.113125,206.19620994788,5103150,283,2614.43,206.68814641241,5115945,276,2614.535625,213.5973821355,5287176,282,2614.113125,206.75372742333,5116948,295,2612.95125,171.13711698601,4233590,233,2615.48625,211.80490267345,5244713,295
3912.9163,2614.113125,205.27782940725,5080421,275,2614.43,205.01090820944,5074430,273,2614.535625,212.22005413485,5253083,281,2614.113125,205.92710816599,5096490,284,2612.95125,170.78971622605,4224996,252,2615.48625,209.55984976981,5189121,285
3922.9238,2614.113125,204.86346923108,5070166,277,2614.43,203.76858435682,5043680,272,2614.535625,210.94723871854,5221577,291,2614.113125,204.76875833367,5067822,298,2612.95125,170.77649769585,4224669,241,2615.48625,208.12967450125,5153707,289
3932.9313,2614.113125,203.96213988444,5047859,280,2614.43,202.11595022624,5002774,273,2614.535625,209.745848988,5191839,283,2614.113125,203.98917127965,5048528,287,2612.95125,170.29076724068,4212653,231,2615.48625,206.41499071157,5111248,282
