Time::Relative Time!!R,Channel1_R1_Area::EGFP_R1_Area!!R,Channel1_R1_IntensityMean::EGFP_R1_IntensityMean!!R,Channel1_R1_IntensitySum1::EGFP_R1_IntensitySum1!!R,Channel1_R1_IntensityMaximum::EGFP_R1_IntensityMaximum!!R,Channel1_R2_Area::EGFP_R2_Area!!R,Channel1_R2_IntensityMean::EGFP_R2_IntensityMean!!R,Channel1_R2_IntensitySum1::EGFP_R2_IntensitySum1!!R,Channel1_R2_IntensityMaximum::EGFP_R2_IntensityMaximum!!R,Channel1_R3_Area::EGFP_R3_Area!!R,Channel1_R3_IntensityMean::EGFP_R3_IntensityMean!!R,Channel1_R3_IntensitySum1::EGFP_R3_IntensitySum1!!R,Channel1_R3_IntensityMaximum::EGFP_R3_IntensityMaximum!!R,Channel1_R4_Area::EGFP_R4_Area!!R,Channel1_R4_IntensityMean::EGFP_R4_IntensityMean!!R,Channel1_R4_IntensitySum1::EGFP_R4_IntensitySum1!!R,Channel1_R4_IntensityMaximum::EGFP_R4_IntensityMaximum!!R,Channel1_R5_Area::EGFP_R5_Area!!R,Channel1_R5_IntensityMean::EGFP_R5_IntensityMean!!R,Channel1_R5_IntensitySum1::EGFP_R5_IntensitySum1!!R,Channel1_R5_IntensityMaximum::EGFP_R5_IntensityMaximum!!R,Channel1_R6_Area::EGFP_R6_Area!!R,Channel1_R6_IntensityMean::EGFP_R6_IntensityMean!!R,Channel1_R6_IntensitySum1::EGFP_R6_IntensitySum1!!R,Channel1_R6_IntensityMaximum::EGFP_R6_IntensityMaximum!!R
"Ms",,,,,,,,,,,,,,,,,,,,,,,,
9256.8993,2614.113125,325.89304618368,8065527,459,2614.43,426.04258241758,10545406,590,2614.535625,412.49961620814,10210603,538,2614.113125,391.32053820356,9684792,525,2612.95125,229.7881397041,5684499,325,2615.48625,438.32141991762,10853715,584
9266.9067,2614.113125,323.7316659259,8012035,437,2614.43,423.49644473174,10482384,591,2614.535625,407.18191734335,10078974,553,2614.113125,386.03381954827,9553951,514,2612.95125,227.71950036381,5633325,312,2615.48625,437.47011549956,10832635,579
9276.9142,2614.113125,318.56765929937,7884231,445,2614.43,418.9097446671,10368854,573,2614.535625,402.5382781885,9964030,537,2614.113125,380.89995555376,9426893,496,2612.95125,225.7250788261,5583987,305,2615.48625,432.4337694855,10707925,566
9286.9216,2614.113125,315.25075760637,7802141,447,2614.43,414.65744182288,10263601,569,2614.535625,395.90740516301,9799896,536,2614.113125,374.56511374197,9270112,525,2612.95125,223.44684291374,5527628,304,2615.48625,429.76605282287,10641867,576
9296.9291,2614.113125,310.5402642531,7685561,440,2614.43,408.82239819005,10119172,572,2614.535625,391.13533713085,9681773,526,2614.113125,369.96969574528,9156380,492,2612.95125,221.42954159593,5477724,305,2615.48625,424.78188353122,10518449,557
9306.9366,2614.113125,307.70406885127,7615368,425,2614.43,404.66616839043,10016297,568,2614.535625,385.23249707106,9535660,526,2614.113125,363.61166107722,8999025,481,2612.95125,219.47210768858,5429301,296,2615.48625,421.72332606413,10442713,569
9316.944,2614.113125,303.01054588064,7499208,413,2614.43,398.54306722689,9864738,549,2614.535625,380.11828869228,9409068,509,2614.113125,358.94407854863,8883507,466,2612.95125,217.58270676692,5382561,293,2615.48625,415.96700589613,10300175,541
9326.9515,2614.113125,300.29811305507,7432078,418,2614.43,394.14988687783,9755998,537,2614.535625,373.6380236739,9248662,493,2614.113125,353.02561719665,8737031,481,2612.95125,215.59790605546,5333461,301,2615.48625,412.35990630805,10210856,556
9336.9589,2614.113125,295.78132449796,7320292,398,2614.43,387.80680349063,9598994,536,2614.535625,368.60065446613,9123972,483,2614.113125,348.36154996162,8621600,493,2612.95125,213.69221440699,5286318,294,2615.48625,406.13254179792,10056654,540
9346.9664,2614.113125,293.24421188735,7257501,403,2614.43,382.75751454428,9474014,525,2614.535625,362.91407102169,8983212,480,2614.113125,342.46830174957,8475748,467,2612.95125,211.87585900235,5241385,294,2615.48625,401.8091026573,9949597,533
9356.9738,2614.113125,289.10327690008,7155017,407,2614.43,376.02213962508,9307300,518,2614.535625,357.95806568901,8860536,471,2614.113125,338.20869530082,8370327,460,2612.95125,210.33438434797,5203252,292,2615.48625,395.47201356918,9792678,527
9366.9813,2614.113125,286.44914946058,7089330,390,2614.43,371.34684065934,9191577,518,2614.535625,351.96877146205,8712283,464,2614.113125,332.01107115439,8216942,442,2612.95125,208.51030802814,5158128,288,2615.48625,391.09886115823,9684390,519
9376.9888,2614.113125,282.51893005778,6992061,382,2614.43,364.59429541047,9024438,503,2614.535625,347.08108108108,8591298,463,2614.113125,327.77142510809,8112015,431,2612.95125,206.61342873312,5111203,281,2615.48625,384.67207818432,9525250,508
9386.9962,2614.113125,280.04080972969,6930730,383,2614.43,359.51466548158,8898707,494,2614.535625,342.06613339797,8467163,451,2614.113125,321.99426239444,7969036,425,2612.95125,205.4560595036,5082572,285,2615.48625,379.72045876747,9402638,502
9397.0037,2614.113125,276.40898622167,6840846,373,2614.43,353.13728183581,8740854,499,2614.535625,336.76572536662,8335962,456,2614.113125,318.0173340337,7870611,427,2612.95125,203.46313364055,5033271,276,2615.48625,373.22934334868,9241905,489
9407.0111,2614.113125,273.78940563255,6776014,376,2614.43,347.90711861668,8611397,479,2614.535625,331.78988405446,8212795,453,2614.113125,312.75554567861,7740387,418,2612.95125,202.2873312313,5004184,282,2615.48625,368.10827073742,9115097,486
9417.0186,2614.113125,270.19972524142,6687173,369,2614.43,341.76094861021,8459267,464,2614.535625,326.78988405446,8089030,443,2614.113125,308.97422118065,7646803,416,2612.95125,200.35479828604,4956377,284,2615.48625,361.72461836685,8957025,482
9427.0261,2614.113125,268.34615540022,6641299,376,2614.43,336.17323852618,8320960,456,2614.535625,321.98727426979,7970151,441,2614.113125,303.74374722211,7517354,406,2612.95125,199.50776133883,4935423,277,2615.48625,356.85283902754,8836390,499
9437.0335,2614.113125,264.59881207322,6548556,356,2614.43,330.51624111183,8180938,471,2614.535625,317.29483294954,7853999,415,2614.113125,300.28186997454,7431676,402,2612.95125,197.86668283612,4894826,268,2615.48625,350.63298602698,8682374,457
9447.041,2614.113125,262.61444906865,6499445,361,2614.43,324.94966063348,8043154,445,2614.535625,312.67676645255,7739688,412,2614.113125,295.31791183482,7308823,398,2612.95125,196.85204947854,4869726,268,2615.48625,345.34149099427,8551346,467
9457.0484,2614.113125,259.70128085983,6427347,361,2614.43,319.65433096316,7912084,445,2614.535625,308.32594029007,7631992,405,2614.113125,291.96868560346,7225933,383,2612.95125,195.26631093864,4830498,270,2615.48625,339.40352152492,8404310,455
9467.0559,2614.113125,257.45678613277,6371798,348,2614.43,314.90687621202,7794575,426,2614.535625,304.31874924252,7532802,424,2614.113125,287.81773000929,7123201,378,2612.95125,194.46438677339,4810660,265,2615.48625,334.13726677974,8273907,436
9477.0633,2614.113125,254.29677966787,6293591,339,2614.43,308.94925662573,7647112,429,2614.535625,299.09538237789,7403508,410,2614.113125,283.82912440907,7024487,388,2612.95125,192.49235993209,4761876,266,2615.48625,328.08694774251,8124089,442
9487.0708,2614.113125,252.16873409027,6240924,344,2614.43,304.33492243051,7532898,436,2614.535625,295.15989981012,7306093,400,2614.113125,279.8526809164,6926074,373,2612.95125,191.86167030479,4746274,254,2615.48625,322.99055003635,7997892,433
9497.0783,2614.113125,249.39658168007,6172316,331,2614.43,299.17768261151,7405246,407,2614.535625,291.33268694704,7211358,387,2614.113125,276.39007636672,6840378,367,2612.95125,190.2948500283,4707514,263,2615.48625,317.46862127453,7861158,444
9507.0857,2614.113125,247.70633156895,6130484,341,2614.43,294.1901664512,7281795,403,2614.535625,287.37559083747,7113408,383,2614.113125,272.58026586933,6746089,372,2612.95125,189.77948904519,4694765,257,2615.48625,313.08933042565,7752718,424
9517.0932,2614.113125,245.39763222757,6073346,341,2614.43,289.62839366516,7168882,398,2614.535625,283.81893103866,7025370,384,2614.113125,269.51476827347,6670221,363,2612.95125,188.54074702886,4664121,261,2615.48625,307.68314352637,7618850,418
9527.1006,2614.113125,243.37512626773,6023291,333,2614.43,285.61283936652,7069489,384,2614.535625,280.76786652123,6949847,381,2614.113125,266.39452099075,6592998,362,2612.95125,187.91434230738,4648625,249,2615.48625,302.78168160892,7497480,418
9537.1081,2614.113125,241.03523374682,5965381,332,2614.43,280.90004848093,6952838,381,2614.535625,276.26384680645,6838359,370,2614.113125,262.94642207766,6507661,355,2612.95125,186.54462769828,4614741,249,2615.48625,297.6631936031,7370736,403
9547.1156,2614.113125,239.29225423249,5922244,323,2614.43,276.68253070459,6848446,391,2614.535625,273.34549347554,6766121,361,2614.113125,259.70677603136,6427483,372,2612.95125,185.81582989732,4596712,276,2615.48625,293.42629836039,7265822,403
9557.123,2614.113125,236.83522566568,5861435,321,2614.43,272.66875404008,6749097,374,2614.535625,269.31091180867,6666253,356,2614.113125,256.47674653521,6347543,352,2612.95125,184.64427197025,4567730,247,2615.48625,288.40436959858,7141469,395
9567.1305,2614.113125,235.19907875066,5820942,323,2614.43,268.31153038138,6641247,374,2614.535625,266.58340403184,6598739,356,2614.113125,253.44256333589,6272450,337,2612.95125,183.99603848331,4551694,250,2615.48625,284.03271141265,7033218,383
9577.1379,2614.113125,233.18671461473,5771138,318,2614.43,264.8764948287,6556223,365,2614.535625,262.90506201269,6507689,352,2614.113125,250.81853812275,6207508,339,2612.95125,183.0193224998,4527532,258,2615.48625,279.65927631048,6924923,392
9587.1454,2614.113125,231.62269182593,5732430,317,2614.43,260.87669683258,6457220,384,2614.535625,260.45679311599,6447087,344,2614.113125,247.64766253182,6129032,343,2612.95125,182.45694882367,4513620,263,2615.48625,275.51966723205,6822418,381
9597.1529,2614.113125,229.79708271041,5687248,318,2614.43,257.19610536522,6366118,347,2614.535625,256.72508382822,6354716,351,2614.113125,245.01123277708,6063783,338,2612.95125,181.60417171962,4492524,258,2615.48625,271.19267425895,6715273,370
9607.1603,2614.113125,228.14166228939,5646278,319,2614.43,253.66180510666,6278637,357,2614.535625,254.65923322426,6303580,351,2614.113125,242.21778657724,5994648,326,2612.95125,180.99866601989,4477545,252,2615.48625,267.79258541313,6631080,375
9617.1678,2614.113125,226.66220857408,5609663,313,2614.43,250.66249191985,6204398,358,2614.535625,251.45109683675,6224169,328,2614.113125,239.78496100853,5934438,320,2612.95125,180.13226614924,4456112,253,2615.48625,263.77861238995,6531686,370
9627.1752,2614.113125,224.82282112409,5564140,305,2614.43,247.46008403361,6125132,346,2614.535625,249.35345210682,6172246,341,2614.113125,237.58264980403,5879933,326,2612.95125,179.60198884308,4442994,272,2615.48625,259.77352394799,6432512,357
9637.1827,2614.113125,223.42272415047,5529489,308,2614.43,244.36510180996,6048525,345,2614.535625,246.22712398497,6094860,332,2614.113125,235.07668996727,5817913,323,2612.95125,178.81490015361,4423523,246,2615.48625,256.20167999354,6344066,345
9647.1901,2614.113125,221.70564467251,5486993,303,2614.43,241.23076923077,5970944,330,2614.535625,244.4251605866,6050256,333,2614.113125,232.70350317185,5759179,311,2612.95125,178.46855040828,4414955,254,2615.48625,253.09223810678,6267070,343
9657.1976,2614.113125,220.69376540466,5461950,305,2614.43,238.54306722689,5904418,339,2614.535625,241.27317900861,5972235,322,2614.113125,230.72782738697,5710283,315,2612.95125,177.68813161937,4395649,238,2615.48625,249.64021484533,6181591,347
9667.2051,2614.113125,218.9462200493,5418700,313,2614.43,235.19986263736,5821667,321,2614.535625,239.5195329859,5928827,329,2614.113125,228.34862014627,5651400,309,2612.95125,177.20042040585,4383584,256,2615.48625,246.0680478152,6093137,326
9677.2125,2614.113125,218.0410925694,5396299,301,2614.43,232.79052197802,5762031,315,2614.535625,236.49913141841,5854063,313,2614.113125,226.36870176573,5602399,309,2612.95125,176.48888349907,4365982,245,2615.48625,243.23645101365,6023021,336
9687.22,2614.113125,216.48329225423,5357745,293,2614.43,229.86643503555,5689654,324,2614.535625,234.91811093605,5814928,316,2614.113125,224.42478483979,5554289,307,2612.95125,176.19217398335,4358642,269,2615.48625,239.70911073419,5935677,318
9697.2274,2614.113125,215.45609923633,5332323,304,2614.43,227.88720103426,5640664,320,2614.535625,232.22659879611,5748305,314,2614.113125,222.60071113984,5509145,303,2612.95125,175.53064111893,4342277,272,2615.48625,237.06413052258,5870182,316
9707.2349,2614.113125,213.92189583418,5294353,294,2614.43,225.07874111183,5571149,300,2614.535625,230.86874318265,5714694,319,2614.113125,220.7811224696,5464112,314,2612.95125,175.06512248363,4330761,238,2615.48625,234.02895565786,5795025,321
9717.2424,2614.113125,213.4186431775,5281898,292,2614.43,223.21804298643,5525093,298,2614.535625,228.88094372399,5665490,319,2614.113125,219.24691906744,5426142,308,2612.95125,174.58113024497,4318788,243,2615.48625,231.92936757936,5743035,310
9727.2498,2614.113125,211.78193058305,5241391,309,2614.43,220.93471234648,5468576,306,2614.535625,227.27463337777,5625729,309,2614.113125,217.36474200978,5379560,301,2612.95125,174.3917859164,4314104,239,2615.48625,228.69966077054,5663061,311
9737.2573,2614.113125,211.02060689321,5222549,304,2614.43,218.87609082094,5417621,302,2614.535625,224.64105360966,5560540,314,2614.113125,215.63550042426,5336763,294,2612.95125,173.38265017382,4289140,254,2615.48625,226.29399886924,5603492,325
9747.2647,2614.113125,209.79510283244,5192219,284,2614.43,216.37398998061,5355689,298,2614.535625,223.44022946714,5530816,299,2614.113125,214.32130591135,5304238,291,2612.95125,173.38992642898,4289320,240,2615.48625,223.73818754543,5540205,305
9757.2722,2614.113125,208.99232292214,5172351,284,2614.43,214.86251616031,5318277,285,2614.535625,221.42415060801,5480912,293,2614.113125,212.52478888036,5259776,283,2612.95125,172.87666747514,4276623,240,2615.48625,221.81681608917,5492628,309
9767.2796,2614.113125,207.80637601519,5143000,280,2614.43,212.62524240465,5262900,293,2614.535625,219.80014543692,5440713,291,2614.113125,211.4276132369,5232622,292,2612.95125,172.51758428329,4267740,243,2615.48625,219.15111864954,5426620,300
9777.2871,2614.113125,207.012849004,5123361,282,2614.43,211.21012443439,5227873,287,2614.535625,217.9118490688,5393972,294,2614.113125,209.73182754859,5190653,297,2612.95125,172.17653003476,4259303,243,2615.48625,217.497980777,5385685,294
9787.2946,2614.113125,205.96286718655,5097375,285,2614.43,209.10144634777,5175679,303,2614.535625,216.85791621218,5367884,308,2614.113125,208.84346842297,5168667,281,2612.95125,171.96171881316,4253989,234,2615.48625,215.07640739843,5325722,280
9797.302,2614.113125,205.22922138268,5079218,274,2614.43,207.54064318035,5137046,297,2614.535625,215.07053690462,5323641,289,2614.113125,207.25580831549,5129374,277,2612.95125,171.37779933705,4239544,229,2615.48625,213.20886842743,5279478,286
9807.3095,2614.113125,204.43347205948,5059524,283,2614.43,205.61437459599,5089367,278,2614.535625,213.85120995435,5293459,293,2614.113125,206.34389268253,5106805,284,2612.95125,171.09382326785,4232519,236,2615.48625,211.15774170099,5228688,278
9817.3169,2614.113125,203.80027475858,5043853,283,2614.43,204.46097285068,5060818,282,2614.535625,212.08297984083,5249690,283,2614.113125,204.7696068528,5067843,284,2612.95125,170.80050933786,4225263,232,2615.48625,209.6778531621,5192043,284
9827.3244,2614.113125,202.98286799467,5023623,278,2614.43,202.67234970911,5016546,274,2614.535625,211.05979073244,5224363,277,2614.113125,204.12089377349,5051788,281,2612.95125,170.38632872504,4215017,230,2615.48625,207.62818027623,5141289,290
9837.3319,2614.113125,202.69606852802,5016525,282,2614.43,201.83730607628,4995877,274,2614.535625,209.59952329011,5188217,280,2614.113125,202.95434158956,5022917,279,2612.95125,170.20345217883,4210493,238,2615.48625,206.46123091834,5112393,300
9847.3393,2614.113125,201.52119277547,4987448,276,2614.43,200.12908047835,4953595,274,2614.535625,208.97313456955,5172712,273,2614.113125,202.11709564023,5002196,279,2612.95125,170.16783895222,4209612,239,2615.48625,204.56009207657,5065317,276
9857.3468,2614.113125,201.48232251808,4986486,263,2614.43,199.38501939237,4935178,259,2614.535625,207.65620328849,5140114,289,2614.113125,200.98650450523,4974215,274,2612.95125,169.99090468106,4205235,228,2615.48625,203.33603909216,5035007,270
9867.3542,2614.113125,200.21952402117,4955233,277,2614.43,197.47996121526,4888024,273,2614.535625,206.29931725447,5106527,281,2614.113125,200.03834498364,4950749,267,2612.95125,169.47574581615,4192491,230,2615.48625,201.5008076892,4989563,288
9877.3617,2614.113125,199.8837528789,4946923,270,2614.43,196.59340659341,4866080,264,2614.535625,205.12588373127,5077481,269,2614.113125,198.90621843307,4922730,269,2612.95125,169.16965801601,4184919,232,2615.48625,200.27166626282,4959127,268
9887.3692,2614.113125,199.06662895471,4926700,276,2614.43,195.35524402069,4835433,261,2614.535625,204.37583323234,5058915,267,2614.113125,198.4285021617,4910907,269,2612.95125,169.15514592934,4184560,236,2615.48625,198.88530813343,4924798,268
9897.3766,2614.113125,199.08178108206,4927075,267,2614.43,194.53599709114,4815155,266,2614.535625,203.27002787541,5031543,278,2614.113125,197.44086629763,4886464,271,2612.95125,168.94445791899,4179348,228,2615.48625,197.85215249172,4899215,266
9907.3841,2614.113125,198.43718938139,4911122,262,2614.43,193.34057853911,4785566,259,2614.535625,202.67935199774,5016922,288,2614.113125,197.19180572952,4880300,269,2612.95125,168.73005093379,4174044,232,2615.48625,196.34451982877,4861883,266
9917.3915,2614.113125,197.96614004606,4899464,268,2614.43,192.6904896574,4769475,259,2614.535625,201.64242718054,4991255,265,2614.113125,196.21968564386,4856241,272,2612.95125,168.78361225645,4175369,231,2615.48625,195.63678216622,4844358,279
9927.399,2614.113125,197.55016364298,4889169,271,2614.43,191.39402876535,4737385,259,2614.535625,200.85585585586,4971785,269,2614.113125,195.59307446766,4840733,268,2612.95125,168.26897889886,4162638,230,2615.48625,194.14703981908,4807469,265
9937.4064,2614.113125,196.89906662896,4873055,273,2614.43,190.95022624434,4726400,260,2614.535625,199.95600533269,4949511,280,2614.113125,194.58018505798,4815665,267,2612.95125,168.31813404479,4163854,236,2615.48625,192.93817139165,4777535,256
9947.4139,2614.113125,196.13592468383,4854168,267,2614.43,189.6469376212,4694141,254,2614.535625,199.13828626833,4929270,278,2614.113125,194.33795304861,4809670,272,2612.95125,167.9085617269,4153722,223,2615.48625,191.79323156449,4749184,275
9957.4214,2614.113125,196.4128247606,4861021,267,2614.43,188.86861667744,4674876,273,2614.535625,198.32254676201,4909078,267,2614.113125,193.27257666976,4783303,306,2612.95125,167.98868138087,4155704,258,2615.48625,190.81289879654,4724909,267
9967.4288,2614.113125,195.72245343246,4843935,264,2614.43,188.19020685197,4658084,253,2614.535625,197.61818769442,4891643,272,2614.113125,193.1695826094,4780754,268,2612.95125,167.73659956343,4149468,229,2615.48625,189.86766012438,4701503,253
9977.4363,2614.113125,195.61263081337,4841217,291,2614.43,187.48480930834,4640624,248,2614.535625,196.87189431584,4873170,263,2614.113125,192.37213624793,4761018,261,2612.95125,167.65862236236,4147539,236,2615.48625,189.14045715209,4683496,256
9987.4437,2614.113125,195.25657602327,4832405,267,2614.43,186.59785067873,4618670,258,2614.535625,196.45582353654,4862871,260,2614.113125,192.20445270516,4756868,252,2612.95125,167.53043900073,4144368,239,2615.48625,188.15196672321,4659019,297
9997.4512,2614.113125,195.2259081175,4831646,274,2614.43,186.29181480284,4611095,252,2614.535625,196.15893023068,4855522,261,2614.113125,191.59351893006,4741748,260,2612.95125,167.70773708465,4148754,246,2615.48625,187.46195783862,4641933,263
10007.4587,2614.113125,194.68548224171,4818271,290,2614.43,185.69525694893,4596329,249,2614.535625,195.22740677898,4832464,270,2614.113125,191.12343933088,4730114,263,2612.95125,167.13347885844,4134548,230,2615.48625,186.65745900977,4622012,259
10017.4661,2614.113125,194.5858418522,4815805,267,2614.43,184.86433419522,4575762,242,2614.535625,194.58283844383,4816509,258,2614.113125,190.46878661764,4713912,261,2612.95125,167.2855930148,4138311,234,2615.48625,185.972700105,4605056,255
10027.4736,2614.113125,193.94929088044,4800051,261,2614.43,184.08189237233,4556395,240,2614.535625,194.04997374056,4803319,255,2614.113125,190.233383167,4708086,268,2612.95125,166.69439728353,4123686,217,2615.48625,185.0550036346,4582332,248
10037.481,2614.113125,194.04982019476,4802539,268,2614.43,183.51640271493,4542398,245,2614.535625,193.34553387468,4785882,253,2614.113125,189.61695422037,4692830,262,2612.95125,167.09212547498,4133525,227,2615.48625,184.40267345126,4566179,251
10047.4885,2614.113125,193.39710695382,4786385,273,2614.43,182.87758564964,4526586,269,2614.535625,192.93208903971,4775648,263,2614.113125,189.40401632389,4687560,288,2612.95125,166.7633195893,4125391,229,2615.48625,183.77639124465,4550671,266
10057.4959,2614.113125,193.51884924643,4789398,264,2614.43,182.51494828701,4517610,258,2614.535625,192.39554801438,4762367,258,2614.113125,188.68366398642,4669732,254,2612.95125,166.7814293799,4125839,225,2615.48625,183.03788062354,4532384,249
10067.5034,2614.113125,193.17742130995,4780948,262,2614.43,182.07542824822,4506731,257,2614.535625,192.03858118208,4753531,251,2614.113125,188.51185906501,4665480,252,2612.95125,166.29658824481,4113845,231,2615.48625,182.40380421614,4516683,242
10077.5109,2614.113125,193.19018950261,4781264,263,2614.43,181.54718810601,4493656,247,2614.535625,191.76269543086,4746702,269,2614.113125,188.3055476989,4660374,258,2612.95125,166.58978090387,4121098,236,2615.48625,182.08076892012,4508684,251
10087.5183,2614.113125,192.71800880844,4769578,266,2614.43,181.24620232709,4486206,250,2614.535625,191.12269219893,4730860,261,2614.113125,187.86940886501,4649580,269,2612.95125,166.17572156197,4110855,237,2615.48625,181.42456182861,4492435,253
10097.5258,2614.113125,192.55885086266,4765639,276,2614.43,180.55042016807,4468984,238,2614.535625,190.88740758696,4725036,260,2614.113125,187.53529435533,4641311,255,2612.95125,166.41599967661,4116799,228,2615.48625,180.78257006704,4476538,253
10107.5332,2614.113125,192.60236777244,4766716,258,2614.43,180.34251777634,4463838,248,2614.535625,190.22227608775,4708572,259,2614.113125,187.29475938422,4635358,258,2612.95125,165.95395747433,4105369,248,2615.48625,180.29622001454,4464495,252
10117.5407,2614.113125,192.52482928603,4764797,254,2614.43,179.88776664512,4452582,249,2614.535625,190.29055064033,4710262,273,2614.113125,186.93272455453,4626398,274,2612.95125,166.48476028782,4118500,235,2615.48625,179.97803085373,4456616,243
10127.5482,2614.113125,192.15164249061,4755561,265,2614.43,179.49595992243,4442884,236,2614.535625,189.54183331313,4691729,254,2614.113125,186.63598529234,4619054,270,2612.95125,165.98621553885,4106167,227,2615.48625,179.35469671271,4441181,244
10137.5556,2614.113125,192.14885449917,4755492,263,2614.43,179.12415158371,4433681,246,2614.535625,189.4569951117,4689629,253,2614.113125,186.33750858621,4611667,280,2612.95125,166.08585981082,4108632,232,2615.48625,178.83910831112,4428414,249
10147.5631,2614.113125,191.97595862459,4751213,266,2614.43,178.83007433743,4426402,266,2614.535625,188.9906273987,4678085,269,2614.113125,186.26986948968,4609993,255,2612.95125,165.87848653893,4103502,236,2615.48625,178.43433486794,4418391,249
10157.5705,2614.113125,191.84811507536,4748049,258,2614.43,178.4737394958,4417582,234,2614.535625,188.79642871571,4673278,264,2614.113125,185.73320134147,4596711,248,2612.95125,166.13655105506,4109886,222,2615.48625,177.85417171472,4404025,240
10167.578,2614.113125,191.89967271405,4749325,273,2614.43,178.2528280543,4412114,240,2614.535625,188.55076152386,4667197,257,2614.113125,186.08901369752,4605517,255,2612.95125,166.07389441345,4108336,221,2615.48625,177.67538971004,4399598,245
10177.5855,2614.113125,191.69748272658,4744321,253,2614.43,177.81241919845,4401213,241,2614.535625,188.44588534723,4664601,262,2614.113125,185.55747706978,4592362,253,2612.95125,165.90807664322,4104234,221,2615.48625,177.38042161376,4392294,242
10187.5929,2614.113125,191.81676027314,4747273,261,2614.43,177.59902230123,4395931,235,2614.535625,187.87605542763,4650496,253,2614.113125,185.77437472221,4597730,252,2612.95125,165.82197429057,4102104,245,2615.48625,176.98465390518,4382494,242
10197.6004,2614.113125,191.46607943755,4738594,259,2614.43,177.53163380737,4394263,253,2614.535625,187.96792308003,4652770,263,2614.113125,185.15847104934,4582487,250,2612.95125,166.01956504164,4106992,231,2615.48625,176.35304094984,4366854,246
10207.6078,2614.113125,191.32102307164,4735004,262,2614.43,176.9973335488,4381038,244,2614.535625,187.28049125359,4635754,255,2614.113125,185.09608469029,4580943,260,2612.95125,165.740237691,4100082,230,2615.48625,176.35744285599,4366963,244
10217.6153,2614.113125,191.37884358964,4736435,262,2614.43,176.78733031674,4375840,236,2614.535625,187.38455944734,4638330,261,2614.113125,184.79813325791,4573569,255,2612.95125,165.94518554451,4105152,223,2615.48625,175.76100476537,4352194,236
10227.6227,2614.113125,191.24998989858,4733246,257,2614.43,176.52387685844,4369319,234,2614.535625,186.96174201107,4627864,249,2614.113125,184.6070548305,4568840,249,2612.95125,165.78049963619,4101078,237,2615.48625,175.62995719247,4348949,258
10237.6302,2614.113125,191.11503495091,4729906,259,2614.43,176.15723981901,4360244,233,2614.535625,186.91075829192,4626602,248,2614.113125,184.51812194432,4566639,246,2612.95125,165.9438515644,4105119,228,2615.48625,175.02152491721,4333883,238
10247.6377,2614.113125,190.9126025294,4724896,255,2614.43,176.11756625727,4359262,233,2614.535625,186.68690663758,4621061,265,2614.113125,184.35969130066,4562718,258,2612.95125,165.70502870078,4099211,227,2615.48625,174.8787658509,4330348,233
10257.6451,2614.113125,190.81469958382,4722473,255,2614.43,175.60071913381,4346469,242,2614.535625,186.55544782451,4617807,247,2614.113125,184.15709725646,4557704,255,2612.95125,165.84881558736,4102768,227,2615.48625,174.53824408368,4321916,230
10267.6526,2614.113125,191.17378479939,4731360,291,2614.43,175.89524078862,4353759,262,2614.535625,186.14507332445,4607649,247,2614.113125,184.00699018142,4553989,255,2612.95125,165.66755598674,4098284,222,2615.48625,174.53044988289,4321723,235
10277.66,2614.113125,190.97155440624,4726355,253,2614.43,175.25020200388,4337793,239,2614.535625,186.18987597463,4608758,241,2614.113125,184.13871267526,4557249,254,2612.95125,165.82783571833,4102249,224,2615.48625,173.95973669332,4307591,233
10287.6675,2614.113125,191.31867954261,4734946,261,2614.43,175.29928894635,4339008,232,2614.535625,185.68929018705,4596367,245,2614.113125,183.75324255526,4547709,249,2612.95125,165.93596895465,4104924,237,2615.48625,173.82561990146,4304270,251
10297.675,2614.113125,191.10505474969,4729659,256,2614.43,174.8311247576,4327420,254,2614.535625,185.87031874924,4600848,252,2614.113125,183.7315043032,4547171,256,2612.95125,165.88495432129,4103662,232,2615.48625,173.53897100396,4297172,244
10307.6824,2614.113125,191.1754010263,4731400,266,2614.43,175.03333063995,4332425,240,2614.535625,185.41114208379,4589482,247,2614.113125,183.81344700796,4549199,246,2612.95125,165.83539493896,4102436,226,2615.48625,173.67870123576,4300632,258
10317.6899,2614.113125,190.90007677078,4724586,261,2614.43,174.7573125404,4325593,267,2614.535625,185.56405284208,4593267,254,2614.113125,183.61909572104,4544389,246,2612.95125,165.89966852615,4104026,231,2615.48625,172.92181568532,4281890,236
10327.6973,2614.113125,191.14109660996,4730551,268,2614.43,174.73400129283,4325016,241,2614.535625,185.04144952127,4580331,249,2614.113125,183.41096609964,4539238,249,2612.95125,165.77900396152,4101041,228,2615.48625,172.85623132219,4280266,267
10337.7048,2614.113125,190.85171118025,4723389,279,2614.43,174.29783451842,4314220,228,2614.535625,185.1497596251,4583012,258,2614.113125,183.45775586892,4540396,245,2612.95125,165.81607243916,4101958,224,2615.48625,172.52725951054,4272120,231
10347.7122,2614.113125,190.96908966019,4726294,267,2614.43,174.27480607628,4313650,230,2614.535625,184.79457035511,4574220,250,2614.113125,183.28393066387,4536094,254,2612.95125,165.64479747757,4097721,228,2615.48625,172.54042484452,4272446,237
